0	Index      	 *	Score 	Summary	Detail	Bounty	
1	15161 22331	 * 	293.56	橙4易伤3伤害3等级1卖塔	178等级2策反3平台478a易伤578伤害6卖塔78序列升级9核	8
2	13321 24525	 * 	286.36	橙4易伤2等级2伤害	18等级2攻速3随机矿4立即金币58伤害6789易伤8序列升级a核	8
3	13213 21774	 * 	285.00	橙2易伤2等级2伤害2时间1暴击	19等级2攻速39时间4暴击57易伤6加一89伤害9序列升级a核	7
4	13213 27774	   	285.00	橙2易伤2等级2伤害2时间1暴击	19等级2攻速39时间4暴击57易伤6加一89伤害9序列升级a核	6
5	13321 54262	 * 	280.96	橙3易伤3伤害2等级	18等级2攻速3随机矿4立即金币58a伤害6核789易伤8序列升级	9
6	16236 12312	   	276.72	橙4易伤2等级1伤害1时间	19等级2时间3双倍矿4569易伤79金币生成8核9序列升级a伤害	8
7	13321 54263	   	273.62	橙3易伤2等级2伤害	18等级2攻速3随机矿4立即金币58伤害6核789易伤8序列升级a雷电	10
8	16515 12131	 * 	273.40	橙3易伤2等级2时间1暴击1全技能	19等级29时间3随机矿4暴击5挖尘689易伤7全技能9序列升级a核	10
9	35221 31426	 * 	273.23	橙3易伤3伤害2时间2雷电	1立即金币27a易伤37时间4赏金邻近57a伤害6平台7a序列升级8a雷电9核	3
10	13321 54225	   	272.52	橙2易伤3伤害2等级1时间	18等级2攻速3随机矿4立即金币58a伤害6核78易伤8序列升级9时间	8
11	15161 22332	 * 	272.51	橙3易伤3伤害3等级1卖塔	178等级2策反3平台478易伤578伤害6卖塔78序列升级9核a立即金币	8
12	15161 22334	 * 	272.51	橙3易伤3伤害3等级1卖塔	178等级2策反3平台478易伤578伤害6卖塔78序列升级9核a最后敌人	8
13	15161 22335	 * 	272.51	橙3易伤3伤害3等级1卖塔	178等级2策反3平台478易伤578伤害6卖塔78序列升级9核a随机矿	8
14	15161 22333	 * 	272.41	橙3易伤3伤害3等级1卖塔	178等级2策反3平台478易伤578伤害6卖塔78序列升级9核a挖青	8
15	15161 22336	 * 	272.41	橙3易伤3伤害3等级1卖塔	178等级2策反3平台478易伤578伤害6卖塔78序列升级9核a挖尘	8
16	32311 44312	 * 	272.29	橙4易伤2时间1等级1伤害	1立即金币29金币生成3等级4679易伤59时间8核9序列升级a伤害	8
17	13236 42235	   	271.82	橙3易伤2等级1伤害2攻速1时间	17等级27攻速3时间45低血量敌人678易伤7序列升级9核a伤害	7
18	13212 32166	   	271.45	橙2易伤2等级2伤害2时间	19等级2立即金币39易伤4平台5攻速68时间79伤害9序列升级a核	1
19	13321 54222	   	271.45	橙2易伤2等级2伤害2时间	18等级2攻速3随机矿4立即金币58伤害6核78易伤8序列升级9a时间	8
20	16235 12312	 * 	271.34	橙4易伤3等级2时间	159等级2a时间3双倍矿469a易伤79a金币生成8核9a序列升级	8
21	32311 44316	   	271.24	橙4易伤2等级2时间	1立即金币29金币生成3a等级4679易伤59时间8核9序列升级	8
22	13213 31142	 * 	270.34	橙2易伤2等级3时间1暴击1全技能	19等级2攻速369时间4暴击5基地爆炸79易伤8全技能9序列升级a核	4
23	13243 31142	   	270.34	橙2易伤2等级3时间1暴击1全技能	19等级2攻速369时间4暴击5基地爆炸79易伤8全技能9序列升级a核	3
