0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42332 21252	1	 * 	285.29	橙3易伤2等级1伤害2暴击1时间1全技能	17等级2全技能37暴击4时间5伤害67a易伤7序列升级8金币生成9核
2	62323 21583	1	 * 	284.01	橙4易伤3伤害3暴击1全技能1卖塔	179伤害2全技能3加一479暴击5卖塔679a易伤79序列升级8核
3	62332 72524	1	 * 	283.46	橙4易伤2伤害1等级2雷电1全技能	1a伤害2全技能3加一4等级567a易伤8核9a雷电a序列升级
4	42332 21326	1	   	277.21	橙2易伤2等级1伤害2暴击1时间1全技能	17等级2全技能37暴击4时间5伤害67易伤7序列升级8攻速9雷电a核
5	62331 32515	1	 * 	275.65	橙2易伤2伤害2时间1等级1暴击1全技能	1a伤害2全技能3加一4等级5a时间6暴击7攻速8a易伤9核a序列升级
6	42332 21452	1	 * 	275.08	橙2易伤2等级2时间1伤害2暴击1全技能	17等级2全技能37暴击4a时间5伤害67易伤7序列升级8掉矿9核
7	44322 12631	1	 * 	271.86	橙3易伤2等级2伤害2雷电	18等级2金币生成38a易伤47雷电5最后敌人68伤害8序列升级9核
8	62323 21526	1	 * 	271.78	橙3易伤3伤害2暴击2雷电1全技能1卖塔	17a伤害2全技能3加一47暴击5卖塔67a易伤7a序列升级8核9a雷电
9	62331 38245	1	   	271.77	橙2易伤2等级2伤害1时间1暴击1全技能	1a伤害2全技能3加一4a等级5时间6暴击7a易伤8核9随机矿a序列升级
10	62323 21582	1	 * 	271.27	橙3易伤3伤害3暴击1全技能1卖塔	179伤害2全技能3加一479暴击5卖塔679易伤79序列升级8核a雷电
11	45522 33322	1	 * 	271.14	橙4易伤2等级2时间	13等级23时间3序列升级4随机矿589a易伤6金币生成7核
12	45522 33322	2	   	271.14	橙4易伤2等级2时间	13等级23时间3序列升级4随机矿589a易伤6金币生成7核
13	44321 31231	1	   	270.42	橙3易伤2等级1伤害1时间2雷电	15等级2金币生成37a易伤45雷电5序列升级6伤害8时间9核
14	24221 24115	10	 * 	270.15	橙3易伤2等级2时间1伤害	17敌人爆炸27等级3挖尘4伤害567易伤7序列升级8a时间9核
15	41221 24115	10	   	270.15	橙3易伤2等级2时间1伤害	17等级27基地爆炸3挖尘4伤害567易伤7序列升级8a时间9核
16	34621 24113	10	   	269.32	橙3易伤2等级1伤害1时间1暴击	17最后敌人27等级3伤害4低血量敌人567易伤7序列升级8时间9核a暴击
17	42621 24113	10	   	269.32	橙3易伤2等级1伤害1时间1暴击	17等级27低血量敌人3伤害4最后敌人567易伤7序列升级8时间9核a暴击
18	62332 35225	1	   	268.91	橙2易伤2伤害1等级2攻速1时间1暴击1全技能	1a伤害2全技能3加一4等级5a易伤6暴击7时间8核9a攻速a序列升级
