0	Index      	*	Score	Code	Var	Bounty
1	32325 35315	*	292.1	橙4易伤3伤害3时间	1平台27a时间3立即金币4双倍矿578a易伤67a伤害7a序列升级9核	8
2	32361 35315	 	290.0	橙4易伤3伤害3时间	1平台27a时间35立即金币478a易伤67a伤害7a序列升级9核	8
3	32523 61315	 	272.9	橙3易伤3伤害3时间	1平台24a时间34a伤害4a序列升级5双倍矿68a易伤7立即金币9核	8
4	32553 33123	 	272.7	橙3易伤3伤害3时间	1平台28a时间38a伤害4敌人爆炸5残血敌人6核弹78a易伤8a序列升级9核	6
5	13238 18212	*	270.6	橙3易伤2伤害2时间1等级	1立即金币278易伤3加一47伤害57时间6双倍物品7序列升级9等级a核	1
6	32513 33123	 	269.2	橙3易伤3伤害3时间	1平台28a时间38a伤害4基地爆炸5残血敌人6核弹78a易伤8a序列升级9核	6
7	23541 33123	 	267.2	橙3易伤3伤害3敌人爆炸1时间	18a敌人爆炸2随机矿38a伤害4时间5残血敌人6平台78a易伤8a序列升级9核	1
8	13264 48611	*	267.2	橙4易伤3时间3暴击	1立即金币268a易伤3加一4掉矿58a暴击78a时间8a序列升级9核	1
9	11238 18212	 	264.6	橙3易伤2伤害2时间1等级	1立即金币278易伤3加一47伤害57时间6双倍物品7序列升级9等级a核	2
10	32315 35253	*	262.8	橙2易伤3时间2伤害1等级	1平台247时间3立即金币57易伤67伤害7序列升级8核9矿等a等级	7
11	11661 35213	 	262.8	橙2易伤3时间2伤害1等级	1立即金币27易伤347时间5平台67伤害7序列升级8核9攻速a等级	7
12	32315 35213	 	262.8	橙2易伤3时间2伤害1等级	1平台247时间3立即金币57易伤67伤害7序列升级8核9攻速a等级	7
13	22555 33123	 	262.2	橙3易伤3伤害3敌人爆炸1时间	18a敌人爆炸2残血敌人38a伤害4时间5策反6平台78a易伤8a序列升级9核	2
14	13233 83338	*	262.2	橙3易伤3伤害2等级	1立即金币27a易伤3加一467伤害57等级7序列升级8敌人爆炸9核	1
15	32315 35235	 	261.3	橙3易伤3时间2伤害	1平台247时间3立即金币579易伤67伤害7序列升级8核a雷电	7
