0	Index      	*	Score	Code	Var	Bounty
1	21153 22453	*	271.6	橙3易伤3时间1等级3敌人爆炸	1金币生成29a敌人爆炸3等级4攻速59a时间6矿等79a易伤8核9a序列升级	7
2	11512 13423	 	265.6	橙3易伤3时间1等级2攻速2敌人爆炸	19攻速2额外掉落359时间457易伤59序列升级6等级89敌人爆炸a核	2
3	11152 13621	*	263.1	橙4易伤2时间1等级2攻速	19攻速2额外掉落3579易伤45最后敌人59序列升级6等级89时间a核	2
4	14115 12832	 	260.4	橙4易伤2时间1等级2攻速	17攻速2加一3789易伤47时间5平台6核7序列升级a等级	3
5	15112 13423	 	259.6	橙3易伤3时间1等级2攻速2敌人爆炸	19攻速259时间357易伤4额外掉落59序列升级6等级89敌人爆炸a核	4
6	15152 13423	 	259.6	橙3易伤3时间1等级2攻速2敌人爆炸	19攻速259时间357易伤4额外掉落59序列升级6等级89敌人爆炸a核	3
7	25125 15332	*	259.4	橙3易伤2伤害1等级1时间1暴击	1金币生成2时间3等级49a易伤5暴击67伤害8核	7
8	16523 61223	 	258.4	橙3易伤2时间1等级1暴击	1攻速236易伤45时间7等级8敌人爆炸9暴击a核	1
9	66311 16332	*	258.0	橙4易伤2伤害2等级1时间1卖塔	1卖塔27等级3核弹4时间579a易伤67伤害7序列升级8核	6
10	62112 22226	*	258.0	橙5易伤1等级1伤害2雷电1卖塔	1卖塔24雷电3479a易伤4序列升级5伤害6等级8核	5
11	35542 33223	*	257.8	橙3易伤2时间1等级1伤害1暴击	1掉矿24时间34a易伤4序列升级5伤害6随机矿7核8等级9暴击	4
12	45142 23322	*	257.6	橙4易伤2时间1等级1伤害	1等级24时间346a易伤4序列升级5最后敌人7核8基地爆炸9伤害	5
13	62112 22256	 	257.2	橙4易伤2伤害1等级2雷电1卖塔	1卖塔24雷电347a易伤4序列升级59伤害6等级8核	5
14	14674 43424	*	257.0	橙4易伤2等级3攻速1伤害	149攻速2加一3479易伤49序列升级59等级6额外掉落8核a伤害	2
15	35125 15332	 	256.5	橙3易伤2伤害1等级1时间1暴击	1掉矿2时间3等级49a易伤5暴击67伤害8核	7
