0	Index      	*	Score	Code	Var	Bounty
1	25322 32431	*	308.4	橙4易伤3伤害3时间2等级	127a易伤37a伤害49等级5残血敌人67a时间7a序列升级8核	6
2	25324 32431	 	307.9	橙4易伤3伤害3时间2等级	127a易伤37a伤害49等级5挖尘67a时间7a序列升级8核	6
3	34313 55123	 	299.0	橙4易伤3时间1等级1伤害3雷电	19a时间2攻速389a易伤4伤害5等级6核79a雷电9a序列升级	8
4	36313 55123	 	294.9	橙4易伤3时间1等级1伤害3雷电	19a时间2随机矿389a易伤4伤害5等级6核79a雷电9a序列升级	8
5	25351 33332	*	294.2	橙4易伤3时间2伤害3攻速	1278易伤38伤害478攻速567时间78序列升级9敌人爆炸a核	7
6	25351 33342	 	292.8	橙4易伤3时间2伤害3攻速	1278易伤38伤害478攻速567时间78序列升级9核a随机矿	7
7	25351 33343	 	291.4	橙4易伤3时间2伤害3攻速	1278易伤38伤害478攻速567时间78序列升级9核a金币生成	7
8	32351 53242	 	290.1	橙4易伤3时间1等级2全技能3雷电	178时间25全技能378雷电4678易伤78序列升级9核a等级	6
9	25351 33341	 	289.0	橙4易伤3时间2伤害3攻速	1278易伤38伤害478攻速567时间78序列升级9核a最后敌人	7
10	25351 33352	 	288.5	橙4易伤3时间2伤害3攻速	1278易伤38伤害478攻速567时间78序列升级9挖尘a核	7
11	25336 22211	 	287.4	橙3易伤3伤害3时间1等级	128易伤38a伤害4金币生成5等级6核789时间8序列升级	8
12	25321 22431	 	286.3	橙4易伤3伤害2等级1时间	127a易伤37a伤害49等级5时间67a基地爆炸7a序列升级8核	6
13	25325 21346	 	283.3	橙4易伤2伤害2时间1等级	129a易伤3a伤害4等级5加一6敌人爆炸7a时间8核a序列升级	7
14	34313 55133	 	283.1	橙4易伤2时间1等级1伤害2雷电	1a时间2攻速389a易伤4伤害5等级6核7a雷电a序列升级	8
15	32351 53243	*	282.2	橙5易伤3时间2全技能3雷电	178时间25全技能378雷电4678a易伤78序列升级9核	6
16	25336 22212	 	281.7	橙4易伤2伤害2时间1等级	128a易伤38伤害4金币生成5等级6核78时间8序列升级9随机矿	9
17	25321 52431	 	281.4	橙4易伤3伤害2等级1时间	127a易伤37a伤害49等级5时间67a残血敌人7a序列升级8核	6
18	25322 62431	 	281.0	橙4易伤3伤害2等级3敌人爆炸	127a易伤37a伤害49等级5残血敌人67a敌人爆炸7a序列升级8核	6
19	25623 43223	 	280.7	橙4易伤3伤害1等级	129a易伤3等级49a伤害5攻速6核7雷电89a最后敌人9a序列升级	3
20	25324 22431	 	280.5	橙4易伤3伤害2等级3敌人爆炸	127a易伤37a伤害49等级5挖尘67a敌人爆炸7a序列升级8核	6
21	22614 32431	 	280.4	橙3易伤3时间2伤害2等级	17a易伤27a时间39等级46伤害57a基地爆炸7a序列升级8核	6
22	33614 32431	 	280.4	橙3易伤3时间2伤害2等级	17a时间27a易伤39等级46伤害57a基地爆炸7a序列升级8核	6
23	25311 33332	 	280.1	橙4易伤3时间2伤害	1278易伤38伤害478策反567时间78序列升级9敌人爆炸a核	7
24	25311 33345	 	280.1	橙4易伤3时间2伤害	1278易伤38伤害478策反567时间78序列升级9核a敌人爆炸	7
25	25336 22212	 	280.1	橙3易伤3时间2伤害1等级	128易伤38伤害4金币生成5等级6核789时间8序列升级a攻速	8
26	25322 35431	 	279.3	橙4易伤2伤害2时间2等级	127a易伤3a伤害49等级5残血敌人6a时间8核a序列升级	7
27	36313 55133	 	279.0	橙4易伤2时间1等级1伤害2雷电	1a时间2随机矿389a易伤4伤害5等级6核7a雷电a序列升级	8
28	25311 33342	 	278.7	橙4易伤3时间2伤害	1278易伤38伤害478策反567时间78序列升级9核a随机矿	7
29	25322 32462	 	278.7	橙3易伤3时间2伤害1等级	127易伤37伤害4等级5残血敌人67a时间7序列升级8核9攻速	6
30	25122 32431	*	278.7	橙4易伤3时间2等级3攻速	127a易伤37a攻速49等级5残血敌人67a时间7a序列升级8核	6
31	24322 32431	 	278.7	橙4易伤3时间2等级3攻速	137a易伤27a攻速49等级5残血敌人67a时间7a序列升级8核	6
32	25124 32431	 	278.2	橙4易伤3时间2等级3攻速	127a易伤37a攻速49等级5挖尘67a时间7a序列升级8核	6
