0	Index      	*	Score	Code	Var	Bounty
1	43641 23121	*	293.6	橙4易伤3伤害3时间2攻速1卖塔	157a易伤247伤害3卖塔67a时间7a序列升级8a攻速9核	6
2	43642 13121	 	293.6	橙4易伤3伤害3时间2攻速1卖塔	167a易伤247伤害3卖塔57a时间7a序列升级8a攻速9核	4
3	42551 13121	*	285.2	橙4易伤3伤害3暴击2攻速	147a易伤2残血敌人357伤害67a暴击7a序列升级8a攻速9核	1
4	43213 43114	*	285.1	橙4易伤3伤害1等级2攻速	135a易伤24a伤害6矿等7等级8a攻速9核a序列升级	2
5	41551 13121	 	284.7	橙4易伤3伤害3暴击2攻速	147a易伤2挖尘357伤害67a暴击7a序列升级8a攻速9核	1
6	41551 13121	 	278.7	橙4易伤3伤害3暴击2攻速	147a易伤2挖尘357伤害67a暴击7a序列升级8a攻速9核	2
7	42441 33112	*	278.4	橙5易伤3时间3等级	1278a易伤378时间4平台578等级6双倍矿78a序列升级9核	8
8	42311 13135	*	276.9	橙4易伤3时间3暴击1等级	1278易伤3等级478时间5加一678暴击78序列升级9残血敌人a核	8
9	42311 13155	 	276.9	橙4易伤3时间3暴击1等级	1278易伤3等级478时间5加一678暴击78序列升级9最后敌人a核	8
10	43643 23121	 	276.7	橙3易伤3伤害3时间2攻速1卖塔	17a易伤247伤害3卖塔5双倍矿67a时间7a序列升级8a攻速9核	6
11	42311 82381	*	275.2	橙3易伤3时间2伤害1等级	127易伤3等级479时间5加一67伤害7序列升级8雷电a核	6
12	42311 62381	 	275.2	橙3易伤3时间2伤害1等级	127易伤3等级479时间5加一67伤害7序列升级8雷电a核	5
13	42311 82181	*	274.6	橙4易伤2伤害2时间1等级	127a易伤3等级47时间5加一67伤害7序列升级8挖尘9核	6
14	42311 62181	 	274.6	橙4易伤2伤害2时间1等级	127a易伤3等级47时间5加一67伤害7序列升级8挖尘9核	5
15	33251 21463	 	274.1	橙4易伤3时间1伤害	189基地爆炸2矿等3489易伤5伤害6策反789时间89序列升级a核	1
16	42311 13125	 	273.6	橙4易伤3时间3暴击1等级	1278易伤3等级478时间5加一678暴击78序列升级9基地爆炸a核	9
17	32332 23414	 	272.6	橙3易伤2伤害1等级1时间1暴击	17基地爆炸257易伤3暴击4时间67伤害7序列升级8核9等级a全技能	7
18	43326 23153	 	271.6	橙3易伤3伤害3时间1卖塔	178易伤278伤害3策反4金币生成5卖塔678时间78序列升级9矿等a核	8
19	42312 35342	 	268.3	橙4易伤2伤害1等级1时间	1259易伤3等级4时间6a伤害7核8雷电	4
