0	Index      	*	Score	Code	Var	Bounty
1	36225 13324	*	267.7	橙4易伤2伤害2时间3雷电	157雷电29伤害37时间4678易伤7序列升级a核	7
2	36221 13136	*	267.2	橙5易伤3时间1伤害2雷电	17雷电2伤害378时间4567a易伤7序列升级9核	10
3	31221 13132	 	265.1	橙4易伤3时间1伤害2雷电	17雷电2攻速378时间4567易伤7序列升级9核a伤害	9
4	33221 15115	*	264.9	橙4易伤2时间1等级1暴击	1雷电2等级39时间4568易伤7暴击a核	7
5	36221 13235	 	264.4	橙4易伤2时间1伤害1暴击2雷电	17雷电2伤害37时间4567易伤7序列升级8双倍矿9暴击a核	8
6	36221 13631	 	264.2	橙4易伤2时间1伤害2雷电	17雷电2伤害37时间4567易伤7序列升级8攻速9矿等a核	7
7	43221 13132	 	263.7	橙4易伤3时间1伤害2攻速	17攻速2雷电378时间4567易伤7序列升级9核a伤害	9
8	33253 63235	*	263.4	橙3易伤2伤害1等级1时间2雷电1卖塔	17雷电27a易伤3时间4等级5赏金邻近67伤害7序列升级8卖塔9核	1
9	36221 13535	 	263.3	橙4易伤2时间1伤害1暴击2雷电	17雷电2伤害37时间4567易伤7序列升级8立即金币9暴击a核	7
10	36221 13132	 	262.1	橙4易伤3时间1伤害2雷电	17雷电2伤害378时间4567易伤7序列升级9核a攻速	9
11	31221 13635	 	260.3	橙4易伤2时间2攻速1暴击2雷电	17雷电28攻速37时间4567易伤7序列升级9暴击a核	7
12	31362 43153	*	259.6	橙2易伤3伤害1等级3攻速3雷电	19a雷电239攻速4等级5a易伤6核79a伤害8赏金塔9a序列升级	5
13	31362 63153	 	259.6	橙2易伤3伤害1等级3攻速3雷电	19a雷电239攻速4等级5a易伤6核79a伤害8赏金塔9a序列升级	6
14	36221 15135	 	258.8	橙4易伤2伤害1时间1暴击	1雷电29伤害3时间4568易伤7暴击a核	7
15	31221 13431	 	258.8	橙4易伤2时间1伤害2雷电	17雷电2攻速37时间4567易伤7序列升级8掉矿9伤害a核	7
16	36221 13661	 	258.6	橙4易伤2时间1伤害2雷电	17雷电2伤害37时间4567易伤7序列升级8攻速9金币生成a核	7
17	36221 13235	 	258.4	橙4易伤2时间1伤害1暴击2雷电	17雷电2伤害37时间4567易伤7序列升级8双倍矿9暴击a核	9
18	31221 13136	 	258.4	橙5易伤3时间2雷电	17雷电2攻速378时间4567a易伤7序列升级9核	10
19	43221 13431	 	257.4	橙4易伤2时间1伤害2攻速	17攻速2雷电37时间4567易伤7序列升级8掉矿9伤害a核	7
20	43221 13136	 	257.0	橙5易伤3时间2攻速	17攻速2雷电378时间4567a易伤7序列升级9核	10
21	36221 13136	 	256.6	橙4易伤3时间1伤害2雷电	17雷电2伤害378时间4567易伤7序列升级9核a金币生成	9
22	36221 15115	 	255.8	橙4易伤2时间1伤害1暴击	1雷电2伤害39时间4568易伤7暴击a核	7
23	36221 13611	 	255.8	橙4易伤2时间1伤害2雷电	17雷电2伤害37时间4567易伤7序列升级8攻速9掉矿a核	7
24	33262 44311	*	255.8	橙3易伤2等级1伤害1时间	1雷电268易伤3时间4伤害56等级6序列升级7敌人爆炸9攻速a核	1
25	31221 13235	 	255.6	橙4易伤2时间1暴击2雷电	17雷电2攻速37时间4567易伤7序列升级8双倍矿9暴击a核	8
26	33221 15165	 	255.6	橙4易伤1等级1时间1暴击2雷电	19雷电2等级3时间4568易伤7暴击a核	7
27	33221 15435	 	254.9	橙4易伤2时间1等级1暴击	1雷电2等级38时间4569易伤7暴击a核	9
28	32261 23146	*	254.8	橙4易伤2时间2暴击1全技能	1雷电24暴击34时间4序列升级5全技能678a易伤9核	8
29	33262 34311	 	254.6	橙3易伤1等级1伤害1时间	1雷电268易伤3时间4伤害5等级7敌人爆炸9攻速a核	1
30	35362 34311	 	254.6	橙3易伤1等级1伤害1时间	1雷电2时间368易伤4伤害5等级7敌人爆炸9攻速a核	1
31	31221 13535	 	254.5	橙4易伤2时间1暴击2雷电	17雷电2攻速37时间4567易伤7序列升级8立即金币9暴击a核	7
32	33616 22334	*	254.4	橙4易伤2等级1伤害3雷电	139雷电2569易伤45等级59序列升级7伤害89掉矿a核	1
