0	Index      	*	Score	Code	Var	Bounty
1	32121 23534	*	291.3	橙4易伤2伤害2时间1等级	1a时间2赏金塔359a易伤4等级6敌人爆炸7核8a伤害a序列升级	1
2	32121 13534	 	286.1	橙4易伤2伤害2时间1等级	1a时间2赏金塔359a易伤4等级6残血敌人7核8a伤害a序列升级	1
3	31223 53521	*	285.3	橙2易伤3时间2伤害1等级2攻速2雷电	179时间29伤害37攻速47易伤5立即金币6核79序列升级89雷电a等级	1
4	32125 23534	*	283.5	橙3易伤3时间2伤害1等级	15a时间2赏金塔39a易伤4等级6敌人爆炸7核8a伤害a序列升级	1
5	32122 13534	 	279.9	橙3易伤3时间2伤害1等级	16a时间2赏金塔39a易伤4等级5基地爆炸7核8a伤害a序列升级	1
6	31223 53662	 	279.0	橙3易伤2时间1等级1伤害2攻速1暴击	17时间2伤害37攻速478易伤5立即金币6核7序列升级9等级a暴击	1
7	32125 13534	 	278.3	橙3易伤3时间2伤害1等级	15a时间2赏金塔39a易伤4等级6残血敌人7核8a伤害a序列升级	1
8	31223 53625	 	273.9	橙4易伤2时间1伤害2攻速1暴击	17时间2伤害37攻速478a易伤5立即金币6核7序列升级9暴击	1
9	31223 53541	 	273.7	橙3易伤2时间1等级1伤害2攻速	17时间2伤害37攻速479易伤5立即金币6核7序列升级8雷电a等级	1
10	34361 23411	*	272.8	橙4易伤3时间1等级2敌人爆炸	147时间27敌人爆炸3579易伤6核7序列升级8雷电a等级	5
11	31223 53661	 	270.9	橙3易伤2时间1等级1伤害2攻速	17时间2伤害37攻速478易伤5立即金币6核7序列升级9等级a敌人爆炸	1
12	32113 43334	 	269.9	橙4易伤2伤害2时间	1a时间2赏金塔359a易伤4基地爆炸6矿等7核8a伤害a序列升级	1
13	31223 53663	 	269.5	橙3易伤2时间1等级1伤害2攻速	17时间2伤害37攻速478易伤5立即金币6核7序列升级9等级a平台	1
14	32121 13544	 	269.2	橙3易伤2伤害2时间1等级	1a时间2赏金塔35a易伤4等级6残血敌人7核8a伤害9双倍矿a序列升级	1
15	31223 53523	 	268.7	橙2易伤3时间2伤害2攻速2雷电1全技能	179时间29伤害37攻速47易伤5立即金币6核79序列升级89雷电a全技能	1
16	32133 43334	 	268.2	橙4易伤2伤害2时间	1a时间2赏金塔359a易伤4最后敌人6矿等7核8a伤害a序列升级	1
17	31532 35512	*	267.8	橙3易伤3伤害3时间1卖塔	178时间24金币生成378伤害578易伤6卖塔78序列升级9挖青a核	7
18	31223 53432	 	267.6	橙2易伤3时间1等级1伤害2攻速1暴击	178时间2伤害37攻速47易伤5立即金币6核7序列升级9暴击a等级	1
19	32123 13534	 	267.1	橙3易伤2伤害2时间1等级	1a时间2赏金塔39a易伤4等级5最后敌人6立即金币7核8a伤害a序列升级	1
20	32361 24243	 	266.4	橙3易伤3时间2伤害1核弹1全技能	148时间2挖尘358易伤6全技能78伤害8序列升级9核a核弹	8
21	14241 53313	 	265.8	橙2易伤2伤害2时间1等级1暴击	17掉矿27时间3攻速4等级57伤害6核7序列升级89易伤a暴击	1
22	31241 53613	 	265.6	橙2易伤2伤害2时间1等级1暴击	17时间27金币生成3攻速4等级57伤害6核7序列升级89易伤a暴击	2
23	32123 53534	 	265.5	橙3易伤2伤害2时间1等级	1a时间2赏金塔39a易伤4等级56最后敌人7核8a伤害a序列升级	1
24	31223 53524	 	264.6	橙2易伤3时间2伤害2攻速2雷电	179时间29伤害37攻速47易伤5立即金币6核79序列升级89雷电a敌人爆炸	1
25	32361 23411	 	264.5	橙4易伤3时间1等级	147时间27挖尘3579易伤6核7序列升级8雷电a等级	5
26	32143 43334	 	262.1	橙3易伤3时间2伤害	14a时间2赏金塔39a易伤5基地爆炸6矿等7核8a伤害a序列升级	1
27	31223 13664	 	261.6	橙2易伤2伤害2时间1等级2敌人爆炸	17时间27伤害3攻速48易伤5立即金币67敌人爆炸7序列升级9等级a核	1
28	32113 23534	 	261.5	橙4易伤2伤害2时间	1a时间2赏金塔359a易伤4基地爆炸6掉矿7核8a伤害a序列升级	1
29	31223 53642	 	260.9	橙3易伤2伤害2时间2攻速	17时间29伤害37攻速478易伤5立即金币6核7序列升级a平台	1
