0	Index      	*	Score	Code	Var	Bounty
1	22223 35636	*	264.2	橙3易伤3伤害1等级1时间	178最后敌人2随机矿378伤害4等级5金币生成678易伤78序列升级9时间a核	8
2	21223 35642	*	258.6	橙4易伤3时间1等级	178最后敌人2立即金币378时间4等级5金币生成6789易伤78序列升级a核	8
3	16226 35123	*	254.2	橙2易伤2伤害2时间1等级	1核弹27时间37伤害4等级5矿等67易伤7序列升级8攻速9核a敌人爆炸	7
4	16226 35121	 	252.8	橙2易伤2伤害2时间1等级	1核弹27时间37伤害4等级5矿等67易伤7序列升级8攻速9核a平台	7
5	22223 35616	 	250.0	橙3易伤3伤害1等级	178最后敌人2随机矿378伤害4等级5金币生成678易伤78序列升级9基地爆炸a核	8
6	51321 53214	*	249.0	橙5易伤1等级1时间1卖塔	1卖塔24569易伤3时间7等级8敌人爆炸a核	2
7	22223 35616	 	249.0	橙3易伤3伤害1等级	178最后敌人2随机矿378伤害4等级5金币生成678易伤78序列升级9基地爆炸a核	9
8	16226 35122	 	248.5	橙2易伤2伤害2时间1等级	1核弹27时间37伤害4等级5矿等67易伤7序列升级8攻速9核a赏金塔	7
9	22223 35636	 	248.5	橙3易伤3伤害1等级	178最后敌人2随机矿378伤害4等级5金币生成678易伤78序列升级9敌人爆炸a核	9
10	12222 35615	 	248.1	橙3易伤3时间1等级1全技能	1核弹278掉矿378时间4等级5攻速678易伤78序列升级9全技能a核	8
11	53152 11533	 	246.0	橙3易伤1等级1伤害1时间1暴击1卖塔	1卖塔2平台345易伤6等级7核8暴击9伤害a时间	1
12	53112 11513	 	246.0	橙3易伤1等级1伤害1时间1暴击1卖塔	1卖塔2平台345易伤4序列升级6等级7核8暴击9时间a伤害	1
13	53112 11533	 	246.0	橙3易伤1等级1伤害1时间1暴击1卖塔	1卖塔2平台345易伤4序列升级6等级7核8暴击9伤害a时间	1
14	53152 11513	 	246.0	橙3易伤1等级1伤害1时间1暴击1卖塔	1卖塔2平台345易伤6等级7核8暴击9时间a伤害	1
15	32223 35643	 	245.2	橙2易伤2伤害1等级1时间1暴击	17基地爆炸2随机矿37伤害4等级5金币生成67易伤7序列升级8时间9核a暴击	7
16	12222 35625	 	245.1	橙3易伤3时间1等级1全技能	1核弹278掉矿378时间4等级5攻速678易伤78序列升级9全技能a核	9
17	31622 31524	*	244.6	橙3易伤2伤害2时间	1a基地爆炸2立即金币3额外掉落47时间5a伤害68a易伤9核a序列升级	1
18	63842 73444	*	244.1	橙4易伤3伤害1全技能	19a掉矿2加一349a易伤5双倍矿6核7全技能89a伤害9a序列升级	8
19	12221 35615	 	244.0	橙3易伤3时间1等级1全技能	1核弹278掉矿378时间4等级5策反678易伤78序列升级9全技能a核	8
