0	Index      	*	Score	Code	Var	Bounty
1	26482 42724	*	260.5	橙3易伤3时间2伤害3敌人爆炸	139敌人爆炸2加一4a伤害59a时间6核79a易伤8赏金塔9a序列升级	4
2	43534 13121	*	260.3	橙4易伤2伤害2时间	1789易伤27基地爆炸3敌人爆炸4a伤害57时间6核7序列升级	7
3	43534 13312	*	258.1	橙3易伤3时间1等级1伤害	179易伤27基地爆炸3敌人爆炸4伤害578时间6核7序列升级a等级	9
4	52247 42124	 	256.6	橙4易伤2伤害2时间	1随机矿2a时间3加一4掉矿5a伤害6核789a易伤a序列升级	2
5	41612 21362	*	256.5	橙2易伤3时间2伤害1等级1全技能	18易伤2残血敌人378时间4全技能58伤害6随机矿8序列升级9核a等级	8
6	43621 63212	*	256.2	橙3易伤2伤害1等级1时间	17a易伤2赏金塔38伤害4时间5雷电6等级9核	1
7	16531 21124	 	255.9	橙3易伤2伤害2时间1暴击	1掉矿26时间359易伤47伤害8暴击a核	1
8	52231 21156	*	255.2	橙3易伤2时间2等级1伤害1全技能	1随机矿2a时间36a易伤4伤害5基地爆炸7核8全技能9a等级a序列升级	7
9	43534 13233	 	254.6	橙3易伤2时间2等级1伤害2敌人爆炸	17a易伤27基地爆炸3a敌人爆炸4伤害57时间6核7a序列升级8a等级9赏金邻近	7
10	56313 23143	*	254.2	橙3易伤3时间3攻速1伤害	1随机矿2双倍物品3平台478易伤578攻速678时间78序列升级9伤害a核	5
11	52231 21256	 	254.2	橙3易伤2时间2等级1伤害1全技能	1随机矿2a时间36a易伤4伤害5基地爆炸7核8全技能9a等级a序列升级	8
12	41531 31111	*	253.2	橙4易伤1等级1伤害1时间	1589易伤2残血敌人3等级4伤害6雷电7核a时间	4
13	43353 41321	*	253.1	橙3易伤2伤害2等级1时间1卖塔	159易伤2赏金塔3卖塔49伤害6平台79等级8核9序列升级a时间	1
14	41231 22836	*	251.9	橙3易伤3伤害2时间	15a易伤29掉矿3加一48a伤害6a时间7核a序列升级	1
15	26482 48244	*	251.4	橙2易伤3伤害3时间3敌人爆炸	137敌人爆炸2加一47a伤害57a时间6核7a序列升级8赏金塔9a易伤	4
16	51153 32623	 	251.2	橙2易伤2伤害2时间1等级	1随机矿2加一39伤害4金币生成59易伤6等级7矿等89时间9序列升级a核	1
17	52247 42154	 	251.2	橙3易伤3伤害2时间	1随机矿2a时间3加一4掉矿59a伤害6核78a易伤a序列升级	2
18	24531 33521	 	250.9	橙4易伤1等级1伤害1时间	1敌人爆炸2挖尘3459易伤6核7等级8时间a伤害	3
19	42241 43223	*	250.6	橙4易伤3时间1等级	136a易伤2掉矿4等级568时间6序列升级7残血敌人9核	9
20	43225 62443	 	250.2	橙3易伤2伤害2时间	14a易伤2赏金塔3加一5a伤害6矿等7核8敌人爆炸9a时间a序列升级	1
21	44331 33521	 	249.9	橙4易伤1等级1伤害1时间	1459易伤2挖尘3敌人爆炸6核7等级8时间a伤害	2
22	44531 31111	 	249.7	橙4易伤1等级1伤害1时间	1589易伤2挖尘3等级4伤害6雷电7核a时间	4
23	41231 22136	 	249.5	橙3易伤3时间2伤害	15a易伤29掉矿3加一4a伤害68a时间7核a序列升级	1
24	41531 31632	*	249.3	橙4易伤2等级1伤害2敌人爆炸	159a易伤2残血敌人39等级4伤害6雷电7核89敌人爆炸9序列升级	4
25	31614 11113	 	249.0	橙3易伤1等级1伤害1时间	1双倍矿2雷电3时间4策反589易伤6伤害7核a等级	1
