0	Index      	*	Score	Code	Var	Bounty
1	11316 15521	*	287.4	橙4易伤2时间1等级2暴击1伤害	1双倍矿2457易伤37暴击67时间7序列升级8等级9伤害a核	4
2	51152 23631	*	271.2	橙4易伤3时间1等级	1247易伤27序列升级357时间67金币生成8核9等级a雷电	1
3	33114 26432	*	271.0	橙5易伤1等级1伤害2攻速	1随机矿2伤害36攻速4568a易伤6序列升级7核9等级	7
4	33114 26222	 	270.0	橙5易伤1等级1伤害2攻速	1随机矿2伤害36攻速4569a易伤6序列升级7核8等级	8
5	54112 42331	*	269.2	橙5易伤2伤害2暴击2攻速	12457易伤39攻速69伤害89暴击9序列升级a核	6
6	54112 12331	 	269.2	橙5易伤2伤害2暴击2攻速	12457易伤39攻速69伤害89暴击9序列升级a核	5
7	33114 24433	 	268.9	橙4易伤1等级1伤害1时间2攻速	1随机矿2伤害36攻速4568易伤6序列升级7时间9等级a核	6
8	33114 34433	 	268.9	橙4易伤1等级1伤害1时间2攻速	1随机矿2伤害36攻速4568易伤6序列升级7时间9等级a核	5
9	11336 15521	 	268.4	橙3易伤2时间1等级2暴击1伤害	1双倍矿257易伤37暴击4立即金币67时间7序列升级8等级9伤害a核	3
10	43457 34322	*	268.3	橙3易伤3伤害1等级	1加一246易伤346伤害46序列升级5双倍矿7攻速8雷电9等级a核	1
11	33114 26225	 	267.9	橙4易伤1等级1伤害1时间2攻速	1随机矿2伤害36攻速4569易伤6序列升级7核8等级a时间	8
12	43455 12443	*	267.8	橙3易伤3伤害3暴击1时间	1加一249易伤349伤害49序列升级5平台679暴击8核a时间	1
13	11266 31251	*	267.6	橙4易伤2伤害1等级2雷电	1双倍矿2458易伤34雷电4序列升级6核7a伤害9等级	7
14	11266 31151	 	267.6	橙4易伤2伤害1等级2雷电	1双倍矿2458易伤34雷电4序列升级6核7a伤害9等级	8
15	55231 12225	*	267.4	橙4易伤3伤害2暴击1全技能	159a易伤2雷电3a暴击46a伤害7核8全技能a序列升级	8
16	13162 26111	*	266.6	橙3易伤3伤害2等级3敌人爆炸	1双倍矿28等级346敌人爆炸568易伤68序列升级789伤害a核	8
17	11316 15421	 	265.3	橙4易伤2时间2暴击1伤害	1双倍矿2457易伤37暴击67时间7序列升级8随机矿9伤害a核	4
18	43212 18481	*	264.8	橙2易伤3时间2伤害1等级1暴击	1加一28易伤3等级48伤害568时间7赏金邻近8序列升级9暴击a核	1
19	51122 12433	 	264.4	橙4易伤2时间1等级1伤害	1278易伤2序列升级35时间4残血敌人6伤害9等级a核	1
20	11316 15361	 	263.9	橙4易伤2时间2暴击1伤害	1双倍矿2457易伤37暴击67时间7序列升级8伤害9金币生成a核	4
21	11316 15621	 	263.9	橙4易伤2时间2暴击1伤害	1双倍矿2457易伤37暴击67时间7序列升级8金币生成9伤害a核	4
22	43252 33428	*	263.7	橙3易伤3时间3等级1伤害	1加一249易伤349等级49序列升级5随机矿6核789时间a伤害	1
23	43846 24411	*	263.6	橙3易伤3时间2伤害	1加一238易伤38序列升级489时间5攻速6敌人爆炸78伤害a核	1
24	51522 12262	 	263.3	橙4易伤1等级1伤害1时间	1237易伤23序列升级4敌人爆炸5时间6伤害8攻速9等级a核	1
25	15122 52612	*	263.2	橙3易伤3伤害3攻速1全技能	1双倍矿2全技能389伤害489易伤589攻速6赏金邻近7核89序列升级a矿等	2
26	11216 31155	 	263.0	橙5易伤1等级1伤害	1双倍矿2458a易伤3雷电6核7伤害9等级	8
27	11216 31255	 	263.0	橙5易伤1等级1伤害	1双倍矿2458a易伤3雷电6核7伤害9等级	7
28	51152 23632	 	262.8	橙4易伤3时间1等级	1247易伤27序列升级357时间67金币生成8核9等级a掉矿	1
29	13162 26521	 	262.6	橙3易伤3伤害2等级3敌人爆炸	1双倍矿29等级346敌人爆炸569易伤69序列升级789伤害a核	8
30	13152 23631	 	262.3	橙3易伤3时间1等级	1双倍矿247易伤357时间67金币生成7序列升级8核9等级a雷电	1
31	11216 31251	 	262.3	橙4易伤2伤害1等级	1双倍矿2458易伤3雷电6核7a伤害9等级	7
32	11216 31151	 	262.3	橙4易伤2伤害1等级	1双倍矿2458易伤3雷电6核7a伤害9等级	8
