0	Index      	*	Score	Code	Var	Bounty
1	11436 34321	*	285.2	橙3易伤3时间2伤害1等级	18残血敌人245时间358易伤58序列升级68伤害7核9等级a攻速	2
2	11236 34326	 	283.6	橙3易伤3时间2伤害1等级1全技能	18残血敌人245时间358易伤58序列升级68伤害7核9等级a全技能	3
3	11436 34323	 	282.5	橙3易伤3时间2伤害1等级	18残血敌人245时间358易伤58序列升级68伤害7核9等级a敌人爆炸	2
4	11236 34321	 	282.2	橙3易伤3时间2伤害1等级	18残血敌人245时间358易伤58序列升级68伤害7核9等级a攻速	3
5	11436 34322	 	281.1	橙3易伤3时间2伤害1等级	18残血敌人245时间358易伤58序列升级68伤害7核9等级a策反	2
6	41236 34321	 	279.5	橙3易伤3时间2伤害1等级	18基地爆炸245时间358易伤58序列升级68伤害7核9等级a攻速	3
7	11236 34323	 	279.5	橙3易伤3时间2伤害1等级	18残血敌人245时间358易伤58序列升级68伤害7核9等级a敌人爆炸	3
8	11236 34324	 	278.1	橙3易伤3时间2伤害1等级	18残血敌人245时间358易伤58序列升级68伤害7核9等级a平台	3
9	11236 34322	 	278.1	橙3易伤3时间2伤害1等级	18残血敌人245时间358易伤58序列升级68伤害7核9等级a策反	3
10	11236 34335	*	277.1	橙4易伤3时间2伤害	18残血敌人245时间3589易伤58序列升级68伤害7核a攻速	3
11	41236 34323	 	276.8	橙3易伤3时间2伤害1等级	18基地爆炸245时间358易伤58序列升级68伤害7核9等级a敌人爆炸	3
12	11436 34332	 	275.9	橙4易伤3时间2伤害	18残血敌人245时间3589易伤58序列升级68伤害7核a平台	2
13	41236 34322	 	275.4	橙3易伤3时间2伤害1等级	18基地爆炸245时间358易伤58序列升级68伤害7核9等级a策反	3
14	11236 34332	 	272.9	橙4易伤3时间2伤害	18残血敌人245时间3589易伤58序列升级68伤害7核a平台	3
15	11436 34331	 	271.7	橙4易伤3时间2伤害	18残血敌人245时间3589易伤58序列升级68伤害7核a掉矿	2
16	41236 34332	 	270.2	橙4易伤3时间2伤害	18基地爆炸245时间3589易伤58序列升级68伤害7核a平台	3
17	11236 34334	 	268.7	橙4易伤3时间2伤害	18残血敌人245时间3589易伤58序列升级68伤害7核a额外掉落	3
18	11236 34331	 	268.7	橙4易伤3时间2伤害	18残血敌人245时间3589易伤58序列升级68伤害7核a掉矿	3
19	41236 34331	 	265.9	橙4易伤3时间2伤害	18基地爆炸245时间3589易伤58序列升级68伤害7核a掉矿	3
20	11236 34315	*	263.3	橙3易伤3伤害3时间	18残血敌人245时间358易伤58序列升级68a伤害7核9挖尘	3
21	21462 34212	 	259.3	橙3易伤2时间1等级1伤害	1伤害2基地爆炸37时间456易伤8攻速9核a等级	1
22	11236 34341	 	258.8	橙3易伤3时间2伤害	18残血敌人245时间358易伤58序列升级68伤害7核9金币生成a攻速	3
23	41433 14321	 	257.7	橙2易伤3时间2伤害1等级	18基地爆炸246时间38易伤58伤害7核8序列升级9等级a攻速	2
24	25211 51142	 	257.3	橙3易伤1等级1伤害1时间2敌人爆炸1全技能	1伤害25敌人爆炸3全技能45a易伤5序列升级6立即金币7核8等级9时间	1
25	11236 34316	 	257.3	橙3易伤3时间2伤害1全技能	18残血敌人245时间358易伤58序列升级68伤害7核9挖尘a全技能	3
26	11436 34311	 	256.2	橙3易伤3时间2伤害	18残血敌人245时间358易伤58序列升级68伤害7核9挖尘a敌人爆炸	2
27	41233 14326	 	256.1	橙2易伤3时间2伤害1等级1全技能	18基地爆炸246时间38易伤58伤害7核8序列升级9等级a全技能	3
28	11236 34343	 	256.0	橙3易伤3时间2伤害	18残血敌人245时间358易伤58序列升级68伤害7核9金币生成a敌人爆炸	3
29	11236 34362	 	255.9	橙3易伤3时间2伤害	18残血敌人245时间358易伤58序列升级68伤害7核9赏金塔a雷电	3
30	11236 34351	 	255.3	橙3易伤3时间2伤害	18残血敌人245时间358易伤58序列升级68伤害7核9基地爆炸a敌人爆炸	3
31	25215 31142	 	255.2	橙3易伤1等级1伤害1时间2敌人爆炸1全技能	1伤害26敌人爆炸3全技能45a易伤7核8等级9时间	1
