0	Index      	*	Score	Code	Var	Bounty
1	62333 31847	*	270.1	橙3易伤3时间2伤害2等级	1a等级2加一3立即金币469时间56a易伤6a序列升级7a伤害8核	7
2	32323 23356	 	266.8	橙2易伤3时间2伤害1等级1暴击	1a挖尘2等级35a时间4暴击69伤害7a易伤8核a序列升级	1
3	12421 83314	 	260.4	橙3易伤2伤害1等级1暴击2矿等	19矿等2加一3雷电49伤害5暴击6等级789易伤9序列升级a核	6
4	12322 13362	 	259.6	橙3易伤2时间1等级1暴击2矿等1卖塔	19矿等2敌人爆炸39时间4暴击5等级69a易伤7核8卖塔9序列升级	1
5	12333 31847	 	258.4	橙3易伤3时间2伤害2矿等	1a矿等2加一3立即金币469时间56a易伤6a序列升级7a伤害8核	7
6	43314 12532	*	258.2	橙5易伤1等级1暴击	1金币生成2349a易伤5等级6攻速7核8暴击	1
7	63343 12532	*	257.3	橙4易伤1等级1伤害1暴击	1等级239a易伤4伤害5攻速6双倍矿7核8暴击	1
8	13312 34613	 	256.6	橙4易伤1等级1暴击2雷电	1矿等2349易伤58雷电6暴击7等级a核	1
9	12533 31847	 	256.4	橙3易伤3时间2伤害3矿等	13a矿等2加一469时间56a易伤6a序列升级7a伤害8核	7
10	14322 13366	 	256.1	橙3易伤2时间1等级1暴击2矿等1卖塔	19矿等2基地爆炸39时间4暴击5等级69a易伤7核8卖塔9序列升级	1
11	61343 12532	 	255.3	橙4易伤1等级1伤害1暴击	1等级239a易伤4伤害5攻速6双倍矿7核8暴击	2
12	32322 23356	 	254.6	橙2易伤2伤害2时间2等级1暴击	1a挖尘25等级3a时间4暴击69伤害7a易伤8核a序列升级	1
13	13343 12551	 	254.6	橙3易伤1等级1伤害1暴击	1矿等239易伤4伤害5攻速6双倍矿7核8暴击a等级	1
14	13343 12512	 	254.6	橙3易伤1等级1伤害1暴击	1矿等23a易伤4伤害5攻速6双倍矿7核8暴击9等级	1
15	22321 44253	*	252.9	橙3易伤1等级2暴击1伤害1全技能	18残血敌人2等级368易伤48暴击5全技能7核8序列升级9平台a伤害	1
16	41314 12532	 	252.2	橙5易伤1等级1暴击	1金币生成2349a易伤5等级6攻速7核8暴击	2
17	63312 22535	 	252.0	橙4易伤1等级1伤害	1等级2346易伤5雷电7伤害8随机矿9攻速a核	1
18	63312 52315	 	251.8	橙4易伤1等级1时间2攻速	1等级2348易伤5雷电69攻速7时间a核	1
19	62421 47434	 	251.5	橙3易伤2伤害2等级1暴击	18等级2加一3雷电48伤害5暴击6敌人爆炸789易伤8序列升级a核	7
20	22322 11663	 	251.3	橙3易伤2时间1等级1暴击	1残血敌人2等级368易伤4暴击5雷电79时间a核	1
21	62333 31843	 	251.3	橙3易伤3时间1等级1伤害	1等级2加一3立即金币469时间56a易伤6序列升级7伤害8核	7
22	13312 52365	*	250.7	橙4易伤2时间	1矿等2348易伤5雷电6攻速79时间a核	1
23	11312 34613	 	250.6	橙4易伤1等级1暴击2雷电	1矿等2349易伤58雷电6暴击7等级a核	2
24	32323 23346	 	250.3	橙2易伤3时间2等级1伤害1暴击	1a挖尘29等级35a时间4暴击6伤害7a易伤8核a序列升级	1
25	63312 13365	*	250.2	橙4易伤2时间1等级	1等级2348易伤5雷电69时间7核弹a核	1
26	26322 11252	 	250.2	橙3易伤1等级1伤害1暴击1全技能	1残血敌人2伤害368易伤4暴击5雷电7全技能9等级a核	1
27	61312 22535	 	250.0	橙4易伤1等级1伤害	1等级2346易伤5雷电7伤害8随机矿9攻速a核	2
28	61312 52315	 	249.8	橙4易伤1等级1时间2攻速	1等级2348易伤5雷电69攻速7时间a核	2
29	43314 32532	 	249.8	橙5易伤1等级1暴击	1金币生成2349a易伤5等级6核弹7核8暴击	1
30	63312 36533	 	249.7	橙4易伤1等级1时间1暴击	1等级2347易伤5雷电6暴击8时间9最后敌人a核	1
31	63112 53226	 	249.7	橙3易伤2伤害1等级1暴击	1等级28a易伤3敌人爆炸4金币生成5a挖尘6暴击7核9a伤害a序列升级	1
32	63312 23635	 	249.2	橙4易伤1等级1时间2雷电	1等级2346易伤57雷电8时间9攻速a核	1
33	63312 36253	 	249.2	橙4易伤1等级1时间1暴击	1等级2347易伤5雷电6暴击8挖青9时间a核	1
34	12735 63314	 	249.1	橙3易伤1等级2暴击1伤害2矿等	19矿等2加一3伤害49暴击5等级6雷电789易伤9序列升级a核	3
35	11343 12512	 	248.6	橙3易伤1等级1伤害1暴击	1矿等23a易伤4伤害5攻速6双倍矿7核8暴击9等级	2
36	11343 12551	 	248.6	橙3易伤1等级1伤害1暴击	1矿等239易伤4伤害5攻速6双倍矿7核8暴击a等级	2
37	26322 31252	 	248.4	橙2易伤2伤害1等级1暴击2雷电1全技能	1残血敌人26伤害38易伤4暴击56雷电6序列升级7全技能9等级a核	1
38	61312 13365	 	248.2	橙4易伤2时间1等级	1等级2348易伤5雷电69时间7核弹a核	2
39	61312 36533	 	247.7	橙4易伤1等级1时间1暴击	1等级2347易伤5雷电6暴击8时间9最后敌人a核	2
40	61112 53226	 	247.7	橙3易伤2伤害1等级1暴击	1等级28a易伤3敌人爆炸4金币生成5a挖尘6暴击7核9a伤害a序列升级	2
41	63313 53125	 	247.7	橙5易伤1等级1时间	1等级23489易伤5挖尘6基地爆炸7时间a核	1
42	13313 25411	 	247.6	橙5易伤1等级	1矿等2348a易伤5挖尘6核弹7核9等级	1
43	12322 13666	 	247.5	橙2易伤1等级1伤害1时间1暴击	1矿等2敌人爆炸3时间4暴击5等级69易伤7核8伤害a雷电	1
44	61312 23635	 	247.2	橙4易伤1等级1时间2雷电	1等级2346易伤57雷电8时间9攻速a核	2
45	61312 36253	 	247.2	橙4易伤1等级1时间1暴击	1等级2347易伤5雷电6暴击8挖青9时间a核	2
46	63351 32533	 	246.8	橙3易伤2伤害2等级1全技能	19等级239易伤4赏金塔5全技能6赏金邻近79伤害8核9序列升级a攻速	1
47	63361 32531	 	246.8	橙3易伤2伤害2等级1全技能	19等级239易伤4赏金邻近5全技能6赏金塔79伤害8核9序列升级a矿等	1
48	63361 32533	 	246.8	橙3易伤2伤害2等级1全技能	19等级239易伤4赏金邻近5全技能6赏金塔79伤害8核9序列升级a攻速	1
49	63351 32531	 	246.8	橙3易伤2伤害2等级1全技能	19等级239易伤4赏金塔5全技能6赏金邻近79伤害8核9序列升级a矿等	1
50	63343 12321	 	246.7	橙3易伤1等级1伤害1时间2攻速	1等级23a易伤4伤害58攻速6双倍矿7核9时间	1
51	62333 33278	 	246.7	橙4易伤2时间1等级1暴击	1等级2加一3立即金币46时间567a易伤6序列升级8暴击9核	9
52	63312 34613	 	246.6	橙4易伤1等级1暴击2雷电	1等级2349易伤58雷电6暴击7矿等a核	1
53	63312 23233	 	246.6	橙4易伤1等级1暴击2雷电	1等级2346易伤57雷电8矿等9暴击a核	1
54	13312 34553	 	246.5	橙3易伤1等级1时间1暴击	1矿等234易伤5雷电6暴击7等级8掉矿9时间a核	1
55	13361 32536	*	246.4	橙3易伤3伤害2矿等1全技能	19矿等239易伤4赏金邻近5全技能6赏金塔79a伤害8核9序列升级	1
56	13351 32536	 	246.4	橙3易伤3伤害2矿等1全技能	19矿等239易伤4赏金塔5全技能6赏金邻近79a伤害8核9序列升级	1
57	43314 12141	 	246.2	橙4易伤1等级1伤害	1金币生成234a易伤5等级6攻速7核8赏金邻近9伤害	1
58	63313 33125	 	246.0	橙5易伤1等级1时间	1等级23489易伤5挖尘6最后敌人7时间a核	1
59	26326 33632	 	246.0	橙3易伤1等级1伤害1暴击1全技能	1残血敌人2伤害356易伤4暴击7随机矿8等级9全技能a核	1
60	61313 53125	 	245.7	橙5易伤1等级1时间	1等级23489易伤5挖尘6基地爆炸7时间a核	2
61	32324 13226	 	245.7	橙2易伤2伤害2等级1时间1暴击	1挖尘2a等级3时间4暴击5a金币生成68易伤7核9a伤害a序列升级	1
62	12322 13662	 	245.5	橙2易伤1等级2暴击1伤害1时间	1矿等2敌人爆炸3时间4a暴击5等级69易伤7核8伤害	1
63	13343 12611	 	245.1	橙3易伤1等级1伤害	1矿等23a易伤4伤害5攻速6双倍矿7核8策反9等级	1
64	61361 32533	 	244.8	橙3易伤2伤害2等级1全技能	19等级239易伤4赏金邻近5全技能6赏金塔79伤害8核9序列升级a攻速	2
65	61361 32531	 	244.8	橙3易伤2伤害2等级1全技能	19等级239易伤4赏金邻近5全技能6赏金塔79伤害8核9序列升级a矿等	2
66	61351 32531	 	244.8	橙3易伤2伤害2等级1全技能	19等级239易伤4赏金塔5全技能6赏金邻近79伤害8核9序列升级a矿等	2
67	61351 32533	 	244.8	橙3易伤2伤害2等级1全技能	19等级239易伤4赏金塔5全技能6赏金邻近79伤害8核9序列升级a攻速	2
68	61343 12321	 	244.7	橙3易伤1等级1伤害1时间2攻速	1等级23a易伤4伤害58攻速6双倍矿7核9时间	2
69	11312 52365	 	244.7	橙4易伤2时间	1矿等2348易伤5雷电6攻速79时间a核	2
70	14322 13363	 	244.7	橙2易伤3时间1等级1暴击2矿等1卖塔	19矿等2基地爆炸39a时间4暴击5等级69易伤7核8卖塔9序列升级	1
71	15631 35221	 	244.6	橙3易伤2时间1等级2矿等	14矿等2赏金邻近34时间4序列升级5双倍矿69a易伤7核8等级	1
72	61312 34613	 	244.6	橙4易伤1等级1暴击2雷电	1等级2349易伤58雷电6暴击7矿等a核	2
73	61312 23233	 	244.6	橙4易伤1等级1暴击2雷电	1等级2346易伤57雷电8矿等9暴击a核	2
74	13351 32534	 	244.4	橙3易伤2伤害1暴击2矿等1全技能	19矿等239易伤4赏金塔5全技能6赏金邻近79伤害8核9序列升级a暴击	1
75	13361 32534	 	244.4	橙3易伤2伤害1暴击2矿等1全技能	19矿等239易伤4赏金邻近5全技能6赏金塔79伤害8核9序列升级a暴击	1
76	43341 24223	 	244.4	橙3易伤3伤害1时间	1金币生成237易伤489伤害5时间6平台a核	1
77	13312 22535	 	244.1	橙4易伤1伤害	1矿等2346易伤5雷电7伤害8随机矿9攻速a核	1
78	61313 33125	 	244.0	橙5易伤1等级1时间	1等级23489易伤5挖尘6最后敌人7时间a核	2
79	13312 52315	 	243.9	橙4易伤1时间2攻速	1矿等2348易伤5雷电69攻速7时间a核	1
80	22321 24551	 	243.9	橙3易伤1等级1伤害1暴击1全技能	1残血敌人2等级38a易伤4暴击5全技能6基地爆炸7伤害9核	1
81	12462 61314	 	243.9	橙3易伤1等级1伤害1时间	1矿等2加一3雷电4等级5伤害69a易伤7核8时间	7
82	41314 32532	 	243.8	橙5易伤1等级1暴击	1金币生成2349a易伤5等级6核弹7核8暴击	2
83	12751 47224	 	243.8	橙2易伤2伤害1等级1时间2矿等1全技能	1a矿等2加一3a伤害4全技能5随机矿6等级7时间8a易伤9核a序列升级	4
84	12751 64224	 	243.8	橙2易伤2伤害1等级1时间2矿等1全技能	1a矿等2加一3a伤害4全技能5随机矿6时间7等级8a易伤9核a序列升级	4
85	24222 31252	 	243.8	橙3易伤1等级1暴击2雷电1全技能	1残血敌人268易伤3攻速4暴击56雷电6序列升级7全技能9等级a核	1
86	12333 33451	 	243.3	橙3易伤2时间1等级1伤害	1矿等2加一3立即金币46时间567易伤6序列升级8伤害9核a等级	10
87	26322 11452	 	243.1	橙2易伤2伤害1等级1暴击1全技能	1残血敌人28伤害36易伤4暴击5雷电7全技能9等级a核	1
88	62421 47441	 	243.0	橙2易伤2伤害2等级1时间1暴击	18等级2加一3雷电48伤害5暴击6敌人爆炸78易伤8序列升级9时间a核	7
89	62633 63314	*	242.9	橙3易伤2等级2暴击1伤害	19等级2加一3伤害49暴击5矿等6雷电789易伤9序列升级a核	3
90	21631 23253	 	242.9	橙2易伤3时间2伤害	14a残血敌人234时间4a序列升级5随机矿6核7雷电8a伤害9a易伤	1
91	15523 25113	 	242.7	橙4易伤1等级1暴击2矿等	12矿等3暴击4679易伤5雷电8等级a核	8
92	11538 33451	 	242.6	橙4易伤1等级1伤害2敌人爆炸	1矿等2567易伤3加一46敌人爆炸6序列升级8伤害9核a等级	10
93	43334 12532	 	242.6	橙4易伤1等级1暴击	14金币生成239a易伤5等级6攻速7核8暴击	1
94	12533 33451	 	242.5	橙3易伤2时间1等级1伤害2矿等	13矿等2加一46时间567易伤6序列升级8伤害9核a等级	10
95	63312 35613	 	242.5	橙4易伤1等级1暴击2雷电	1等级2349易伤58雷电6暴击7随机矿a核	1
96	66133 23121	*	242.4	橙5易伤2等级1时间	16等级2立即金币3最后敌人4时间5689a易伤6序列升级7核	7
97	43314 12153	 	242.4	橙4易伤1等级1时间	1金币生成234a易伤5等级6攻速7核8赏金邻近9时间	1
98	13312 13365	 	242.3	橙4易伤2时间	1矿等2348易伤5雷电69时间7核弹a核	1
99	62213 24874	*	242.2	橙4易伤2时间2等级	19等级2加一3随机矿4掉矿589a易伤6核79时间9序列升级	7
100	62333 31874	 	242.2	橙3易伤2时间1等级1伤害	1等级2加一3立即金币46时间569易伤6序列升级7伤害8核a随机矿	7
101	61226 23432	*	242.2	紫5易伤1等级1伤害1时间1暴击	1等级25789易伤3核4暴击6伤害a时间	3
102	14322 13662	 	242.0	橙2易伤1等级2暴击1伤害1时间	1矿等2基地爆炸3时间4a暴击5等级69易伤7核8伤害	1
103	12322 13665	 	242.0	橙2易伤1等级1伤害1时间1暴击	1矿等2敌人爆炸3时间4暴击5等级69易伤7核8伤害a金币生成	1
104	12421 83644	*	242.0	橙2易伤2伤害1等级2暴击2矿等	18矿等2加一3雷电48伤害59暴击6等级78易伤8序列升级a核	6
105	12462 61414	 	241.9	橙3易伤1等级1伤害1时间	1矿等2加一3雷电4等级5伤害69a易伤7核8时间	8
106	43214 12532	 	241.9	橙4易伤1等级1暴击	1金币生成249a易伤3立即金币5等级6攻速7核8暴击	1
107	12323 13666	 	241.9	橙2易伤2伤害1时间1暴击2敌人爆炸	1矿等2a敌人爆炸3时间4暴击5a金币生成69易伤7核8a伤害a序列升级	1
108	13312 36533	 	241.9	橙4易伤1时间1暴击	1矿等2347易伤5雷电6暴击8时间9最后敌人a核	1
109	13323 35221	 	241.8	橙4易伤1等级	1矿等239a易伤4随机矿5攻速6赏金邻近7核8等级	1
110	62333 33271	 	241.7	橙4易伤2时间1等级1暴击	1等级2加一3立即金币46时间567a易伤6序列升级8暴击9核	10
111	63533 15122	 	241.6	橙4易伤2等级1时间	17等级27策反3金币生成4时间5789易伤6核7序列升级a雷电	6
112	11313 25411	 	241.6	橙5易伤1等级	1矿等2348a易伤5挖尘6核弹7核9等级	2
113	63341 25212	 	241.5	橙2易伤2伤害2时间1等级	1等级23易伤49伤害5a时间6基地爆炸7核8敌人爆炸	1
114	63323 12532	 	241.4	橙4易伤1等级1暴击	1等级239a易伤4随机矿5攻速6双倍矿7核8暴击	1
115	63312 21533	 	241.4	橙4易伤1等级1暴击	1等级2346易伤5雷电78随机矿9暴击a核	1
116	11653 22411	 	241.4	橙3易伤2伤害1等级2矿等	17矿等28a易伤3立即金币47残血敌人57伤害6核7序列升级9等级	7
117	13312 23635	 	241.3	橙4易伤1时间2雷电	1矿等2346易伤57雷电8时间9攻速a核	1
118	13312 36253	 	241.3	橙4易伤1时间1暴击	1矿等2347易伤5雷电6暴击8挖青9时间a核	1
119	12462 35327	 	241.3	橙2易伤2时间1等级1伤害2雷电	1矿等2加一3a雷电4等级5伤害6a易伤7基地爆炸8a时间9核a序列升级	5
120	12322 13661	 	241.3	橙2易伤1等级1伤害1时间1暴击	1矿等2敌人爆炸3时间4暴击5等级69易伤7核8伤害a立即金币	1
121	22321 44263	 	241.2	橙3易伤1等级2暴击1全技能	18残血敌人2等级368易伤48暴击5全技能7核8序列升级9矿等a随机矿	1
122	22321 44252	 	241.2	橙3易伤1等级2暴击1全技能	18残血敌人2等级368易伤48暴击5全技能7核8序列升级9平台a雷电	1
123	63312 51315	 	241.2	橙4易伤1等级2攻速	1等级2348易伤5雷电69攻速7敌人爆炸a核	1
124	11548 43511	 	241.1	橙3易伤2伤害1等级	1矿等28a易伤3加一45伤害6双倍矿7核9等级	6
125	43314 12531	 	241.0	橙4易伤2等级1暴击	1金币生成2349易伤5a等级6攻速7核8暴击	1
126	43314 12512	 	241.0	橙4易伤2等级1暴击	1金币生成234a易伤59等级6攻速7核8暴击	1
127	26326 31413	 	240.9	橙3易伤1等级1伤害1暴击	1残血敌人2伤害356易伤4暴击7最后敌人8核9等级a雷电	1
128	12421 86414	 	240.9	橙2易伤2伤害1等级1暴击2雷电2矿等	19矿等2加一37雷电49伤害5暴击6等级89易伤9序列升级a核	6
129	12421 83414	 	240.9	橙2易伤2伤害1等级1暴击2雷电2矿等	19矿等2加一38雷电49伤害5暴击6等级79易伤9序列升级a核	6
130	12713 37481	 	240.8	橙4易伤1等级1伤害3矿等	167矿等2加一3伤害47掉矿567a易伤67序列升级8等级9核	9
131	12254 48224	 	240.8	橙2易伤2时间1等级1伤害2矿等1全技能	1a矿等2加一3随机矿4全技能5a时间6等级7伤害8a易伤9核a序列升级	6
132	12784 31724	 	240.8	橙2易伤2时间1等级1伤害2矿等1全技能	1a矿等2加一3伤害4a易伤5等级6全技能7策反8a时间9核a序列升级	4
