0	Index      	 *	Score 	Summary	Detail	Bounty	
1	51642 22131	 * 	292.65	橙4易伤3伤害3时间	178伤害2挖尘3平台4789易伤5立即金币678时间78序列升级a核	10
2	51117 52443	   	289.47	橙3易伤3伤害3时间1全技能	178伤害2加一378时间478易伤5赏金塔6核78序列升级9全技能a攻速	1
3	21117 52451	 * 	289.03	橙4易伤3时间1等级3攻速	178攻速2加一378时间478a易伤5赏金塔6核78序列升级9等级	1
4	21117 52453	 * 	288.04	橙3易伤3时间1等级3攻速1伤害	178攻速2加一378时间478易伤5赏金塔6核78序列升级9等级a伤害	1
5	51114 14852	 * 	285.86	橙5易伤3时间1伤害	1伤害2加一356时间4569a易伤56序列升级7雷电8核	1
6	51114 13741	 * 	285.41	橙4易伤3时间1等级1伤害	1伤害2加一356时间4568易伤56序列升级7等级9基地爆炸a核	1
7	51114 13771	   	285.41	橙4易伤3时间1等级1伤害	1伤害2加一356时间4568易伤56序列升级7等级9敌人爆炸a核	1
8	51114 13781	   	285.41	橙4易伤3时间1等级1伤害	1伤害2加一356时间4568易伤56序列升级7等级9低血量敌人a核	1
9	51114 14851	   	285.10	橙4易伤3时间2伤害	1a伤害2加一356时间4569易伤56序列升级7雷电8核	1
10	21117 52461	 * 	282.89	橙4易伤3时间3攻速1伤害	178攻速2加一378时间4789易伤5赏金塔6核78序列升级a伤害	1
11	51117 52442	   	281.16	橙3易伤3伤害3时间1全技能	178伤害2加一378时间478易伤5赏金塔6核78序列升级9全技能a敌人爆炸	1
12	51117 52444	   	281.16	橙3易伤3伤害3时间1全技能	178伤害2加一378时间478易伤5赏金塔6核78序列升级9全技能a最后敌人	1
13	51117 52411	   	279.81	橙3易伤3伤害3时间	178伤害2加一378时间478易伤5赏金塔6核78序列升级9立即金币a攻速	1
14	51117 52423	   	279.81	橙3易伤3伤害3时间	178伤害2加一378时间478易伤5赏金塔6核78序列升级9敌人爆炸a攻速	1
15	13321 36122	 * 	278.05	橙4易伤2等级2伤害	1a等级24低血量敌人3a伤害569a易伤7核8额外掉落a序列升级	7
16	53521 36122	   	278.05	橙4易伤2等级2伤害	1a伤害24低血量敌人3a等级569a易伤7核8额外掉落a序列升级	7
17	51114 13524	   	278.01	橙3易伤3时间1等级1伤害1暴击	1伤害2加一356时间456易伤56序列升级7等级8暴击9敌人爆炸a核	1
18	51114 13564	   	278.01	橙3易伤3时间1等级1伤害1暴击	1伤害2加一356时间456易伤56序列升级7等级8暴击9最后敌人a核	1
19	11341 32354	   	277.85	橙4易伤2等级2伤害	19等级24挖尘39伤害5689易伤7平台9序列升级a核	8
20	11361 23156	   	277.85	橙4易伤2等级2伤害1核弹	19等级2挖尘39伤害4核弹579a易伤6核8平台9序列升级	5
21	51114 12672	   	277.45	橙5易伤3时间1伤害	1伤害2加一356时间45689易伤56序列升级7赏金邻近a核	1
22	51114 12314	   	276.70	橙4易伤3时间2伤害	1a伤害2加一356时间456a易伤56a序列升级7赏金邻近8a掉矿9核	1
23	21114 14851	   	275.82	橙4易伤3时间1伤害	1攻速2加一356时间4569易伤56序列升级7雷电8核a伤害	1
24	13321 36453	   	274.97	橙3易伤2等级2伤害1全技能	19等级24低血量敌人39伤害569易伤7核8全技能9序列升级a攻速	10
25	21114 13741	   	273.66	橙4易伤3时间1等级	1攻速2加一356时间4568易伤56序列升级7等级9基地爆炸a核	1
26	21114 13771	   	273.66	橙4易伤3时间1等级	1攻速2加一356时间4568易伤56序列升级7等级9敌人爆炸a核	1
27	21114 13781	   	273.66	橙4易伤3时间1等级	1攻速2加一356时间4568易伤56序列升级7等级9低血量敌人a核	1
28	11215 34643	 * 	273.30	橙3易伤2等级2时间1暴击1全技能	18等级2暴击38时间4双倍物品5加一678易伤8序列升级9核a全技能	1
29	11215 37743	   	273.30	橙3易伤2等级2时间1暴击1全技能	17等级2暴击37时间4双倍物品5加一678易伤7序列升级9核a全技能	1
30	51115 13371	   	273.05	橙3易伤2等级2伤害1时间	1a伤害2加一3时间46a易伤5a等级7核8赏金塔9额外掉落a序列升级	1
31	51114 14838	   	272.67	橙3易伤3时间1等级1伤害	1伤害2加一356时间456易伤56序列升级7雷电8核9最后敌人a等级	1
32	51114 13276	   	272.57	橙3易伤3时间1等级1伤害	1伤害2加一356时间456易伤56序列升级7等级8挖尘9雷电a核	1
33	21117 52445	   	272.49	橙4易伤3时间3攻速1全技能	178攻速2加一378时间478a易伤5赏金塔6核78序列升级9全技能	1
34	51116 13631	   	272.09	橙4易伤2时间1等级1伤害	1伤害2加一36时间4568易伤6序列升级7等级9平台a核	1
35	53161 23141	   	271.60	橙3易伤3伤害3时间	158伤害29低血量敌人368时间4平台789易伤89序列升级a核	10
36	51117 52124	   	271.50	橙3易伤3伤害3时间	17a伤害2加一379时间47a易伤5赏金塔6核7a序列升级8a矿等	1
37	51117 52412	   	271.50	橙3易伤3伤害3时间	178伤害2加一378时间478易伤5赏金塔6核78序列升级9a立即金币	1
38	51117 52413	   	271.50	橙3易伤3伤害3时间	178伤害2加一378时间478易伤5赏金塔6核78序列升级9立即金币a最后敌人	1
39	51117 52421	   	271.50	橙3易伤3伤害3时间	178伤害2加一378时间478易伤5赏金塔6核78序列升级9敌人爆炸a立即金币	1
40	51117 52422	   	271.50	橙3易伤3伤害3时间	178伤害2加一378时间478易伤5赏金塔6核78序列升级9a敌人爆炸	1
41	21117 52443	   	271.50	橙3易伤3时间3攻速1伤害1全技能	178攻速2加一378时间478易伤5赏金塔6核78序列升级9全技能a伤害	1
42	51641 21121	   	271.40	橙3易伤3伤害3时间	158伤害2挖尘3平台478易伤689时间8序列升级a核	10
43	51117 52414	   	271.40	橙3易伤3伤害3时间1核弹	178伤害2加一378时间478易伤5赏金塔6核78序列升级9立即金币a核弹	1
44	51117 52424	   	271.40	橙3易伤3伤害3时间1核弹	178伤害2加一378时间478易伤5赏金塔6核78序列升级9敌人爆炸a核弹	1
45	51641 22221	   	271.40	橙3易伤3伤害3时间	157伤害2挖尘3平台478易伤679时间7序列升级a核	10
46	51117 32414	   	271.30	橙3易伤3伤害3时间	18a伤害2加一368时间48a易伤5赏金塔7核8a序列升级9a掉矿	1
47	15162 21112	 * 	270.89	橙4易伤2等级2时间1卖塔	18等级2卖塔3低血量敌人4加一5789易伤68时间8序列升级a核	10
48	51114 14827	   	270.80	橙3易伤3时间2伤害2雷电	1a伤害2加一356时间456易伤56a序列升级7a雷电8核9a策反	1
49	51114 14837	   	270.80	橙3易伤3时间2伤害2雷电	1a伤害2加一356时间456易伤56a序列升级7a雷电8核9a最后敌人	1
50	31563 23512	   	270.42	橙3易伤2等级1伤害1时间2雷电	17雷电2随机矿357易伤4加一67等级7序列升级8伤害9核a时间	7
51	51117 32431	   	269.30	橙3易伤3时间2伤害1暴击	18伤害2加一368时间48a易伤5赏金塔7核8序列升级9暴击	1
52	53115 12125	 * 	268.72	橙3易伤2伤害2时间1等级	16伤害2低血量敌人37时间456易伤6序列升级8平台9等级a核	3
53	51115 12125	   	268.62	橙3易伤2伤害2时间1等级	16伤害2挖尘37时间456易伤6序列升级8平台9等级a核	2
54	51115 12125	   	268.62	橙3易伤2伤害2时间1等级	16伤害2挖尘37时间456易伤6序列升级8平台9等级a核	3
55	21117 52427	   	267.98	橙3易伤3时间1等级3攻速	178攻速2加一378时间478易伤5赏金塔6核78序列升级9敌人爆炸a等级	1
56	21117 52452	   	267.88	橙3易伤3时间1等级3攻速	178攻速2加一378时间478易伤5赏金塔6核78序列升级9等级a赏金邻近	1
57	21117 52454	   	267.88	橙3易伤3时间1等级3攻速1核弹	178攻速2加一378时间478易伤5赏金塔6核78序列升级9等级a核弹	1
58	51114 14853	   	267.52	橙4易伤3时间1伤害	1伤害2加一356时间4569易伤56序列升级7雷电8核a平台	1
59	51114 14854	   	267.52	橙4易伤3时间1伤害	1伤害2加一356时间4569易伤56序列升级7雷电8核a最后敌人	1
60	12122 24534	 * 	267.42	橙3易伤3等级2时间2全技能1核弹	16a等级24全技能36a易伤5赏金塔6a序列升级7核弹8a时间9核	1
61	51114 44852	   	267.42	橙4易伤3时间1伤害	1伤害2加一356时间459a易伤5序列升级7雷电8核	1
62	11215 37544	 * 	267.31	橙2易伤2等级2时间1伤害1暴击	17等级2暴击37时间4双倍物品5加一67易伤7序列升级8伤害9核a雷电	1
63	16132 44211	 * 	266.77	橙3易伤3等级2伤害1全技能	17a等级2额外掉落347易伤57a敌人爆炸6全技能7a序列升级8核9a伤害	6
64	13321 36436	   	266.67	橙3易伤2等级2伤害1全技能	1a等级24低血量敌人3a伤害56a易伤7核8全技能9平台a序列升级	10
65	13321 36451	   	266.67	橙3易伤2等级2伤害1全技能	19等级24低血量敌人39伤害569易伤7核8全技能9序列升级a基地爆炸	9
66	13321 36451	   	266.67	橙3易伤2等级2伤害1全技能	19等级24低血量敌人39伤害569易伤7核8全技能9序列升级a立即金币	10
67	13321 36452	   	266.67	橙3易伤2等级2伤害1全技能	19等级24低血量敌人39伤害569易伤7核8全技能9序列升级a立即金币	9
68	13321 36453	   	266.67	橙3易伤2等级2伤害1全技能	19等级24低血量敌人39伤害569易伤7核8全技能9序列升级a策反	9
69	16132 43211	   	266.67	橙3易伤2等级2伤害1全技能	1a等级2额外掉落347易伤5a敌人爆炸6全技能8核9a伤害a序列升级	7
70	16136 25312	   	266.67	橙3易伤2等级2伤害1全技能	1a等级2额外掉落349易伤5a矿等6a伤害7全技能8核a序列升级	9
71	16163 35312	   	266.67	橙3易伤2等级2伤害1全技能	1a等级2额外掉落369易伤4a伤害5a矿等7全技能8核a序列升级	9
72	16163 43312	   	266.67	橙3易伤2等级2伤害1全技能	1a等级2额外掉落379易伤4a伤害5a矿等6全技能8核a序列升级	9
73	21114 13524	   	266.26	橙3易伤3时间1等级1暴击	1攻速2加一356时间456易伤56序列升级7等级8暴击9敌人爆炸a核	1
