0	Index      	 *	Score 	Summary	Detail	
1	44182 43423	 * 	375.13	DCR|3VULN|1MDPS|1DUR	1RPLT|2MBVNT|37LHND|47ZMB|567VULN|7BPWR|8DUR|9RCR|aMDPS
2	44832 43423	   	375.03	DCR|3VULN|1MDPS|1DUR	1RPLT|2MBVNT|3AAC|47LHND|567VULN|7BPWR|8DUR|9RCR|aMDPS
3	21133 34636	 * 	372.29	DCR|2VULN|1MDPS|1CDMG|1DUR|1AART	1BEXP|2FEWX|36VULN|4BOSS|5AART|7RCR|8DUR|9CDMG|aMDPS
4	31133 34636	   	372.29	DCR|2VULN|1MDPS|1CDMG|1DUR|1AART	1FEWX|2BEXP|36VULN|4BOSS|5AART|7RCR|8DUR|9CDMG|aMDPS
5	44214 13324	 * 	363.66	DCR|2VULN|1MDPS|2DUR|1DMG	1RPLT|2MBVNT|37AEWIND|4DMG|57DUR|67VULN|7BPWR|8DMSP|9RCR|aMDPS
6	44714 13324	   	363.66	DCR|2VULN|1MDPS|2DUR|1DMG	1RPLT|2MBVNT|37AEFBLL|4DMG|57DUR|67VULN|7BPWR|8DMSP|9RCR|aMDPS
7	23231 55336	   	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	18BEXP|2CGEN|37VULN|4MULARM|5DUR|6CDMG|9RCR|aMDPS
8	43143 63212	 * 	358.01	DCR|DCR|1MDPS|1VULN|1DUR	1RPLT|2AAC|3DUST|4DUR|5TBNT|6VULN|78RCR|9LWND|aMDPS
9	43143 63232	   	358.01	DCR|DCR|1MDPS|1VULN|1DUR	1RPLT|2AAC|3DUST|4DUR|5TBNT|6VULN|78RCR|9LHND|aMDPS
10	43143 13252	   	358.01	DCR|DCR|1MDPS|1VULN|1DUR	1RPLT|2AAC|3DUST|4DUR|5TBNT|6LHND|78RCR|9VULN|aMDPS
