0	Index      	Bounty	 *	Score 	Summary	Detail	
1	15325 12235	6	 * 	291.83	橙4易伤3时间3雷电1伤害	137雷电237a易伤37序列升级4敌人爆炸5伤害678时间9核
2	15233 12235	3	 * 	286.77	橙3易伤3时间2伤害3雷电	157雷电27a易伤3敌人爆炸458时间57序列升级67伤害9核
3	15325 12231	6	   	285.44	橙3易伤3时间3雷电1伤害1等级	137雷电237易伤37序列升级4敌人爆炸5伤害678时间9核a等级
4	53213 62531	6	   	284.88	橙3易伤3时间2伤害1全技能	17低血量敌人247时间34伤害47序列升级5雷电678易伤9全技能a核
5	15153 25333	3	 * 	284.73	橙3易伤2伤害2攻速1等级2雷电1全技能	17雷电25a易伤37伤害47攻速6核7序列升级8等级9全技能
6	15325 25112	3	 * 	283.63	紫5易伤2伤害2时间3雷电	137雷电2347a易伤37a序列升级5核67伤害8a低血量敌人9a时间
7	63313 15351	2	 * 	283.16	橙3易伤3伤害1时间2雷电1暴击	1平台27雷电3暴击467伤害578易伤7序列升级9时间a核
8	13121 15144	3	   	283.06	橙3易伤3伤害1时间2雷电1暴击1核弹	17雷电2时间367伤害479易伤5核弹7序列升级8暴击a核
9	15533 24332	7	 * 	283.01	橙5易伤3暴击3雷电1全技能	189雷电23589易伤489暴击6全技能7随机矿89序列升级a核
10	15113 23421	3	 * 	282.88	橙3易伤3伤害2等级2雷电1全技能	17雷电278易伤346伤害57等级7序列升级9全技能a核
11	12124 22264	5	 * 	282.74	橙3易伤2伤害3雷电3等级2暴击	17a雷电247等级34a易伤47a序列升级5策反67伤害8核9a暴击
12	15354 12332	9	 * 	281.60	橙4易伤2伤害3雷电1时间	135雷电238a易伤3a序列升级4时间6a伤害7a低血量敌人9核
13	15311 32441	5	   	281.32	橙4易伤3时间3雷电1全技能	139雷电2379易伤39序列升级4全技能5双倍物品689时间a核
14	15153 25213	3	 * 	281.21	橙4易伤2伤害2攻速2雷电1卖塔	17雷电259a易伤37伤害47攻速6核7序列升级8卖塔
15	15332 31341	7	 * 	280.28	橙3易伤3攻速2时间3雷电1暴击	137雷电238易伤38序列升级4暴击58a攻速68时间9核
16	15332 31541	8	   	280.28	橙3易伤3攻速2时间3雷电1暴击	137雷电238易伤38序列升级4暴击58a攻速68时间9核
17	12124 22252	5	 * 	280.21	橙4易伤2伤害3等级2雷电	17雷电247等级349a易伤47序列升级5策反67伤害8核
18	12423 22322	3	   	280.21	橙4易伤2伤害2等级2雷电	17雷电27等级3金币生成458a易伤67伤害7序列升级9核
19	12121 22252	5	   	280.11	橙4易伤2伤害3等级2雷电	17雷电247等级349a易伤47序列升级5掉矿67伤害8核
20	15333 12512	7	 * 	278.50	橙4易伤2时间3雷电2暴击	136雷电235a易伤3a序列升级4a暴击7核8平台9a时间
21	15333 13622	9	   	278.50	橙4易伤2时间3雷电2暴击	136雷电235a易伤3a序列升级4a暴击7平台8a时间9核
22	15123 62322	3	 * 	278.45	橙5易伤1伤害1等级2雷电	17雷电2478a易伤3伤害5等级67金币生成7序列升级9核
23	15413 62322	2	   	278.45	橙5易伤1伤害1等级2雷电	17雷电2578a易伤3等级4伤害67金币生成7序列升级9核
24	15326 12322	3	   	278.35	橙5易伤1伤害1等级2雷电	13雷电2348a易伤3序列升级5等级6金币生成7伤害9核
25	53213 61511	10	   	278.04	橙3易伤2伤害2时间1等级	1低血量敌人24时间34伤害4序列升级5雷电69a易伤7核8等级
26	15525 12333	6	   	277.73	橙3易伤3时间1伤害2雷电1暴击	17雷电237易伤4敌人爆炸5伤害679时间7序列升级8暴击a核
