0	Index      	 *	Score 	Summary	Detail	
1	14116 12142	 * 	425.24	橙3易伤1双倍秒伤2伤害2时间	1立即金币248易伤3头目48序列升级58时间68伤害7核9赏金邻近a双倍秒伤
2	14116 12162	   	425.24	橙3易伤1双倍秒伤2伤害2时间	1立即金币248易伤3头目48序列升级58时间68伤害7核9技能点a双倍秒伤
3	15222 45121	 * 	419.30	橙3易伤1双倍秒伤3时间1伤害	1立即金币28最后敌人358时间458易伤58序列升级6核7随机矿9伤害a双倍秒伤
4	62534 33333	   	402.43	橙3易伤1双倍秒伤1暴击	13金币生成235易伤3序列升级4散射对甲6核7暴击8立即金币9时间a双倍秒伤
5	15222 45111	   	399.13	橙3易伤1双倍秒伤3时间1暴击	1立即金币28最后敌人358时间458易伤58序列升级6核7随机矿9双倍秒伤a暴击
6	15222 45112	   	399.13	橙3易伤1双倍秒伤3时间	1立即金币28最后敌人358时间458易伤58序列升级6核7随机矿9双倍秒伤a平台
7	15222 45113	   	399.13	橙3易伤1双倍秒伤3时间	1立即金币28最后敌人358时间458易伤58序列升级6核7随机矿9双倍秒伤a雷电
8	15222 22431	   	399.13	橙3易伤1双倍秒伤3时间	1立即金币2最后敌人356时间456易伤56序列升级7金币生成8策反9核a双倍秒伤
9	15222 22531	   	399.13	橙3易伤1双倍秒伤3时间	1立即金币2最后敌人356时间456易伤56序列升级7金币生成8技能9核a双倍秒伤
10	45332 22431	   	398.93	橙3易伤1双倍秒伤3时间	14挖尘256易伤356时间56序列升级7金币生成8策反9核a双倍秒伤
11	45332 22531	   	398.93	橙3易伤1双倍秒伤3时间	14挖尘256易伤356时间56序列升级7金币生成8技能9核a双倍秒伤
