0	Index      	*	Score	Code	Var
1	34216 12333	*	358.3	紫橙3等级3易伤	19核245等级345易伤45序列升级6平台7雷电a全技能
2	32416 12333	 	358.3	紫橙3等级3易伤	19核245易伤345等级45序列升级6平台7雷电a全技能
3	34216 12336	 	354.2	紫橙3等级3易伤	19核245等级345易伤45序列升级6平台7雷电a策反
4	34216 12331	 	354.2	紫橙3等级3易伤	19核245等级345易伤45序列升级6平台7雷电a随机技能
5	32416 12331	 	354.2	紫橙3等级3易伤	19核245易伤345等级45序列升级6平台7雷电a随机技能
6	34216 12335	 	354.2	紫橙3等级3易伤	19核245等级345易伤45序列升级6平台7雷电a技能点
7	32416 12336	 	354.2	紫橙3等级3易伤	19核245易伤345等级45序列升级6平台7雷电a策反
8	32416 12335	 	354.2	紫橙3等级3易伤	19核245易伤345等级45序列升级6平台7雷电a技能点
9	34216 12334	 	347.2	紫橙3等级3易伤	19核245等级345易伤45序列升级6平台7雷电a双倍秒伤
10	32416 12332	 	347.2	紫橙3等级3易伤	19核245易伤345等级45序列升级6平台7雷电
11	34216 12332	 	347.2	紫橙3等级3易伤	19核245等级345易伤45序列升级6平台7雷电
12	32416 12334	 	347.2	紫橙3等级3易伤	19核245易伤345等级45序列升级6平台7雷电a双倍秒伤
13	34216 23353	*	339.6	紫5易伤3等级2时间	1核245等级3459a易伤45a序列升级6立即金币7a时间8a敌人爆炸
14	32416 23353	 	339.6	紫5易伤3等级2时间	1核2459a易伤345等级45a序列升级6立即金币7a时间8a敌人爆炸
15	32412 22331	*	337.3	紫5易伤2等级3时间3雷电	1核2489a易伤34等级49a序列升级5双倍秒伤69a时间79a雷电
16	34216 41323	 	333.5	紫4易伤3等级3策反2时间	1核245等级345a易伤45a序列升级6a时间79a策反8随机矿
17	32416 41323	 	333.5	紫4易伤3等级3策反2时间	1核245a易伤345等级45a序列升级6a时间79a策反8随机矿
18	14312 12543	*	332.8	橙橙3易伤1等级1伤害	13金币生成235易伤3序列升级4随机技能7等级8伤害9a核
19	32416 31116	*	328.9	紫4易伤3等级2攻速2随机技能	1核245a易伤345等级45a序列升级6双倍秒伤8a攻速9a随机技能
20	34216 31116	 	328.9	紫4易伤3等级2攻速2随机技能	1核245等级345a易伤45a序列升级6双倍秒伤8a攻速9a随机技能
21	32232 53453	 	328.7	紫橙3易伤1等级2随机技能2技能点	1a核278易伤38随机技能4立即金币58技能点6技能8序列升级9等级
22	32411 11635	*	327.0	紫4易伤2等级2伤害	1核249a易伤34等级4a序列升级5a残血敌人6技能点7敌人爆炸8a伤害
