0	Index      	*	Score	Code	Var
1	21111 31462	*	321.2	橙橙2等级2易伤	15等级2掉矿3矿等45易伤5序列升级6敌人爆炸7a核8雷电9基地爆炸
2	21111 31322	 	321.2	橙橙2等级2易伤	15等级2掉矿3矿等45易伤5序列升级6敌人爆炸7a核8基地爆炸9雷电
3	21111 31432	 	318.8	橙橙2等级2易伤	15等级2掉矿3矿等45易伤5序列升级6敌人爆炸7a核8雷电9最后敌人
4	21111 31422	 	318.3	橙橙2等级2易伤	15等级2掉矿3矿等45易伤5序列升级6敌人爆炸7a核8雷电9挖尘
5	24512 12412	 	315.2	橙橙2等级1易伤1伤害1攻速	16等级2基地爆炸3伤害4掉矿5易伤79核8雷电a攻速
6	22412 32414	 	313.1	橙橙2易伤1等级1暴击	1等级2技能点3技能45易伤6时间79核8雷电a暴击
7	24512 12413	 	311.2	橙橙2等级1易伤1伤害	16等级2基地爆炸3伤害4掉矿5易伤79核8雷电a时间
8	42433 13284	 	309.3	橙橙2易伤1等级1伤害	2雷电3随机技能4等级5加一6伤害78核9a易伤
9	22412 32416	 	304.8	橙橙2易伤1等级2技能点	1等级2a技能点3技能45易伤6时间79核8雷电
10	22126 42412	 	303.0	橙橙1等级1易伤1伤害1攻速	1等级2技能点3矿等4伤害5易伤6随机矿79核8雷电a攻速
11	22412 32412	 	302.3	橙橙2易伤1等级	1等级2技能点3技能45易伤6时间79核8雷电a基地爆炸
12	24512 12411	 	302.0	橙橙2等级1易伤1伤害	16等级2基地爆炸3伤害4掉矿5易伤79核8雷电a技能
13	22412 32413	 	300.1	橙橙2易伤1等级	1等级2技能点3技能45易伤6时间79核8雷电a残血敌人
14	22412 32411	 	299.9	橙橙2易伤1等级	1等级2技能点3a技能45易伤6时间79核8雷电
15	25412 32412	 	299.5	橙橙2易伤1等级	1等级2矿等3技能45易伤6时间79核8雷电a基地爆炸
16	22412 32415	 	299.4	橙橙2易伤1等级	1等级2技能点3技能45易伤6时间79核8雷电a挖尘
17	15215 22152	*	299.2	橙2等级2易伤2伤害1全技能	17伤害27矿等3随机技能49等级5全技能67易伤7序列升级8技能点a核
18	15215 22112	*	297.7	橙3易伤1等级2伤害1全技能	17伤害27矿等3随机技能4等级5全技能679易伤7序列升级8技能点a核
19	25126 12412	 	297.4	橙橙1等级1易伤1伤害1攻速	1等级2矿等3技能点4伤害5易伤6掉矿79核8雷电a攻速
20	22126 12412	 	297.4	橙橙1等级1易伤1伤害1攻速	1等级2技能点3矿等4伤害5易伤6掉矿79核8雷电a攻速
21	25412 32413	 	297.3	橙橙2易伤1等级	1等级2矿等3技能45易伤6时间79核8雷电a残血敌人
22	25412 32411	 	297.1	橙橙2易伤1等级	1等级2矿等3a技能45易伤6时间79核8雷电
23	25111 32523	*	296.1	橙4易伤2等级	15等级2矿等3技能点4579易伤5序列升级6时间8双倍秒伤a核
24	22111 32523	 	296.1	橙4易伤2等级	15等级2技能点3矿等4579易伤5序列升级6时间8双倍秒伤a核
25	21123 42412	 	296.0	橙橙1等级1易伤1伤害1攻速	1等级2掉矿3矿等4伤害5易伤6随机矿79核8雷电a攻速
26	24512 32412	 	295.9	橙橙1等级1易伤1伤害1攻速	1等级2基地爆炸3伤害4掉矿5易伤6毒气能量79核8雷电a攻速
27	22235 22112	 	295.8	橙3易伤2等级2技能点1全技能	17等级27技能点3随机技能4策反5全技能679易伤7序列升级8矿等a核
28	22111 32355	 	295.8	橙3易伤2等级1暴击	15等级2技能点3矿等457易伤5序列升级6时间8暴击9雷电a核
29	25111 32355	 	295.8	橙3易伤2等级1暴击	15等级2矿等3技能点457易伤5序列升级6时间8暴击9雷电a核
30	25111 31536	 	295.0	橙3易伤2等级1伤害1卖塔	15等级2矿等3技能点45a易伤5序列升级6时间7核8卖塔9伤害
31	22111 31536	 	295.0	橙3易伤2等级1伤害1卖塔	15等级2技能点3矿等45a易伤5序列升级6时间7核8卖塔9伤害
32	21123 22412	 	293.2	橙橙1等级1易伤1伤害1攻速	1等级2掉矿3矿等4伤害5易伤6金币生成79核8雷电a攻速
33	42433 13237	 	293.1	橙橙1等级1易伤1伤害1暴击	2雷电3随机技能4等级5加一6伤害78核9暴击a易伤
34	24512 32413	 	291.9	橙橙1等级1易伤1伤害	1等级2基地爆炸3伤害4掉矿5易伤6毒气能量79核8雷电a时间
35	22126 42413	 	291.4	橙橙1等级1易伤1伤害	1等级2技能点3矿等4伤害5易伤6随机矿79核8雷电a立即金币
36	21111 12454	 	289.1	橙4易伤2等级	15等级26掉矿3矿等458a易伤5序列升级7核9时间
