0	Index      	Bounty	 *	Score 	Summary	Detail	
1	61316 23231	1	 * 	296.49	橙3易伤3伤害2时间1等级1攻速	19时间289伤害3攻速4等级579易伤6核9序列升级a金币生成
2	61316 23232	1	   	296.49	橙3易伤3伤害2时间1等级1攻速	19时间289伤害3攻速4等级579易伤6核9序列升级a低血量敌人
3	61316 23233	1	   	296.49	橙3易伤3伤害2时间1等级1攻速	19时间289伤害3攻速4等级579易伤6核9序列升级a立即金币
4	61316 23235	1	   	296.49	橙3易伤3伤害2时间1等级1攻速	19时间289伤害3攻速4等级579易伤6核9序列升级a双倍矿
5	61316 23234	1	   	296.39	橙3易伤3伤害2时间1等级1攻速	19时间289伤害3攻速4等级579易伤6核9序列升级a掉矿
6	31511 33522	9	 * 	294.06	橙3易伤3时间2伤害1等级1攻速	18a易伤2等级38伤害4攻速5最后敌人6核789时间8序列升级
7	31511 33522	8	   	294.06	橙3易伤3时间2伤害1等级1攻速	18a易伤2等级38伤害4攻速5最后敌人6核789时间8序列升级
8	31511 33523	10	   	294.06	橙3易伤3时间2伤害1等级1攻速	18a易伤2等级38伤害4攻速5最后敌人6核789时间8序列升级
9	31511 36623	10	   	294.06	橙3易伤3时间2伤害1等级1攻速	17a易伤2等级3a伤害4攻速5最后敌人6核89a时间a序列升级
10	34511 33533	10	 * 	293.67	橙3易伤3伤害3时间1攻速	18a易伤29金币生成38a伤害4攻速5最后敌人6核78a时间8a序列升级
11	31516 25322	4	 * 	292.51	橙4易伤2伤害2攻速1等级	159a易伤2等级39伤害49攻速6核7立即金币8全技能9序列升级
12	33615 25331	1	 * 	292.27	橙4易伤2伤害2时间1等级	124a易伤3a伤害5赏金塔6核7挖尘8等级9a时间a序列升级
13	31326 32232	6	 * 	292.01	橙4易伤3伤害3等级1攻速	189a易伤289等级3最后敌人4攻速589伤害6核7挖青89序列升级
14	31514 53311	6	 * 	291.04	橙4易伤3攻速1伤害1等级1时间	1567易伤2等级3伤害456攻速56序列升级8核9额外掉落a时间
15	61326 22633	1	 * 	290.95	橙3易伤2伤害2时间2攻速1等级	16时间24伤害34攻速46序列升级568易伤7加一9等级a核
16	31514 53223	6	   	290.94	橙4易伤3攻速1伤害1等级1时间1核弹	1567易伤2等级3伤害456攻速56序列升级8核弹9核a时间
17	31514 53333	6	   	290.94	橙4易伤3攻速1伤害1等级1时间	1567易伤2等级3伤害456攻速56序列升级8核9掉矿a时间
18	31511 33532	8	   	289.14	橙3易伤2伤害2时间1等级1攻速	18a易伤2等级38伤害4攻速5最后敌人6核78时间8序列升级9雷电
19	31511 32235	6	 * 	286.77	橙4易伤2伤害2攻速3等级	189a易伤289等级3a伤害4a攻速589最后敌人6核7挖青89a序列升级
20	31155 12533	1	   	286.57	橙4易伤2伤害2攻速2等级	1469易伤29伤害3最后敌人56等级69序列升级7加一89攻速a核
21	33635 12533	1	   	286.47	橙4易伤2伤害2攻速2等级	1269易伤39伤害4挖尘56等级69序列升级7加一89攻速a核
22	63523 42713	1	 * 	286.14	橙3易伤3时间3暴击2攻速	168时间28a易伤38a暴击4全技能5加一7核8a序列升级9a攻速
23	61516 23231	4	 * 	284.55	橙3易伤2伤害2时间2等级1攻速	19时间29等级38伤害4攻速579易伤6核9序列升级a低血量敌人
24	61516 23232	4	   	284.55	橙3易伤2伤害2时间2等级1攻速	19时间29等级38伤害4攻速579易伤6核9序列升级a敌人爆炸
25	61516 23233	4	   	284.55	橙3易伤2伤害2时间2等级1攻速	19时间29等级38伤害4攻速579易伤6核9序列升级a策反
26	33611 33614	5	   	284.53	橙4易伤2伤害2时间	159a易伤2平台3a伤害4最后敌人6核7雷电8a时间a序列升级
27	31514 53312	6	   	283.09	橙4易伤3攻速1伤害1等级	1567易伤2等级3伤害456攻速56序列升级8核9额外掉落a雷电
28	31514 52333	10	   	282.05	橙3易伤3攻速1伤害1等级1时间1暴击	156易伤2等级3伤害456攻速56序列升级7最后敌人8暴击9核a时间
29	31514 21512	5	   	281.41	橙4易伤2攻速1伤害1等级1时间	158a易伤2等级3伤害45攻速5序列升级6核7矿等9时间
30	32346 32232	6	   	280.91	橙4易伤3伤害3等级1核弹	189a易伤2核弹3最后敌人489等级589伤害6核7挖青89序列升级
31	31511 33563	10	   	280.84	橙3易伤2伤害2时间1等级1攻速	18a易伤2等级38伤害4攻速5最后敌人6核78时间8序列升级9随机矿
32	31511 33521	10	   	280.80	橙2易伤3时间2伤害1等级1暴击1攻速	18易伤2等级38伤害4攻速5最后敌人6核789时间8序列升级a暴击
33	31213 45235	8	 * 	280.48	橙3易伤2时间2等级2暴击2雷电	17a易伤27等级3a雷电4挖尘5全技能67暴击7a序列升级8核9a时间
34	61316 26231	1	 * 	279.79	橙2易伤3伤害2时间2攻速1等级	19时间289伤害37攻速4等级59易伤6核9序列升级a金币生成
35	61316 26232	1	   	279.79	橙2易伤3伤害2时间2攻速1等级	19时间289伤害37攻速4等级59易伤6核9序列升级a低血量敌人
36	61316 26233	1	   	279.79	橙2易伤3伤害2时间2攻速1等级	19时间289伤害37攻速4等级59易伤6核9序列升级a立即金币
37	31514 25322	5	 * 	279.49	橙3易伤2伤害3攻速1等级	159易伤2等级39伤害459攻速59序列升级6核7立即金币8全技能a策反
38	31514 25323	5	   	279.49	橙3易伤2伤害3攻速1等级	159易伤2等级39伤害459攻速59序列升级6核7立即金币8全技能a随机矿
39	31514 25321	5	   	279.39	橙3易伤2伤害3攻速1等级	159易伤2等级39伤害459攻速59序列升级6核7立即金币8全技能a赏金邻近
40	33346 24312	10	 * 	278.33	橙3易伤3伤害2等级2暴击1核弹	16a易伤2平台38暴击4a等级56a伤害6a序列升级7核9核弹
41	34511 33522	8	   	277.81	橙3易伤3时间2伤害1攻速	18a易伤2金币生成38伤害4攻速5最后敌人6核789时间8序列升级
42	34511 33522	9	   	277.81	橙3易伤3时间2伤害1攻速	18a易伤2金币生成38伤害4攻速5最后敌人6核789时间8序列升级
43	33613 24142	1	   	277.69	橙4易伤2伤害1等级1时间	1247易伤38伤害5等级6随机矿9核a时间
44	31511 33552	8	 * 	277.36	橙2易伤3时间2伤害2攻速1等级	18易伤2等级38伤害49攻速5最后敌人6核78a时间8序列升级
45	31512 32322	4	   	277.26	橙2易伤3时间2伤害2攻速1等级	1a易伤2等级3a伤害4a攻速5赏金塔678时间9核a序列升级
46	31513 32322	4	   	277.26	橙2易伤3时间2伤害2攻速1等级	1a易伤2等级3a伤害4a攻速5赏金邻近678时间9核a序列升级
47	33346 24232	9	   	277.11	橙3易伤2伤害1等级1时间1暴击	16a易伤2平台3暴击4等级56伤害6序列升级7核8雷电9时间
48	31514 22132	5	   	276.56	橙3易伤2伤害2攻速1等级1时间	159易伤2等级39伤害45攻速59序列升级6核7基地爆炸89最后敌人a时间
49	31514 22432	5	   	276.56	橙3易伤2伤害2攻速1等级1时间	159易伤2等级39伤害45攻速59序列升级6核7基地爆炸89低血量敌人a时间
50	31326 36623	10	   	276.48	橙3易伤3时间1伤害1等级1攻速	17a易伤2等级3a最后敌人4攻速5伤害6核89a时间a序列升级
51	31326 33522	8	   	276.48	橙3易伤3时间1伤害1等级1攻速	18a易伤2等级38最后敌人4攻速5伤害6核789时间8序列升级
52	31326 33522	9	   	276.48	橙3易伤3时间1伤害1等级1攻速	18a易伤2等级38最后敌人4攻速5伤害6核789时间8序列升级
53	31326 33523	10	   	276.48	橙3易伤3时间1伤害1等级1攻速	18a易伤2等级38最后敌人4攻速5伤害6核789时间8序列升级
54	31514 32142	5	   	276.36	橙3易伤2伤害2攻速1等级1时间	156易伤2等级38伤害45攻速5序列升级7双倍矿9核a时间
55	31514 33142	5	   	276.36	橙3易伤2伤害2攻速1等级1时间	156易伤2等级38伤害45攻速5序列升级7立即金币9核a时间
56	31533 32265	5	   	276.36	橙3易伤2伤害2攻速1等级1时间	17a易伤2等级3a伤害4低血量敌人5时间6赏金塔8核9a攻速a序列升级
57	31326 36422	10	   	276.36	橙4易伤2伤害2等级1攻速	178a易伤2a等级3最后敌人4攻速5a伤害6核9随机矿a序列升级
58	31326 36431	8	   	276.36	橙4易伤2伤害2等级1攻速	1789易伤29等级3最后敌人4攻速59伤害6核9序列升级a低血量敌人
59	31326 36432	8	   	276.36	橙4易伤2伤害2等级1攻速	1789易伤29等级3最后敌人4攻速59伤害6核9序列升级a敌人爆炸
60	31326 36433	8	   	276.36	橙4易伤2伤害2等级1攻速	1789易伤29等级3最后敌人4攻速59伤害6核9序列升级a策反
61	31326 36338	8	   	276.26	橙4易伤2伤害2等级1攻速	179a易伤29等级3最后敌人4攻速59伤害6核8加一9序列升级
62	31211 56345	7	   	276.23	橙3易伤3伤害3等级	19a易伤29a等级3雷电4挖尘5加一6全技能79a伤害8核9a序列升级
63	32323 53243	8	   	276.16	橙4易伤2伤害2攻速1核弹	178a易伤2核弹3最后敌人48攻速5全技能68伤害8序列升级9核
64	32623 53243	8	   	276.16	橙4易伤2伤害2攻速1核弹	178a易伤2核弹3基地爆炸48攻速5全技能68伤害8序列升级9核
65	33615 21631	1	   	276.12	橙4易伤2伤害2时间	124a易伤3a伤害5赏金塔6核7金币生成8最后敌人9a时间a序列升级
