0	Index      	 *	Score 	Summary	Detail	
1	41631 13744	 * 	291.67	ACR|2LIT|4VULN|1MLV|2ASPD	1RCR|238aVULN|4MBVNT|5aASPD|6BEXP|7MLV|9aLIT|aBPWR
2	44122 32124	 * 	281.27	ACR|3LIT|2FLTARM|1VULN|1DMG|2ZMB	1RCR|2RPLT|379LIT|47ZMB|57FLTARM|6RCVC|7BPWR|8VULN|aDMG
3	26512 21115	 * 	281.17	DCR|2LIT|4VULN|1MLV	17TLV|25LIT|3RPLT|4578VULN|57BPWR|67MULHEA|9RCR|aMLV
4	26512 22115	   	281.07	DCR|2LIT|4VULN|1MLV	1TLV|25LIT|3RPLT|4578VULN|5BPWR|6MULHEA|9RCR|aMLV
5	41632 23234	 * 	280.76	ACR|2MLV|3VULN|1LIT|2DMG	1RCR|23aVULN|4MBVNT|5aBEXP|67MLV|8LIT|9aDMG|aBPWR
6	41632 84234	 * 	280.35	ACR|4VULN|1LIT|2DMG|1MLV	1RCR|236aVULN|4MBVNT|5aBEXP|7MLV|8LIT|9aDMG|aBPWR
7	44132 62313	 * 	276.97	ACR|3LIT|2FLTARM|2VULN	1RCR|2RPLT|367LIT|4RMIN|57FLTARM|7BPWR|8ERES|9aVULN
8	56512 31313	 * 	274.31	DCR|3LIT|2VULN|1MLV|1CDMG	1ERES|259LIT|3RPLT|45VULN|5BPWR|6CDMG|7RCR|8BELT|aMLV
9	16461 21112	   	273.90	DCR|2LIT|2VULN|1MLV|1CDMG|1ASPD	1CANTOX|2ZMB|36LIT|4MLV|5aVULN|7ASPD|8CDMG|9RCR
10	31326 53336	 * 	271.27	DCR|2LIT|2VULN|1MLV|2ASPD	1LEGI|2aVULN|3DMSP|4aASPD|5DUST|6RCR|7MLV|8RPLT|9aLIT|aBPWR
11	44132 32124	   	270.93	ACR|3LIT|2FLTARM|1VULN|1DMG	1RCR|2RPLT|379LIT|4RMIN|57FLTARM|6RCVC|7BPWR|8VULN|aDMG
12	44122 32141	 * 	270.83	ACR|3LIT|2FLTARM|1VULN|3ZMB	1RCR|2RPLT|37aLIT|479ZMB|57FLTARM|6RCVC|7BPWR|8VULN
13	41642 23332	   	269.80	ACR|4VULN|1LIT|1MLV|1CDMG|1ASPD	1RCR|2379VULN|4CDMG|5MLV|6ASPD|8DUST|aLIT
14	31531 63234	 * 	269.36	DCR|2LIT|3VULN|2DMG	1LEGI|24aVULN|35RMIN|6BELT|7aLIT|8RCR|9aDMG|aBPWR
15	44122 32143	 * 	268.81	ACR|2LIT|2FLTARM|2VULN|3ZMB	1RCR|2RPLT|37LIT|479ZMB|57FLTARM|6RCVC|7BPWR|8aVULN
16	11461 21112	   	266.96	DCR|2LIT|2VULN|1MLV|1ASPD|1CDMG	1CANTOX|2RMIN|36LIT|4MLV|5aVULN|7ASPD|8CDMG|9RCR
17	14461 21112	   	266.86	DCR|2LIT|2VULN|1MLV|1CDMG|1ASPD	1CANTOX|2NUKE|36LIT|4MLV|5aVULN|7ASPD|8CDMG|9RCR
18	42132 53523	 * 	266.66	ACR|3LIT|1FLTARM|1MLV|1VULN|1ASPD	1RCR|2LWND|3CGEN|4VULN|569LIT|7MLV|8FLTARM|aASPD
19	41222 53522	   	266.56	ACR|3LIT|1FLTARM|1VULN|1MLV|1ASPD	1RCR|2VULN|3FEWX|4ERES|569LIT|7MLV|8FLTARM|aASPD
20	41322 53523	   	266.46	ACR|3LIT|1FLTARM|1VULN|1MLV|1ASPD	1RCR|2VULN|3LEGI|4ERES|569LIT|7MLV|8FLTARM|aASPD
21	26512 31412	   	266.33	DCR|2LIT|4VULN|1CDMG	1TLV|25LIT|3RPLT|459aVULN|5BPWR|6CDMG|7RCR|8AART
22	34112 62363	 * 	266.27	DCR|3LIT|2FLTARM|1VULN	1LEGI|2RPLT|367LIT|4RMIN|57FLTARM|7BPWR|8ERES|9RCR|aVULN
23	26512 21112	 * 	265.97	DCR|5VULN|2LIT	17TLV|25LIT|3RPLT|4578aVULN|57BPWR|67MULHEA|9RCR
24	26512 22112	   	265.87	DCR|5VULN|2LIT	1TLV|25LIT|3RPLT|4578aVULN|5BPWR|6MULHEA|9RCR
25	44122 32232	 * 	264.97	ACR|2LIT|2FLTARM|1MLV|1VULN|1ASPD|2ZMB	1RCR|2RPLT|37LIT|47ZMB|57FLTARM|6RCVC|7BPWR|8MLV|9ASPD|aVULN
26	41642 33332	   	263.09	ACR|4VULN|1LIT|1MLV|1CDMG	1RCR|2379VULN|4CDMG|5MLV|6ZMB|8DUST|aLIT
27	26313 16124	 * 	261.82	DCR|3LIT|1FLTARM|1MLV|1DMG	135TLV|239LIT|3BPWR|4MLV|6ZMB|7FLTARM|8DMG|aRCR
28	44132 32242	   	261.67	ACR|2LIT|2FLTARM|1VULN|1MLV	1RCR|2RPLT|37LIT|4RMIN|57FLTARM|6RCVC|7BPWR|8MLV|9ZMB|aVULN
