0	Index      	 *	Score 	Summary	Detail	
1	43251 23311	 * 	356.00	DCR|2MDPS|1VULN|1CDMG|1DMG|1DUR|1AART	1DUR|2FEWX|3AART|4TBNT|5CDMG|6RCR|7DMG|89MDPS|aVULN
2	43251 23312	   	356.00	DCR|2MDPS|1CDMG|1DMG|1DUR|1AART	1DUR|2FEWX|3AART|4TBNT|5CDMG|6RCR|7DMG|89MDPS|aAETHUN
3	43251 23313	   	356.00	DCR|2MDPS|1CDMG|1DMG|1DUR|1AART	1DUR|2FEWX|3AART|4TBNT|5CDMG|6RCR|7DMG|89MDPS|aASPD
4	43251 23314	   	356.00	DCR|2MDPS|1CDMG|1DMG|1DUR|1AART	1DUR|2FEWX|3AART|4TBNT|5CDMG|6RCR|7DMG|89MDPS|aRAT
5	43251 23315	   	356.00	DCR|2MDPS|1CDMG|1DMG|1DUR|1AART|1MSE	1DUR|2FEWX|3AART|4TBNT|5CDMG|6RCR|7DMG|89MDPS|aMSE
6	46251 23311	   	355.90	DCR|2MDPS|1VULN|1CDMG|1DMG|1DUR|1AART	1DUR|2DUST|3AART|4TBNT|5CDMG|6RCR|7DMG|89MDPS|aVULN
7	46251 23312	   	355.90	DCR|2MDPS|1CDMG|1DMG|1DUR|1AART	1DUR|2DUST|3AART|4TBNT|5CDMG|6RCR|7DMG|89MDPS|aAETHUN
8	46251 23313	   	355.90	DCR|2MDPS|1CDMG|1DMG|1DUR|1AART	1DUR|2DUST|3AART|4TBNT|5CDMG|6RCR|7DMG|89MDPS|aASPD
9	32236 32552	 * 	355.17	2MDPS|2VULN|2TLV|1DUR	1LHND|2DMSP|3RMIN|46TLV|56VULN|6BPWR|7RPLT|8DUR|9aMDPS
10	41351 31413	 * 	343.70	DCR|2VULN|1MDPS|2DUR	19DUR|29ERES|3DMSP|4LIT|5BELT|6RCR|7LWND|89VULN|9BPWR|aMDPS
11	41351 32413	   	343.70	DCR|2VULN|1MDPS|2DUR	19DUR|29ERES|3DMSP|4LIT|5BELT|6RCR|7FEWX|89VULN|9BPWR|aMDPS
12	41121 62224	   	343.50	DCR|2VULN|1MDPS|2DUR	17DUR|2ERES|3BBNT|47VULN|5RMIN|67AME|7BPWR|8RCR|9LWND|aMDPS
13	42543 41235	 * 	339.18	2MDPS|2VULN|1CDMG|1DUR	1DUR|2DMSP|3MBVNT|47VULN|5CDMG|6LIT|8AEFBLL|9aMDPS
14	43251 22311	   	335.94	DCR|2MDPS|1VULN|1CDMG|1DUR|1AART	1DUR|2FEWX|3AART|4TBNT|5CDMG|6RCR|7AAC|89MDPS|aVULN
15	43251 22312	   	335.94	DCR|2MDPS|1CDMG|1DUR|1AART	1DUR|2FEWX|3AART|4TBNT|5CDMG|6RCR|7AAC|89MDPS|aAETHUN
16	43251 22313	   	335.94	DCR|2MDPS|1CDMG|1DUR|1AART	1DUR|2FEWX|3AART|4TBNT|5CDMG|6RCR|7AAC|89MDPS|aASPD
17	43251 22314	   	335.94	DCR|2MDPS|1CDMG|1DUR|1AART	1DUR|2FEWX|3AART|4TBNT|5CDMG|6RCR|7AAC|89MDPS|aRAT
