0	Index      	*	Score	Code	Var
1	35226 51123	*	344.5	橙橙4易伤1等级1攻速	1攻速245散射对甲3456易伤45序列升级7a核8等级9时间
2	32226 51123	 	344.5	橙橙4易伤1等级1攻速	1攻速3456易伤45序列升级7a核8等级9时间
3	35226 51133	 	340.4	橙橙4易伤1等级1攻速	1攻速245散射对甲3456易伤45序列升级7a核8等级9敌人爆炸
4	32226 51133	 	340.4	橙橙4易伤1等级1攻速	1攻速3456易伤45序列升级7a核8等级9敌人爆炸
5	32226 41123	*	335.9	橙橙3易伤1等级2攻速	16攻速345易伤45序列升级7a核8等级9时间
6	35226 41123	 	335.9	橙橙3易伤1等级2攻速	16攻速245散射对甲345易伤45序列升级7a核8等级9时间
7	35226 41133	 	331.8	橙橙3易伤1等级2攻速	16攻速245散射对甲345易伤45序列升级7a核8等级9敌人爆炸
8	32226 41133	 	331.8	橙橙3易伤1等级2攻速	16攻速345易伤45序列升级7a核8等级9敌人爆炸
9	14313 11234	*	331.7	紫橙3易伤1等级1暴击	16a易伤3全技能49核5暴击7策反8等级
10	15313 11234	 	331.7	紫橙3易伤1等级1暴击	16a易伤3全技能49核5暴击7策反8等级
11	14313 11232	 	316.7	紫橙2易伤1等级1暴击	16易伤3全技能49核5暴击7策反8等级a时间
12	15313 11232	 	316.7	紫橙2易伤1等级1暴击	16易伤3全技能49核5暴击7策反8等级a时间
13	14313 43234	 	313.7	紫橙2易伤1等级2策反1暴击	1a易伤3全技能49核5暴击67策反8等级
