0	Index      	*	Score	Code	Var
1	33216 23345	*	291.7	橙3易伤2等级1伤害1攻速	19最后敌人2基地爆炸379易伤4掉矿5攻速69等级8核9序列升级a伤害
2	21335 43343	*	287.5	橙2等级2易伤2伤害	19基地爆炸25伤害39等级4残血敌人6技能点79易伤8核9序列升级a随机技能
3	21334 13345	 	285.8	橙2等级2易伤2伤害2技能点	19基地爆炸2a伤害39等级4残血敌人56技能点79易伤8核9序列升级
4	21332 43345	 	282.6	橙2等级2易伤2伤害	19基地爆炸2a伤害39等级4残血敌人5立即金币6技能点79易伤8核9序列升级
5	21334 23345	 	281.2	橙2等级2易伤2伤害	19基地爆炸2a伤害39等级46残血敌人5技能点79易伤8核9序列升级
6	21335 43341	 	280.9	橙2等级2易伤2伤害	19基地爆炸25伤害39等级4残血敌人6技能点79易伤8核9序列升级a技能
7	21343 36612	 	280.9	橙2等级2易伤1伤害1全技能	19基地爆炸2伤害39等级4立即金币5敌人爆炸6雷电79易伤8全技能9序列升级a核
8	21335 63343	 	280.4	橙2等级2易伤2伤害	19基地爆炸25伤害39等级4残血敌人6掉矿79易伤8核9序列升级a随机技能
9	21521 13351	*	280.4	橙3易伤1等级2伤害	17基地爆炸27伤害3立即金币467易伤5双倍秒伤7序列升级8核9技能点a等级
10	21264 23343	 	279.7	橙2等级2易伤2伤害	19基地爆炸29伤害3挖青47易伤5掉矿69等级8核9序列升级a随机技能
11	21334 13346	 	279.2	橙2等级2易伤1伤害2技能点1全技能	19基地爆炸2伤害39等级4残血敌人56技能点79易伤8核9序列升级a全技能
12	33216 23343	 	278.6	橙3易伤2等级1攻速	19最后敌人2基地爆炸379易伤4掉矿5攻速69等级8核9序列升级a随机技能
13	33662 21134	 	278.6	橙3易伤2等级2策反	1a最后敌人2基地爆炸3a等级489易伤5随机技能6核7a策反a序列升级
14	33216 23346	 	277.2	橙3易伤2等级1攻速	19最后敌人2基地爆炸379易伤4掉矿5攻速69等级8核9序列升级a双倍矿
15	21332 43346	 	276.0	橙2等级2易伤1伤害1全技能	19基地爆炸2伤害39等级4残血敌人5立即金币6技能点79易伤8核9序列升级a全技能
16	21332 63345	 	275.5	橙2等级2易伤2伤害	19基地爆炸2a伤害39等级4残血敌人5立即金币6掉矿79易伤8核9序列升级
17	21264 21341	 	275.5	橙2等级2易伤2伤害	179基地爆炸29伤害3挖青4a易伤5掉矿69等级8核9序列升级
18	21334 13343	 	275.2	橙2等级2易伤1伤害2技能点	19基地爆炸2伤害39等级4残血敌人56技能点79易伤8核9序列升级a随机技能
19	21334 23346	 	274.6	橙2等级2易伤1伤害1全技能	19基地爆炸2伤害39等级46残血敌人5技能点79易伤8核9序列升级a全技能
20	33662 21334	*	274.4	橙3等级2易伤3策反	18a最后敌人2基地爆炸38a等级49易伤5随机技能6核78a策反8a序列升级
21	21335 63341	 	273.9	橙2等级2易伤2伤害	19基地爆炸25伤害39等级4残血敌人6掉矿79易伤8核9序列升级a技能
22	21264 23341	 	273.2	橙2等级2易伤2伤害	19基地爆炸29伤害3挖青47易伤5掉矿69等级8核9序列升级a技能
23	33234 23151	*	272.9	橙橙1等级1易伤1伤害	1最后敌人2基地爆炸3易伤4矿等5掉矿6等级7双倍秒伤8a核9伤害
24	33216 23341	 	272.0	橙3易伤2等级1攻速	19最后敌人2基地爆炸379易伤4掉矿5攻速69等级8核9序列升级a技能
25	33216 26341	 	272.0	橙3易伤2等级1攻速	179最后敌人2基地爆炸39a易伤4掉矿5攻速69等级8核9序列升级
26	21332 43343	 	271.9	橙2等级2易伤1伤害	19基地爆炸2伤害39等级4残血敌人5立即金币6技能点79易伤8核9序列升级a随机技能
27	33216 23344	 	271.4	橙3易伤2等级1攻速1卖塔	19最后敌人2基地爆炸379易伤4掉矿5攻速69等级8核9序列升级a卖塔
28	21213 43345	*	271.3	橙2易伤1等级3伤害	19基地爆炸29a伤害3挖青4立即金币5技能点6等级79易伤8核9序列升级
29	21334 23343	 	270.5	橙2等级2易伤1伤害	19基地爆炸2伤害39等级46残血敌人5技能点79易伤8核9序列升级a随机技能
30	21343 63343	 	269.8	橙2等级2易伤1伤害	19基地爆炸2伤害39等级4立即金币5敌人爆炸6掉矿79易伤8核9序列升级a随机技能
31	33216 21345	 	269.7	橙2等级2易伤1伤害1攻速	19最后敌人27基地爆炸39易伤4掉矿5攻速69等级8核9序列升级a伤害
32	21332 63346	 	269.0	橙2等级2易伤1伤害1全技能	19基地爆炸2伤害39等级4残血敌人5立即金币6掉矿79易伤8核9序列升级a全技能
33	22334 13345	 	268.6	橙2等级2易伤1伤害2技能点	19基地爆炸2技能39等级4残血敌人56技能点79易伤8核9序列升级a伤害
34	21334 13341	 	268.6	橙2等级2易伤1伤害2技能点	19基地爆炸2伤害39等级4残血敌人56技能点79易伤8核9序列升级a技能
35	21334 13344	 	268.0	橙2等级2易伤1伤害2技能点1卖塔	19基地爆炸2伤害39等级4残血敌人56技能点79易伤8核9序列升级a卖塔
36	33662 21353	 	267.5	橙2等级2易伤2策反1暴击	18最后敌人2基地爆炸38等级4a易伤5随机技能6核78策反8序列升级9暴击
