0	Index      	 *	Score 	Summary	Detail	Bounty	
1	53322 53125	 * 	281.47	橙5易伤3时间3攻速	167时间28矿等378攻速46789易伤5随机矿678序列升级a核	6
2	51325 23253	 * 	261.84	橙3易伤3时间3攻速2暴击	156时间29a易伤3低血量敌人469攻速69序列升级79暴击8核	1
3	42362 32251	 * 	259.75	橙3易伤2等级2时间1全技能	1低血量敌人2全技能35等级45时间5序列升级6核78a易伤9基地爆炸	1
4	42362 32231	   	259.65	橙3易伤2等级2时间1全技能	1低血量敌人2全技能35等级45时间5序列升级6核78a易伤9挖尘	1
5	45262 32231	   	259.65	橙3易伤2等级2时间1全技能	1低血量敌人2全技能35时间45等级5序列升级6核78a易伤9挖尘	3
6	45362 32231	   	259.65	橙3易伤2等级2时间1全技能	1低血量敌人2全技能35等级45时间5序列升级6核78a易伤9挖尘	3
7	45362 32231	   	259.65	橙3易伤2等级2时间1全技能	1低血量敌人2全技能35等级45时间5序列升级6核78a易伤9挖尘	2
8	42362 32211	 * 	256.59	橙2易伤2等级3时间1全技能	1低血量敌人2全技能35等级45a时间5序列升级6核78易伤9攻速	1
9	45262 32211	   	256.59	橙2易伤2等级3时间1全技能	1低血量敌人2全技能35a时间45等级5序列升级6核78易伤9攻速	3
10	45362 32211	   	256.59	橙2易伤2等级3时间1全技能	1低血量敌人2全技能35等级45a时间5序列升级6核78易伤9攻速	2
11	45362 32211	   	256.59	橙2易伤2等级3时间1全技能	1低血量敌人2全技能35等级45a时间5序列升级6核78易伤9攻速	3
12	51413 33132	 * 	253.05	橙2等级1易伤2伤害2时间2暴击	17时间2挖青34暴击57等级67伤害7序列升级8挖尘9易伤a核	3
13	51413 33212	   	253.05	橙2等级1易伤2伤害2时间2暴击	17时间2挖青34暴击57等级67伤害7序列升级8易伤9挖尘a核	3
