0	Index      	 *	Score 	Summary	Detail	Bounty	
1	16454 33534	 * 	322.87	橙5易伤2等级3时间3雷电	14679易伤2加一347时间479序列升级579雷电89等级a核	6
2	13134 14161	 * 	314.05	橙3易伤3伤害3时间1等级2攻速	189易伤29攻速378时间4金币生成5等级689伤害89序列升级a核	2
3	41512 52112	 * 	310.62	橙4易伤3伤害3时间	1全技能238a易伤38a序列升级48a伤害5攻速6掉矿78a时间9核	10
4	13413 52313	 * 	309.19	橙5易伤3伤害3暴击2攻速	1389a易伤23攻速38a序列升级4挖青58a暴击6核78a伤害	10
5	13233 52313	 * 	304.26	橙5易伤3伤害3攻速1暴击	1489a易伤28a攻速3基地爆炸5暴击6核78a伤害8a序列升级	10
6	15233 52313	   	304.26	橙5易伤3伤害3攻速1暴击	1489a易伤28a伤害3基地爆炸5暴击6核78a攻速8a序列升级	10
7	13133 52313	   	304.16	橙5易伤3伤害3攻速1暴击	1489a易伤28a攻速3挖尘5暴击6核78a伤害8a序列升级	10
8	15133 52313	   	304.16	橙5易伤3伤害3攻速1暴击	1489a易伤28a伤害3挖尘5暴击6核78a攻速8a序列升级	10
9	15413 52313	 * 	300.96	橙5易伤2伤害3暴击3攻速	1389a易伤23伤害38a序列升级4挖青58a暴击6核78a攻速	10
10	41113 26131	   	300.86	橙4易伤2等级2时间2暴击	1全技能2459易伤38时间69暴击79等级9序列升级a核	8
11	13424 21361	 * 	300.78	橙4易伤3时间2伤害3攻速	138a易伤238攻速38a序列升级4敌人爆炸5a伤害6随机矿78a时间9核	9
12	11134 14161	   	297.90	橙3易伤3伤害3时间1等级	189易伤29策反378时间4金币生成5等级689伤害89序列升级a核	2
13	15425 31231	 * 	297.77	橙5易伤3伤害2时间	13789易伤238伤害38序列升级4敌人爆炸5矿等68时间a核	5
14	41312 52112	   	297.34	橙3易伤3伤害3时间2全技能	13全技能28a易伤48a伤害5攻速6掉矿78a时间8a序列升级9核	10
15	16335 53242	 * 	296.20	橙5易伤2等级2伤害	14679易伤2加一39等级59伤害8赏金塔9序列升级a核	5
16	16746 13242	   	296.20	橙5易伤2等级2伤害	13479易伤2加一39序列升级59等级69伤害8赏金塔a核	4
17	41526 22112	 * 	294.13	橙4易伤3等级3时间	1全技能238a易伤38a序列升级48a等级5双倍矿6加一78a时间9核	10
18	15425 21133	 * 	293.81	橙4易伤3伤害2等级	1389易伤238伤害38序列升级4敌人爆炸5矿等6随机矿78等级a核	6
