0	Index      	 *	Score 	Summary	Detail	
1	36221 33416	 * 	391.74	紫2双倍秒伤2易伤1伤害1时间	17易伤2赏金邻近3核4技能点5平台6伤害8时间9a双倍秒伤
2	33411 64221	 * 	388.68	橙3易伤1双倍秒伤1时间1全技能	146易伤2随机技能3时间56策反6序列升级7核8导弹对黄9全技能a双倍秒伤
3	31521 22311	 * 	381.35	4易伤1双倍秒伤2等级3时间	1689易伤27金币生成39等级459时间9序列升级a双倍秒伤
4	31521 26311	   	381.35	4易伤1双倍秒伤2等级3时间	1689易伤2金币生成39等级459时间7双倍矿9序列升级a双倍秒伤
5	66235 32133	 * 	378.03	紫3易伤1双倍秒伤2等级1时间	1赏金塔28挖尘3核4时间589易伤6额外掉落78等级8序列升级a双倍秒伤
6	33211 64322	   	375.13	橙3易伤1双倍秒伤1时间	146易伤2随机技能3最后敌人56策反6序列升级7核8时间9低血量敌人a双倍秒伤
7	33215 64322	   	375.13	橙3易伤1双倍秒伤1时间	146易伤2随机技能3最后敌人56金币生成6序列升级7核8时间9低血量敌人a双倍秒伤
8	33411 64231	 * 	374.93	橙4易伤1双倍秒伤1时间	146a易伤2a随机技能3时间56策反6a序列升级7核8a导弹对黄9双倍秒伤
9	33411 64232	 * 	374.93	橙3易伤1双倍秒伤1等级1时间	146易伤2随机技能3时间56策反6序列升级7核8导弹对黄9双倍秒伤a等级
10	33411 64233	   	374.93	橙3易伤1双倍秒伤1时间	146易伤2随机技能3时间56策反6序列升级7核8导弹对黄9双倍秒伤a立即金币
