0	Index      	Bounty	 *	Score 	Summary	Detail	
1	61262 16132	2	 * 	312.98	DCR|5VULN|3DMG|1TLV|1DUR	13457VULN|234DMG|34BPWR|6ERES|8TLV|9RCR|aDUR
2	61262 16131	2	   	296.73	DCR|5VULN|3DMG|1TLV	13457VULN|234DMG|34BPWR|6ERES|8TLV|9RCR|aFEWX
3	61262 16133	2	   	296.63	DCR|5VULN|3DMG|1TLV	13457VULN|234DMG|34BPWR|6ERES|8TLV|9RCR|aTBNT
4	61243 52333	2	   	294.73	DCR|5VULN|2DMG|1TLV|1CDMG	13456VULN|23DMG|3BPWR|7FEWX|8CDMG|9RCR|aTLV
5	61262 21343	2	   	288.89	DCR|5VULN|3DMG	13458VULN|234DMG|34BPWR|6FEWX|7CGEN|9RCR|aLIT
6	61243 24333	2	   	286.79	DCR|5VULN|2DMG|1CDMG	1345aVULN|23DMG|3BPWR|6CDMG|7RCR|8LIT|9RMIN
7	61262 32236	2	   	285.50	DCR|4VULN|3DMG|1DUR	1345VULN|234DMG|34BPWR|6BELT|7LIT|8ERES|9RCR|aDUR
8	61243 24113	2	   	284.85	DCR|4VULN|2DMG|1DUR|1CDMG	1345VULN|23DMG|3BPWR|6CDMG|7RCR|8AART|9ZMB|aDUR
9	61231 56131	2	   	284.45	DCR|3VULN|3DMG|1TLV|1DUR|1CDMG	136VULN|23aDMG|3BPWR|4TLV|5LWND|7DUR|8CDMG|9RCR
10	61243 24332	2	   	283.50	DCR|4VULN|2DMG|1DUR|1CDMG	1345VULN|23DMG|3BPWR|6CDMG|7RCR|8LIT|9RMIN|aDUR
