0	Index      	 *	Score 	Summary	Detail	
1	32614 21631	 * 	397.10	橙2易伤1双倍秒伤2暴击2全技能1时间	17风暴减费27暴击3赏金邻近49全技能57易伤6核7序列升级8时间a双倍秒伤
2	32614 21611	   	384.65	橙2易伤1双倍秒伤2暴击1时间1全技能	17风暴减费27暴击3赏金邻近4全技能57易伤6核7序列升级8时间9立即金币a双倍秒伤
3	33312 12641	 * 	370.90	橙3易伤1双倍秒伤2暴击1时间	1风暴减费2随机技能3时间46暴击57a易伤8核9双倍秒伤
4	33312 12642	   	370.90	橙2易伤1双倍秒伤2暴击1时间	1风暴减费2随机技能3时间46暴击57易伤8核9双倍秒伤a立即金币
5	33312 12643	   	370.90	橙2易伤1双倍秒伤2暴击1时间	1风暴减费2随机技能3时间46暴击57易伤8核9双倍秒伤a暴雪减费
6	33312 12644	   	370.90	橙2易伤1双倍秒伤2暴击1时间	1风暴减费2随机技能3时间46暴击57易伤8核9双倍秒伤a金币生成
7	33312 12645	   	370.90	橙2易伤1双倍秒伤2暴击1时间	1风暴减费2随机技能3时间46暴击57易伤8核9双倍秒伤a挖尘
8	33312 12646	   	370.90	橙2易伤1双倍秒伤2暴击1时间	1风暴减费2a随机技能3时间46暴击57易伤8核9双倍秒伤
9	42312 12641	   	370.90	橙3易伤1双倍秒伤2暴击1时间	1随机技能2风暴减费3时间46暴击57a易伤8核9双倍秒伤
10	42312 12642	   	370.90	橙2易伤1双倍秒伤2暴击1时间	1随机技能2风暴减费3时间46暴击57易伤8核9双倍秒伤a立即金币
11	42312 12643	   	370.90	橙2易伤1双倍秒伤2暴击1时间	1随机技能2风暴减费3时间46暴击57易伤8核9双倍秒伤a暴雪减费
