0	Index      	Bounty	 *	Score 	Summary	Detail	
1	35131 25124	9	 * 	288.12	橙3易伤3时间2伤害2攻速	189时间248易伤34攻速48序列升级5平台6金币生成78伤害a核
2	35132 21261	10	 * 	281.32	橙4易伤3时间2攻速	19a时间249a易伤34攻速49a序列升级5雷电69a挖尘7随机矿8核
3	35133 32152	6	 * 	278.74	橙3易伤3时间2攻速2等级	158时间248易伤34攻速48序列升级6低血量敌人78等级9雷电a核
4	35131 62152	4	   	278.74	橙3易伤3时间2攻速2等级	168时间248易伤34攻速48序列升级5低血量敌人78等级9雷电a核
5	35132 52623	9	 * 	277.87	橙3易伤3攻速2时间1等级2雷电	18时间246易伤348攻速48序列升级58雷电7额外掉落9核a等级
6	35133 21531	5	 * 	276.04	橙3易伤3时间3攻速1等级	156时间248易伤348攻速48序列升级7双倍物品9核a等级
7	35131 23415	6	   	274.90	橙3易伤2伤害2时间2攻速	1a时间24a易伤34攻速4a序列升级5平台6金币生成7a伤害8核9立即金币
8	35132 52621	10	   	274.85	橙3易伤3时间3攻速2雷电	18a时间246易伤348攻速48序列升级58雷电7额外掉落9核
9	35131 25161	10	   	274.65	橙3易伤2伤害2时间2攻速1卖塔	18时间248易伤34攻速48序列升级5平台6金币生成78伤害9卖塔a核
10	35132 22115	4	   	272.42	橙3易伤2攻速1伤害1等级1时间1暴击	1时间247易伤34攻速4序列升级5暴击6随机矿8核9等级a伤害
11	35132 42115	4	   	272.32	橙3易伤2攻速1伤害1等级1时间1暴击	1时间247易伤34攻速4序列升级5暴击6掉矿8核9等级a伤害
12	35131 62124	9	   	270.33	橙3易伤3时间2攻速1伤害	189时间248易伤34攻速48序列升级5平台6伤害78掉矿a核
13	55135 32221	8	   	269.97	橙3易伤2伤害2攻速1时间1全技能	19最后敌人249易伤34攻速49序列升级5低血量敌人6全技能79伤害8核a时间
14	32432 32152	1	   	268.43	橙3易伤3时间2等级1攻速	138时间258易伤4最后敌人6攻速78等级8序列升级9雷电a核
15	35432 32152	2	   	268.43	橙3易伤3时间2等级1攻速	138时间258易伤4最后敌人6攻速78等级8序列升级9雷电a核
16	35131 43413	4	   	267.08	橙3易伤2攻速1伤害1等级1时间	1时间24a易伤34攻速4序列升级5低血量敌人6核7雷电8等级9伤害
17	32413 53124	1	   	266.71	橙3易伤3时间2伤害	135时间28a易伤4赏金邻近6a策反7核9a伤害a序列升级
18	35132 52622	10	 * 	266.63	橙3易伤3攻速2时间3雷电	18时间246易伤348攻速48序列升级58a雷电7额外掉落9核
19	35553 11322	5	   	265.85	橙2易伤2伤害2时间2攻速1全技能	19时间29易伤3雷电48攻速5全技能6核79伤害9序列升级a敌人爆炸
20	35553 11323	5	   	265.85	橙2易伤2伤害2时间2攻速1全技能	19时间29易伤3雷电48攻速5全技能6核79伤害9序列升级a最后敌人
21	35553 11321	5	   	265.75	橙2易伤2伤害2时间2攻速1全技能	19时间29易伤3雷电48攻速5全技能6核79伤害9序列升级a掉矿
22	35132 21266	9	   	265.41	橙3易伤2时间2攻速1伤害	19时间249易伤34攻速49序列升级5雷电69挖尘7随机矿8核a伤害
23	43513 32211	10	 * 	264.48	橙4易伤2时间3暴击1核弹	1核弹2立即金币368暴击48时间5789易伤8序列升级a核
24	35133 53412	6	 * 	264.28	橙2易伤3攻速2时间1伤害1等级	15时间24易伤346攻速4序列升级7雷电8等级9伤害a核
25	32131 34366	1	   	263.25	橙4易伤1等级1时间1暴击1全技能	1时间269a易伤3暴击4全技能5等级7双倍物品8核
26	35522 61121	1	   	263.14	橙3易伤2伤害2时间1全技能	19时间29伤害389易伤4全技能5平台6核7赏金塔9序列升级a低血量敌人
27	35522 61123	1	   	263.14	橙3易伤2伤害2时间1全技能	19时间29伤害389易伤4全技能5a平台6核7赏金塔9序列升级
28	35522 62121	1	   	263.14	橙3易伤2伤害2时间1全技能	19时间29伤害389易伤4全技能5平台6核7赏金邻近9序列升级a低血量敌人
29	35522 62123	1	   	263.14	橙3易伤2伤害2时间1全技能	19时间29伤害389易伤4全技能5a平台6核7赏金邻近9序列升级
30	35522 61122	1	   	263.04	橙3易伤2伤害2时间1全技能	19时间29伤害389易伤4全技能5平台6核7赏金塔9序列升级a掉矿
31	35522 62122	1	   	263.04	橙3易伤2伤害2时间1全技能	19时间29伤害389易伤4全技能5平台6核7赏金邻近9序列升级a掉矿
32	35522 63111	1	   	263.04	橙3易伤2伤害2时间1全技能	18时间27伤害39a易伤4全技能5平台6核
33	35132 56222	9	 * 	262.93	橙4易伤3攻速1时间	1时间2467易伤349攻速4序列升级5雷电8基地爆炸a核
34	35132 56122	9	   	262.83	橙4易伤3攻速1时间	1时间2467易伤349攻速4序列升级5雷电8挖尘a核
35	35553 11222	5	   	262.19	橙2易伤2伤害2时间2雷电1攻速1全技能	19时间29易伤38雷电4攻速5全技能6核79伤害9序列升级a敌人爆炸
36	35553 11223	5	   	262.19	橙2易伤2伤害2时间2雷电1攻速1全技能	19时间29易伤38雷电4攻速5全技能6核79伤害9序列升级a最后敌人
37	35162 32115	5	   	262.11	橙3易伤1伤害1等级1时间1暴击1攻速	1时间267易伤3攻速4随机矿5暴击8核9等级a伤害
38	35553 11221	5	   	262.09	橙2易伤2伤害2时间2雷电1攻速1全技能	19时间29易伤38雷电4攻速5全技能6核79伤害9序列升级a掉矿
39	31234 14311	4	   	261.68	橙4易伤2时间1暴击1全技能	15时间2低血量敌人3掉矿459a易伤5序列升级6暴击7核8全技能
40	35132 52621	9	   	261.62	橙3易伤3攻速2时间2雷电	18时间246易伤348攻速48序列升级58雷电7额外掉落9核a低血量敌人
41	35132 52622	9	   	261.62	橙3易伤3攻速2时间2雷电	18时间246易伤348攻速48序列升级58雷电7额外掉落9核a敌人爆炸
42	35132 52623	10	   	261.52	橙3易伤3攻速2时间2雷电	18时间246易伤348攻速48序列升级58雷电7额外掉落9核a掉矿
43	62415 41126	4	   	261.46	橙4易伤3时间1全技能	179低血量敌人2加一3挖尘479时间5789易伤6全技能79序列升级a核
44	33343 16151	9	   	261.11	橙2易伤3时间2伤害2攻速	145时间2平台3额外掉落5a序列升级6a攻速7a伤害8a易伤9核
45	32162 53623	1	 * 	260.67	橙2易伤2时间2等级1伤害1暴击1全技能	19时间29易伤3暴击4雷电5平台6全技能7核89等级9序列升级a伤害
46	35132 32212	7	 * 	260.25	橙3易伤3攻速1伤害1时间	1时间248易伤347攻速4序列升级5雷电6掉矿9伤害a核
47	43212 36223	8	   	259.89	橙3易伤3时间3攻速1核弹	1核弹2立即金币39a攻速4最后敌人59a时间6双倍物品79a易伤8核9a序列升级
48	43213 36223	7	   	259.89	橙3易伤3时间3攻速1核弹	1核弹2立即金币39a攻速4最后敌人59a易伤6双倍物品7核89a时间9a序列升级
49	35133 21532	5	   	259.79	橙3易伤3时间3攻速	156时间248易伤348攻速48序列升级7双倍物品9核a立即金币
50	35133 21533	5	   	259.79	橙3易伤3时间3攻速	156时间248易伤348攻速48序列升级7双倍物品9核a敌人爆炸
51	35133 21535	5	   	259.79	橙3易伤3时间3攻速	156时间248易伤348攻速48序列升级7双倍物品9核a低血量敌人
52	35133 21534	5	   	259.69	橙3易伤3时间3攻速	156时间248易伤348攻速48序列升级7双倍物品9核a挖尘
53	35133 21354	10	   	259.69	橙4易伤2时间2攻速	15时间2479易伤34攻速4序列升级6金币生成8低血量敌人a核
54	65135 32221	8	   	259.66	橙3易伤2伤害1时间1攻速1全技能	19低血量敌人249易伤3攻速5最后敌人6全技能79伤害8核9序列升级a时间
55	35133 21115	10	   	259.00	橙3易伤2时间2攻速1暴击	15时间247易伤34攻速4序列升级6金币生成8雷电9暴击a核
56	35132 51315	10	   	258.90	橙3易伤2时间2攻速1暴击	17时间246易伤34攻速4序列升级5雷电8掉矿9暴击a核
57	35133 41115	10	   	258.90	橙3易伤2时间2攻速1暴击	15时间247易伤34攻速4序列升级6掉矿8雷电9暴击a核
58	35131 23152	4	   	258.78	橙3易伤3时间2攻速	178时间248易伤34攻速48序列升级5低血量敌人68金币生成9雷电a核
59	35135 23152	5	   	258.78	橙3易伤3时间2攻速	178时间248易伤34攻速48序列升级5最后敌人68金币生成9雷电a核
