0	Index      	*	Score	Code	Var
1	11322 47672	*	298.9	紫橙4易伤2矿等	15矿等2579易伤38核4加一5序列升级6挖尘a全技能
2	11332 22562	*	298.3	紫橙3易伤1伤害1矿等	1矿等259易伤38核45敌人爆炸5序列升级6伤害7技能a全技能
3	11322 87621	 	295.6	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6敌人爆炸9暴击a策反
4	61231 35125	*	295.4	橙橙3易伤1攻速	1攻速238易伤4平台5等级6a核7电对甲9立即金币
5	61231 32425	 	295.4	橙橙3易伤1攻速	1攻速237易伤4平台5等级6a核8火对愈9立即金币
6	11336 22562	 	294.7	紫橙3易伤1伤害1矿等	1矿等259易伤38核4敌人爆炸6伤害7技能a全技能
7	11322 47673	 	292.8	紫橙4易伤2矿等	15矿等2579易伤38核4加一5序列升级6挖尘a敌人爆炸
8	11322 57621	 	292.4	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6基地爆炸9暴击a策反
9	11332 22563	 	292.1	紫橙3易伤1伤害1矿等3敌人爆炸	1矿等259易伤38核45a敌人爆炸5序列升级6伤害7技能
10	11322 47621	 	292.1	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6挖尘9暴击a策反
11	11322 87623	 	291.5	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6敌人爆炸9暴击a等级
12	11116 61225	*	291.4	橙橙1易伤1伤害1矿等1暴击1攻速	1矿等2易伤3伤害4立即金币5暴击6技能7a核9攻速
13	11322 47627	 	290.7	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6挖尘9暴击a技能
14	11332 22555	*	290.4	紫橙2易伤2矿等1伤害	1a矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9时间
15	11322 87631	 	290.1	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6敌人爆炸9金币生成a暴击
16	11322 47671	 	289.2	紫橙4易伤2矿等	15矿等2579易伤38核4加一5序列升级6挖尘a双倍秒伤
17	11322 47674	 	289.0	紫橙4易伤2矿等1卖塔	15矿等2579易伤38核4加一5序列升级6挖尘a卖塔
18	11322 87642	 	288.9	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6敌人爆炸9双倍矿a全技能
19	11332 22565	 	288.6	紫橙3易伤1伤害1矿等	1矿等259易伤38核45敌人爆炸5序列升级6伤害7技能a残血敌人
20	11336 22563	 	288.5	紫橙3易伤1伤害1矿等	1矿等259易伤38核4a敌人爆炸6伤害7技能
21	11332 22561	 	288.5	紫橙3易伤1伤害1矿等	1矿等259易伤38核45敌人爆炸5序列升级6伤害7技能a双倍秒伤
22	11332 22521	 	288.5	紫橙2易伤1伤害1矿等1暴击	1矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9暴击a策反
23	11322 57623	 	288.2	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6基地爆炸9暴击a等级
24	11322 47623	 	287.9	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6挖尘9暴击a等级
25	11322 87624	 	287.5	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6敌人爆炸9暴击a基地爆炸
26	11322 47626	 	287.2	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6挖尘9暴击a敌人爆炸
27	11322 87622	 	287.2	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6敌人爆炸9暴击a额外掉落
28	11322 57631	 	286.8	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6基地爆炸9金币生成a暴击
29	11322 47638	 	286.5	紫橙3易伤2矿等1攻速	15矿等257易伤38核4加一5序列升级6挖尘9金币生成a攻速
30	11322 47631	 	286.5	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6挖尘9金币生成a暴击
31	11322 47628	 	285.8	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6挖尘9暴击a立即金币
32	11322 57642	 	285.6	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6基地爆炸9双倍矿a全技能
33	11322 47642	 	285.3	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9双倍矿a全技能
34	11336 22561	 	285.0	紫橙3易伤1伤害1矿等	1矿等259易伤38核4敌人爆炸6伤害7技能a双倍秒伤
35	11336 22521	 	284.9	紫橙2易伤1伤害1矿等1暴击	1矿等25易伤38核4敌人爆炸6伤害7技能9暴击a策反
36	15116 11225	 	284.4	橙橙1易伤1伤害1矿等1暴击1攻速	1矿等2核弹3易伤4立即金币5暴击6伤害7a核9攻速
37	11116 11225	 	284.4	橙橙1易伤1伤害1矿等1暴击1攻速	1矿等2易伤3伤害4立即金币5暴击6核弹7a核9攻速
38	11332 22523	 	284.3	紫橙2易伤1伤害1矿等1暴击	1矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9暴击a等级
39	11322 57624	 	284.3	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6a基地爆炸9暴击
40	11322 47646	 	284.0	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9双倍矿a雷电
41	11322 57622	 	284.0	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6基地爆炸9暴击a额外掉落
42	11322 47624	 	284.0	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6挖尘9暴击a基地爆炸
43	11322 47625	 	283.7	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6挖尘9暴击a赏金邻近
44	11322 47681	 	283.7	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6挖尘9掉矿a暴击
45	11322 47622	 	283.7	紫橙3易伤2矿等1暴击	15矿等257易伤38核4加一5序列升级6挖尘9暴击a额外掉落
46	11332 22525	 	283.6	紫橙2易伤1伤害1矿等1暴击3敌人爆炸	1矿等25易伤38核45a敌人爆炸5序列升级6伤害7技能9暴击
47	11322 87614	 	283.2	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6敌人爆炸9额外掉落a全技能
48	11332 22531	 	282.9	紫橙2易伤1伤害1矿等1暴击	1矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9金币生成a暴击
49	11322 57634	 	282.8	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6基地爆炸9金币生成a平台
50	11322 87643	 	282.7	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6a敌人爆炸9双倍矿
51	11322 47636	 	282.5	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9金币生成a全技能
52	11322 47634	 	282.5	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9金币生成a平台
53	11322 48672	 	281.8	紫橙3易伤2矿等	15矿等259易伤38核4加一5序列升级6挖尘7立即金币a全技能
54	11323 27684	 	281.6	紫橙2易伤2矿等1伤害1攻速	16矿等27易伤38核4加一5挖青9伤害a攻速
55	11323 27681	 	281.6	紫橙2易伤2矿等1伤害1暴击	16矿等27易伤38核4加一5挖青9伤害a暴击
56	11131 51651	*	281.1	橙2易伤2伤害2矿等2攻速2时间1暴击	19矿等2a易伤39伤害45攻速6暴击7核89时间9序列升级
57	11336 22523	 	280.8	紫橙2易伤1伤害1矿等1暴击	1矿等25易伤38核4敌人爆炸6伤害7技能9暴击a等级
58	11322 53672	 	280.3	紫橙3易伤2矿等	15矿等259易伤38核4加一5序列升级67基地爆炸a全技能
59	11332 22524	 	280.1	紫橙2易伤1伤害1矿等1暴击	1矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9暴击a赏金邻近
60	11332 22522	 	280.1	紫橙2易伤1伤害1矿等1暴击	1矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9暴击a额外掉落
61	11336 22525	 	280.1	紫橙2易伤1伤害1矿等1暴击	1矿等25易伤38核4a敌人爆炸6伤害7技能9暴击
62	11332 22526	 	280.1	紫橙2易伤1伤害1矿等1暴击	1矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9暴击a双倍秒伤
63	11322 57614	 	280.0	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6基地爆炸9额外掉落a全技能
64	11322 87633	 	279.9	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6a敌人爆炸9金币生成
65	11322 47684	 	279.7	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9掉矿a平台
66	11322 47614	 	279.7	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9额外掉落a全技能
67	11322 57643	 	279.4	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6基地爆炸9双倍矿a敌人爆炸
68	11322 87644	 	279.4	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6敌人爆炸9双倍矿a基地爆炸
69	11336 22531	 	279.3	紫橙2易伤1伤害1矿等1暴击	1矿等25易伤38核4敌人爆炸6伤害7技能9金币生成a暴击
70	11322 87641	 	279.1	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6敌人爆炸9双倍矿a双倍秒伤
71	11322 47643	 	279.1	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9双倍矿a敌人爆炸
72	11332 22535	 	278.9	紫橙2易伤1伤害1矿等	1矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9金币生成a全技能
73	11322 47663	 	278.5	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9时间a最后敌人
74	11322 47647	 	278.4	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9双倍矿a金币生成
75	11322 47662	 	278.3	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6a挖尘9时间
76	11322 47661	 	278.3	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9时间a赏金邻近
77	11322 47664	 	278.3	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9时间a赏金塔
78	11345 34333	 	277.9	紫橙3易伤1矿等1攻速	1矿等267易伤3a核4最后敌人5攻速8双倍秒伤9平台
79	11332 45533	 	277.7	紫橙2易伤1伤害1矿等	1矿等25易伤3a核45敌人爆炸5序列升级6基地爆炸7时间8伤害9平台
80	11323 27682	 	277.6	紫橙2易伤2矿等1伤害	16矿等27易伤38核4加一5挖青9伤害a平台
81	11323 27647	 	277.6	紫橙2易伤2矿等1伤害	16矿等27易伤38核4加一5挖青9全技能a伤害
82	11332 22554	 	277.6	紫橙2易伤1伤害1矿等	1矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9时间a金币生成
83	61231 32651	*	277.3	橙4易伤2伤害2攻速	19攻速237a易伤4平台59等级6核89伤害9序列升级
84	11314 22363	 	277.2	紫橙2易伤1伤害1矿等1暴击	1矿等28易伤3a核4赏金邻近5时间6伤害7暴击9金币生成
85	11322 87634	 	276.6	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6敌人爆炸9金币生成a基地爆炸
86	11322 57633	 	276.6	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6基地爆炸9金币生成a敌人爆炸
87	11336 22522	 	276.5	紫橙2易伤1伤害1矿等1暴击	1矿等25易伤38核4敌人爆炸6伤害7技能9暴击a额外掉落
88	11336 22524	 	276.5	紫橙2易伤1伤害1矿等1暴击	1矿等25易伤38核4敌人爆炸6伤害7技能9暴击a赏金邻近
89	11336 22526	 	276.5	紫橙2易伤1伤害1矿等1暴击	1矿等25易伤38核4敌人爆炸6伤害7技能9暴击a双倍秒伤
90	11327 47621	 	276.4	紫橙3易伤1矿等1暴击	1矿等257易伤38核4加一6挖尘9暴击a策反
91	11322 47633	 	276.3	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9金币生成a敌人爆炸
92	11322 87632	 	276.2	紫橙3易伤2矿等1卖塔	15矿等257易伤38核4加一5序列升级6敌人爆炸9金币生成a卖塔
93	61233 32363	 	276.1	橙橙2易伤1攻速	1攻速23易伤4平台5随机矿6a核7敌人爆炸8残血敌人9挖青
94	11322 57641	 	275.9	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6基地爆炸9双倍矿a双倍秒伤
95	11322 57644	 	275.7	紫橙3易伤2矿等1卖塔	15矿等257易伤38核4加一5序列升级6基地爆炸9双倍矿a卖塔
96	11322 48673	 	275.6	紫橙3易伤2矿等	15矿等259易伤38核4加一5序列升级6挖尘7立即金币a敌人爆炸
97	11322 47617	 	275.6	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9额外掉落a随机矿
98	11322 47615	 	275.6	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9额外掉落a冰对甲
99	11322 47641	 	275.6	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9双倍矿a双倍秒伤
100	11322 88621	 	275.6	紫橙2易伤2矿等1暴击	15矿等25易伤38核4加一5序列升级6敌人爆炸7立即金币9暴击a策反
101	11322 66621	 	275.5	紫橙2易伤2矿等1暴击	15矿等25易伤38核4加一5序列升级6掉矿7随机矿9暴击a策反
102	11322 47644	 	275.4	紫橙3易伤2矿等1卖塔	15矿等257易伤38核4加一5序列升级6挖尘9双倍矿a卖塔
103	11336 22535	 	275.4	紫橙2易伤1伤害1矿等	1矿等25易伤38核4敌人爆炸6伤害7技能9金币生成a全技能
104	11345 32521	 	275.1	紫橙2易伤1矿等1暴击1攻速	1矿等26易伤38核4最后敌人5攻速7技能9暴击a策反
105	11332 22553	 	275.0	紫橙2易伤1伤害1矿等	1矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9时间a基地爆炸
106	11332 22552	 	274.7	紫橙2易伤1伤害1矿等	1矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9时间a挖尘
107	11332 22551	 	274.7	紫橙2易伤1伤害1矿等	1矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9时间a赏金邻近
108	11334 33423	 	274.1	紫橙2易伤1伤害1矿等	1矿等27易伤3a核4敌人爆炸5最后敌人6平台8时间9伤害
109	11322 53673	 	274.1	紫橙3易伤2矿等	15矿等259易伤38核4加一5序列升级67基地爆炸a敌人爆炸
110	61231 32521	*	274.0	橙5易伤2攻速1矿等	18攻速2378a易伤4平台58等级6核8序列升级9矿等
111	11322 87611	 	273.7	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6敌人爆炸9额外掉落a最后敌人
112	11322 87613	 	273.5	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6敌人爆炸9额外掉落a掉矿
113	11322 87612	 	273.5	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6敌人爆炸9额外掉落a挖尘
114	11322 47683	 	273.5	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9掉矿a敌人爆炸
115	11332 22533	 	273.4	紫橙2易伤1伤害1矿等	1矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9金币生成a等级
116	11131 51451	 	273.2	橙2易伤2伤害2矿等2攻速1暴击	19矿等2a易伤39伤害45攻速6暴击7核89敌人爆炸9序列升级
117	11322 47635	 	273.0	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9金币生成a最后敌人
118	11322 57632	 	272.9	紫橙3易伤2矿等1卖塔	15矿等257易伤38核4加一5序列升级6基地爆炸9金币生成a卖塔
119	61313 12333	*	272.9	紫橙3易伤2攻速	16攻速256易伤3a核4赏金邻近6序列升级7额外掉落8最后敌人9全技能
120	61233 33363	 	272.8	橙橙2易伤1攻速	1攻速23易伤4平台5随机矿6a核7基地爆炸8残血敌人9挖青
121	11322 47637	 	272.8	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9金币生成a双倍秒伤
122	11322 47616	 	272.8	紫橙3易伤2矿等	15矿等257易伤38核4加一5序列升级6挖尘9额外掉落a金币生成
123	11322 47632	 	272.6	紫橙3易伤2矿等1卖塔	15矿等257易伤38核4加一5序列升级6挖尘9金币生成a卖塔
124	11322 58621	 	272.3	紫橙2易伤2矿等1暴击	15矿等25易伤38核4加一5序列升级6基地爆炸7立即金币9暴击a策反
125	61331 32562	 	272.2	紫橙3易伤1攻速	1攻速269易伤38核4敌人爆炸5随机矿7技能a双倍矿
126	11327 47623	 	272.2	紫橙3易伤1矿等1暴击	1矿等257易伤38核4加一6挖尘9暴击a等级
127	11322 48671	 	272.1	紫橙3易伤2矿等	15矿等259易伤38核4加一5序列升级6挖尘7立即金币a双倍秒伤
128	61333 23533	 	272.0	紫橙2易伤2攻速1矿等	18攻速28易伤3a核4敌人爆炸5挖青6矿等78最后敌人8序列升级9平台
129	11322 48621	 	272.0	紫橙2易伤2矿等1暴击	15矿等25易伤38核4加一5序列升级6挖尘7立即金币9暴击a策反
130	11332 22514	 	272.0	紫橙2易伤1伤害1矿等	1矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9额外掉落a冰对甲
131	11332 22516	 	272.0	紫橙2易伤1伤害1矿等	1矿等25易伤38核45敌人爆炸5序列升级6伤害7技能9额外掉落a随机矿
132	11322 48674	 	271.9	紫橙3易伤2矿等1卖塔	15矿等259易伤38核4加一5序列升级6挖尘7立即金币a卖塔
133	51122 26163	 	271.8	橙橙1易伤1伤害1矿等1暴击	1双倍秒伤2伤害3暴击4矿等5最后敌人6基地爆炸7a核8金币生成9易伤
134	11336 22553	 	271.4	紫橙2易伤1伤害1矿等	1矿等25易伤38核4敌人爆炸6伤害7技能9时间a基地爆炸
135	11322 88623	 	271.4	紫橙2易伤2矿等1暴击	15矿等25易伤38核4加一5序列升级6敌人爆炸7立即金币9暴击a等级
136	11322 66623	 	271.4	紫橙2易伤2矿等1暴击	15矿等25易伤38核4加一5序列升级6掉矿7随机矿9暴击a等级
137	61328 62222	 	271.3	紫橙3易伤2攻速	19攻速27a易伤36核4加一8时间
138	61326 62222	 	271.3	紫橙3易伤2攻速	19攻速27a易伤36核4加一8时间
139	11336 22552	 	271.1	紫橙2易伤1伤害1矿等	1矿等25易伤38核4敌人爆炸6伤害7技能9时间a挖尘
140	11336 22551	 	271.1	紫橙2易伤1伤害1矿等	1矿等25易伤38核4敌人爆炸6伤害7技能9时间a赏金邻近
141	61342 23521	 	270.8	紫橙2易伤1伤害1攻速1暴击	1攻速25易伤38核45最后敌人5序列升级6伤害7技能点9暴击a策反
142	11327 47631	 	270.8	紫橙3易伤1矿等1暴击	1矿等257易伤38核4加一6挖尘9金币生成a暴击
143	11314 12363	 	270.7	紫橙2易伤1矿等1暴击1攻速	1矿等28易伤3a核4赏金邻近5时间6攻速7暴击9金币生成
144	11322 48627	 	270.6	紫橙2易伤2矿等1暴击	15矿等25易伤38核4加一5序列升级6挖尘7立即金币9暴击a技能
145	61322 84744	*	270.6	紫橙2易伤2攻速1伤害	15攻速25易伤39核4加一5序列升级6额外掉落7全技能8挖尘a伤害
