0	Index      	*	Score	Code	Var
1	11123 25432	*	298.3	橙橙2易伤1伤害1暴击	15易伤2暴击3技能4随机矿6双倍秒伤7雷电8伤害9a核
2	24634 43243	*	297.4	橙橙3易伤1暴击	1双倍秒伤268易伤3雷电4全技能5加一7a核9暴击
3	14234 43243	 	297.4	橙橙3易伤1暴击	168易伤2雷电3双倍秒伤4全技能5加一7a核9暴击
4	11143 25432	 	295.5	橙橙2易伤1伤害1暴击	15易伤2暴击3技能4金币生成6双倍秒伤7雷电8伤害9a核
5	14321 24153	*	286.9	橙橙2伤害1易伤3雷电	1易伤248雷电34伤害4序列升级5防空对愈6时间7a核9敌人爆炸
6	11162 61432	*	285.0	橙橙1易伤2暴击1伤害2雷电	1易伤26暴击3技能4双倍秒伤56雷电6序列升级7随机矿8伤害9a核
7	31613 35132	 	284.3	橙橙1易伤1伤害1攻速1暴击	1挖尘2暴击3时间4伤害5金币生成6攻速7雷电8易伤9a核
8	11535 21162	 	284.3	橙橙1易伤1伤害1暴击1攻速	1易伤2暴击3金币生成4雷电5攻速6a核7挖尘8伤害9时间
9	11211 76732	 	284.0	橙橙2易伤2时间1暴击	16易伤2暴击3掉矿4加一56时间6序列升级7雷电8敌人爆炸9a核
10	11211 76542	 	284.0	橙橙2易伤2时间1暴击	16易伤2暴击3掉矿4加一56时间6序列升级7雷电8a核9敌人爆炸
11	14234 43273	 	283.5	橙橙3易伤1卖塔	168易伤2雷电3双倍秒伤4全技能5加一7a核9卖塔
12	15143 35132	 	282.2	橙橙1易伤1伤害1暴击1攻速	1易伤2伤害3敌人爆炸4暴击5挖尘6攻速7雷电8随机矿9a核
13	11413 35132	 	282.2	橙橙1易伤1伤害1暴击1攻速	1易伤2暴击3敌人爆炸4伤害5挖尘6攻速7雷电8随机矿9a核
14	24634 33243	 	281.8	橙橙2易伤2雷电1暴击	1双倍秒伤28易伤36雷电4全技能5加一7a核9暴击
15	14234 33243	 	281.8	橙橙2易伤2雷电1暴击	18易伤26雷电3双倍秒伤4全技能5加一7a核9暴击
16	11235 35432	 	281.4	橙橙1易伤1伤害1攻速1暴击	1易伤2暴击3掉矿4雷电5攻速6时间7挖尘8伤害9a核
17	11235 21162	 	281.4	橙橙1易伤1伤害1攻速1暴击	1易伤2暴击3掉矿4雷电5攻速6a核7挖尘8伤害9时间
18	14234 41443	 	280.8	橙橙2易伤1暴击	16易伤2雷电3双倍秒伤4全技能5加一7双倍矿8a核9暴击
19	24634 41443	 	280.8	橙橙2易伤1暴击	1双倍秒伤26易伤3雷电4全技能5加一7双倍矿8a核9暴击
20	11211 76832	 	280.7	橙橙2易伤2时间1暴击	16易伤2暴击3掉矿4加一56时间6序列升级7雷电8基地爆炸9a核
21	35442 33132	 	278.9	橙橙1易伤1伤害1暴击	1挖尘2伤害3时间4暴击5雷电6策反7金币生成8易伤9a核
22	31612 33132	 	278.9	橙橙1易伤1伤害1暴击	1挖尘2暴击3时间4伤害5雷电6策反7金币生成8易伤9a核
23	11162 51432	 	278.6	橙橙1易伤1伤害2雷电1暴击	1易伤2暴击3技能4双倍秒伤56雷电7随机矿8伤害9a核
24	11632 15432	 	278.0	橙橙1易伤1伤害1暴击1攻速	1易伤2暴击3立即金币4攻速5雷电6金币生成7双倍秒伤8伤害9a核
25	11613 35432	 	278.0	橙橙1易伤1伤害1暴击1攻速	1易伤2暴击3立即金币4双倍秒伤5金币生成6攻速7雷电8伤害9a核
26	14262 35132	 	278.0	橙橙2易伤2雷电	16易伤25雷电3双倍秒伤4等级7平台8双倍矿9a核
27	31612 43132	 	277.6	橙橙1易伤1伤害1暴击	1挖尘2暴击3时间4伤害5雷电6技能7金币生成8易伤9a核
28	11211 66542	 	277.4	橙橙2易伤1暴击	17易伤2暴击3掉矿4加一5时间6雷电8a核9敌人爆炸
29	11211 66732	 	277.4	橙橙2易伤1暴击	17易伤2暴击3掉矿4加一5时间6雷电8敌人爆炸9a核
30	11512 76432	 	277.1	橙橙2易伤1暴击	16易伤2暴击3金币生成4加一56最后敌人6序列升级7雷电8时间9a核
31	11512 66432	 	276.9	橙橙2易伤1暴击	17易伤2暴击3金币生成4加一5最后敌人6雷电8时间9a核
32	14234 43841	 	276.9	橙橙2易伤	16易伤2雷电3双倍秒伤4全技能5加一7a核8技能9时间
33	11253 53231	 	276.8	橙橙2易伤1矿等1暴击	15易伤2暴击3掉矿4赏金塔6a核7立即金币8矿等
34	11253 53251	 	276.8	橙橙2易伤1矿等1暴击	15易伤2暴击3掉矿4赏金塔6a核7立即金币8矿等
35	11513 76432	 	276.7	橙橙2易伤1暴击	16易伤2暴击3金币生成4加一56挖尘6序列升级7雷电8时间9a核
36	11513 66432	 	276.7	橙橙2易伤1暴击	17易伤2暴击3金币生成4加一5挖尘6雷电8时间9a核
37	14222 35132	 	276.6	橙橙2易伤2雷电	16易伤25雷电3双倍秒伤4金币生成7平台8双倍矿9a核
38	24622 35132	 	276.6	橙橙2易伤2雷电	1双倍秒伤26易伤35雷电4金币生成7平台8双倍矿9a核
39	11413 35632	 	276.6	橙橙1易伤1伤害1暴击1攻速	1易伤2暴击3敌人爆炸4伤害5挖尘6攻速7雷电8技能点9a核
40	11413 35532	 	276.6	橙橙1易伤1伤害1暴击1攻速	1易伤2暴击3敌人爆炸4伤害5挖尘6攻速7雷电8掉矿9a核
41	35442 32132	 	276.1	橙橙1易伤1伤害1暴击	1挖尘2伤害3时间4暴击5雷电6策反7技能点8易伤9a核
42	31612 32132	 	276.1	橙橙1易伤1伤害1暴击	1挖尘2暴击3时间4伤害5雷电6策反7技能点8易伤9a核
43	33512 25332	 	275.9	橙橙2易伤2雷电	1挖尘27易伤3等级4敌人爆炸5平台68雷电9a核
44	11163 35332	 	275.8	橙橙1易伤1伤害2雷电1暴击	1易伤2暴击3技能4双倍秒伤5金币生成6伤害78雷电9a核
45	24363 35332	 	275.8	橙橙1易伤1伤害2雷电1暴击	1双倍秒伤2易伤3技能4暴击5金币生成6伤害78雷电9a核
46	11163 35532	 	275.6	橙橙1易伤2暴击1伤害	1易伤28暴击3技能4双倍秒伤5金币生成6伤害7雷电9a核
47	11316 24422	 	275.0	橙橙2易伤1暴击1卖塔	15易伤2暴击4额外掉落6卖塔7策反8a核9平台
48	11336 36133	 	275.0	橙橙2易伤1矿等1暴击	14易伤2暴击5矿等6a核7赏金邻近8基地爆炸9残血敌人
49	15622 13211	*	275.0	橙5易伤2伤害	15679易伤25伤害3随机矿4平台5序列升级8雷电a核
50	11336 36123	 	274.9	橙橙2易伤1矿等1暴击	14易伤2暴击5矿等6a核7赏金邻近8基地爆炸9挖尘
51	33512 25132	 	274.9	橙橙2易伤	1挖尘27易伤3等级4敌人爆炸5平台6雷电8双倍矿9a核
52	11336 31523	 	274.8	橙橙2易伤1矿等1暴击	14易伤2暴击5矿等6a核7最后敌人8挖尘9赏金塔
53	24363 35132	 	274.8	橙橙1易伤1伤害1暴击	1双倍秒伤2易伤3技能4暴击5金币生成6伤害7雷电8双倍矿9a核
54	11163 35132	 	274.8	橙橙1易伤1伤害1暴击	1易伤2暴击3技能4双倍秒伤5金币生成6伤害7雷电8双倍矿9a核
55	11336 36243	 	274.7	橙橙2易伤1矿等1暴击	14易伤2暴击5矿等6a核7赏金邻近8挖尘9残血敌人
56	11135 33632	 	274.7	橙橙1易伤1攻速1暴击	1易伤2暴击3技能4雷电5攻速6时间7金币生成8敌人爆炸9a核
57	11132 21152	 	274.7	橙橙1易伤1伤害1暴击	1易伤2暴击3技能4雷电5掉矿6a核7挖尘8伤害9时间
58	11231 45432	 	274.7	橙橙1易伤1伤害1暴击	1易伤2暴击3掉矿4雷电5时间6技能7挖尘8伤害9a核
59	31612 42132	 	274.7	橙橙1易伤1伤害1暴击	1挖尘2暴击3时间4伤害5雷电6技能7技能点8易伤9a核
60	11132 35432	 	274.7	橙橙1易伤1伤害1暴击	1易伤2暴击3技能4雷电5掉矿6时间7挖尘8伤害9a核
61	11253 51231	 	274.6	橙橙2易伤1矿等1暴击	15易伤2暴击37掉矿4赏金塔6a核8矿等
62	11253 51251	 	274.6	橙橙2易伤1矿等1暴击	15易伤2暴击37掉矿4赏金塔6a核8矿等
63	11163 35632	 	274.6	橙橙1易伤1伤害1暴击2技能	1易伤2暴击38技能4双倍秒伤5金币生成6伤害7雷电9a核
64	56332 32132	 	274.3	橙橙1易伤1伤害1暴击	1金币生成2伤害3敌人爆炸4最后敌人5雷电6策反7暴击8易伤9a核
65	11212 76432	 	274.2	橙橙2易伤1暴击	16易伤2暴击3掉矿4加一56最后敌人6序列升级7雷电8时间9a核
66	11211 66832	 	274.1	橙橙2易伤1暴击	17易伤2暴击3掉矿4加一5时间6雷电8基地爆炸9a核
67	14332 32632	 	274.1	橙橙1易伤1伤害1暴击	1易伤2雷电3伤害4金币生成5时间6核弹7暴击8敌人爆炸9a核
68	11212 66432	 	274.0	橙橙2易伤1暴击	17易伤2暴击3掉矿4加一5最后敌人6雷电8时间9a核
69	11135 35132	 	274.0	橙橙1易伤1暴击1攻速	1易伤2暴击3技能4雷电5攻速6时间7挖尘8随机矿9a核
70	11213 66432	 	273.8	橙橙2易伤1暴击	17易伤2暴击3掉矿4加一5挖尘6雷电8时间9a核
71	11213 76432	 	273.8	橙橙2易伤1暴击	16易伤2暴击3掉矿4加一56挖尘6序列升级7雷电8时间9a核
72	14223 35332	 	273.8	橙橙2易伤2雷电	16易伤28雷电3双倍秒伤45金币生成7平台9a核
73	24623 35332	 	273.8	橙橙2易伤2雷电	1双倍秒伤26易伤38雷电45金币生成7平台9a核
74	12524 21315	*	273.1	紫橙3易伤2暴击3敌人爆炸	139易伤2a核39序列升级4随机矿5挖尘69暴击789敌人爆炸
75	14222 35632	 	273.1	橙橙2易伤2雷电	16易伤25雷电3双倍秒伤4金币生成7平台8立即金币9a核
76	16123 34127	 	273.0	橙橙2伤害1易伤	1易伤2平台35伤害4爆破对冰6时间7a核8挖尘9加一
77	11135 23252	 	272.8	橙橙1易伤1暴击1攻速	1易伤2暴击3技能4雷电5攻速6a核7等级8基地爆炸9时间
78	14223 35132	 	272.8	橙橙2易伤	16易伤2雷电3双倍秒伤45金币生成7平台8双倍矿9a核
79	24623 35132	 	272.8	橙橙2易伤	1双倍秒伤26易伤3雷电45金币生成7平台8双倍矿9a核
80	11535 21262	 	272.5	橙橙1易伤1暴击1攻速	1易伤2暴击3金币生成4雷电5攻速6a核7挖尘8策反9时间
81	31623 35132	 	272.5	橙橙1易伤1攻速1暴击	1挖尘2暴击3时间4策反5金币生成6攻速7雷电8易伤9a核
82	31133 53452	 	272.2	橙橙1易伤1矿等1暴击	1挖尘2暴击3技能4雷电5矿等6核弹7易伤8a核9时间
83	31121 15432	 	272.2	橙橙1易伤1伤害1暴击	1挖尘2暴击3技能4随机矿5最后敌人6易伤7雷电8伤害9a核
84	11122 65432	 	272.2	橙橙1易伤1伤害1暴击	1易伤2暴击3技能4随机矿5最后敌人6挖尘7雷电8伤害9a核
85	11126 35632	 	272.2	橙橙1易伤1暴击	1易伤2暴击3技能4随机矿5策反6时间7雷电8敌人爆炸9a核
86	11163 15432	 	272.0	橙橙1易伤1伤害1暴击	1易伤2暴击3技能4双倍秒伤56金币生成7雷电8伤害9a核
87	33222 35462	 	272.0	橙橙2易伤	15挖尘25易伤3立即金币4平台5序列升级6技能点7雷电8a核9时间
88	11135 32632	 	271.9	橙橙1易伤1攻速1暴击	1易伤2暴击3技能4雷电5攻速6时间7技能点8敌人爆炸9a核
89	15622 16311	 	271.7	橙4易伤2伤害1暴击	1569易伤25伤害3随机矿4平台5序列升级7策反8暴击a核
90	14342 32632	 	271.4	橙橙1易伤1伤害1暴击	1易伤2雷电3伤害4最后敌人5掉矿6策反7暴击8敌人爆炸9a核
91	33512 25632	 	271.4	橙橙2易伤	1挖尘27易伤3等级4敌人爆炸5平台6雷电8立即金币9a核
92	11135 13452	 	271.2	橙橙1易伤1暴击1攻速	1易伤2暴击3技能4雷电5攻速6挖尘7金币生成8a核9时间
93	31135 23132	 	271.2	橙橙1易伤1暴击1攻速	1挖尘2暴击3技能4雷电5攻速6时间7金币生成8易伤9a核
94	33433 26433	 	271.1	橙橙2易伤1暴击	136挖尘24易伤5火对甲7a核8随机矿9暴击
95	14333 32462	 	270.8	橙橙1易伤1伤害1暴击	1易伤2雷电3伤害4金币生成5基地爆炸6核弹7暴击8a核9时间
96	34333 32132	 	270.7	橙橙1易伤1伤害1暴击	1挖尘2雷电3伤害4最后敌人5金币生成6策反7暴击8易伤9a核
97	11423 35132	 	270.5	橙橙1易伤1攻速1暴击	1易伤2暴击3敌人爆炸4策反5挖尘6攻速7雷电8随机矿9a核
98	11132 45432	 	269.9	橙橙1易伤1伤害1暴击	1易伤2暴击3技能4雷电5掉矿6敌人爆炸7挖尘8伤害9a核
99	11235 21262	 	269.7	橙橙1易伤1攻速1暴击	1易伤2暴击3掉矿4雷电5攻速6a核7挖尘8策反9时间
100	33121 62425	*	269.6	橙橙2易伤2暴击	168挖尘25易伤3随机矿48基地爆炸78暴击8序列升级9a核
101	11212 76732	 	269.4	橙橙2易伤1暴击	16易伤2暴击3掉矿4加一56最后敌人6序列升级7雷电8敌人爆炸9a核
102	11212 76542	 	269.4	橙橙2易伤1暴击	16易伤2暴击3掉矿4加一56最后敌人6序列升级7雷电8a核9敌人爆炸
103	12523 13415	*	269.4	紫橙3易伤3时间1卖塔	139易伤2a核39序列升级4随机矿589时间6卖塔79敌人爆炸
104	31141 15432	 	269.4	橙橙1易伤1伤害1暴击	1挖尘2暴击3技能4金币生成5最后敌人6易伤7雷电8伤害9a核
105	14223 35632	 	269.3	橙橙2易伤	16易伤2雷电3双倍秒伤45金币生成7平台8立即金币9a核
106	11212 66542	 	269.2	橙橙2易伤1暴击	17易伤2暴击3掉矿4加一5最后敌人6雷电8a核9敌人爆炸
107	11212 66732	 	269.2	橙橙2易伤1暴击	17易伤2暴击3掉矿4加一5最后敌人6雷电8敌人爆炸9a核
108	11135 45132	 	269.1	橙橙1易伤1暴击1攻速	1易伤2暴击3技能4雷电5攻速6敌人爆炸7挖尘8随机矿9a核
109	11213 76542	 	269.0	橙橙2易伤1暴击	16易伤2暴击3掉矿4加一56挖尘6序列升级7雷电8a核9敌人爆炸
110	11213 66542	 	269.0	橙橙2易伤1暴击	17易伤2暴击3掉矿4加一5挖尘6雷电8a核9敌人爆炸
111	11126 35412	 	268.8	橙橙1易伤1暴击	1易伤2暴击3技能4随机矿5策反6时间7雷电8a核9最后敌人
112	11135 24252	 	268.6	橙橙1易伤1暴击1攻速	1易伤2暴击3技能4雷电5攻速6a核7技能点8基地爆炸9时间
113	12533 26743	 	268.5	紫橙3易伤1暴击	135易伤2a核3序列升级4雷电6双倍秒伤7加一8全技能9暴击
114	11132 65432	 	268.4	橙橙1易伤1伤害1暴击	1易伤2暴击3技能4雷电5掉矿6双倍秒伤7立即金币8伤害9a核
115	11332 32261	 	268.4	橙橙2易伤1暴击	14易伤2暴击57金币生成6a核8赏金塔9随机矿
116	11135 12452	 	268.3	橙橙1易伤1攻速1暴击	1易伤2暴击3技能4雷电5攻速6挖尘7技能点8a核9时间
117	31135 22132	 	268.3	橙橙1易伤1攻速1暴击	1挖尘2暴击3技能4雷电5攻速6时间7技能点8易伤9a核
118	11111 66111	 	233.9	橙4易伤1暴击	178a易伤2暴击3技能4加一5时间6雷电9核
