0	Index      	 *	Score 	Summary	Detail	
1	12433 44212	 * 	292.87	ACR|DCR|2TLV|2LIT|1VULN|1BBNT	1AAC|29RCR|3aLIT|4RPLT|5VULN|6BBNT|7aTLV|8aBEXP|aBPWR
2	12434 24212	   	288.77	ACR|DCR|2TLV|2LIT|1VULN	1AAC|29RCR|3aLIT|4RPLT|5TBNT|6VULN|7aTLV|8aBEXP|aBPWR
3	11313 55223	 * 	285.80	DCR|DCR|2VULN|1LIT|1DMG|1CDMG|1BBNT	1AAC|2BASARM|35VULN|4CDMG|6BBNT|7aRCR|8LIT|9DMG
4	12113 32553	 * 	285.62	ACR|DCR|3MLV|2TLV|2CDMG|1DUR	1AAC|2aRCR|3AART|478MLV|57CDMG|67TLV|7BPWR|9DUR
5	24133 41631	 * 	277.50	DCR|2VULN|2TLV|2LIT|1ASPD|1BBNT	1LHND|2aLIT|3AME|4CGEN|5aTLV|6BBNT|7ASPD|8RCR|9aVULN|aBPWR
6	12113 32513	   	275.86	ACR|DCR|3MLV|2TLV|2CDMG	1AAC|2aRCR|3AART|478MLV|57CDMG|67TLV|7BPWR|9DUST
7	15225 31362	 * 	274.74	DCR|2TLV|2LIT|2MLV|1RPLT|1BBNT	1AAC|2TBNT|3RPLT|4BBNT|5aLIT|6RCR|7aTLV|8aMLV|9RMIN|aBPWR
8	34513 22253	 * 	271.30	DCR|2VULN|2LIT|2DMG|1TLV	12CGEN|26BPWR|3RCVC|46LIT|56DMG|7RCR|8aVULN|9TLV
9	32251 15621	 * 	268.42	DCR|DCR|1TLV|1VULN|1DMG|1DUR	1CGEN|2ERES|3VULN|4DMG|5AAC|6ZMB|7TLV|8aRCR|9DUR
10	16313 33631	   	263.75	DCR|2VULN|2TLV|2LIT|1BBNT	1AAC|2aLIT|3LWND|47AEFBLL|5aTLV|6BBNT|8RCR|9aVULN|aBPWR
11	15225 31342	 * 	263.49	DCR|2LIT|2MLV|1TLV|2ASPD|1RPLT|1BBNT	1AAC|2TBNT|3RPLT|4BBNT|5aLIT|6RCR|7TLV|8aMLV|9aASPD|aBPWR
12	16423 42121	 * 	262.95	DCR|2TLV|3DMG|2LIT|1CDMG	1AAC|27LIT|378DMG|4RMIN|57TLV|6DMSP|7BPWR|9RCR|aCDMG
