0	Index      	 *	Score 	Summary	Detail	Bounty	
1	61421 22623	 * 	315.44	紫4易伤3伤害3等级3时间	1全技能279等级3核47a时间579a易伤6额外掉落79a序列升级89a伤害	7
2	13314 16846	 * 	295.47	橙4易伤2等级3时间1核弹	1核弹2加一367a易伤4立即金币56a时间6a序列升级8核9a等级	7
3	13314 18846	   	295.47	橙4易伤2等级3时间1核弹	1核弹2加一367a易伤4立即金币56a时间6a序列升级8核9a等级	6
4	13314 48846	   	295.47	橙4易伤2等级3时间1核弹	1核弹2加一367a易伤4立即金币56a时间6a序列升级8核9a等级	5
5	12216 53331	   	294.90	橙3易伤2等级2时间1伤害1暴击1核弹	1核弹2a等级3金币生成4a时间5暴击6伤害78a易伤9核a序列升级	7
6	12256 25331	   	294.90	橙3易伤2等级2时间1伤害1暴击1核弹	1核弹2a等级3金币生成48a易伤5暴击6伤害7a时间9核a序列升级	5
7	12256 53131	   	294.90	橙3易伤2等级2时间1伤害1暴击1核弹	1核弹2a等级3金币生成47a易伤5暴击6伤害8a时间9核a序列升级	7
8	12416 53331	   	294.80	橙3易伤2等级2时间1伤害1暴击1核弹	1核弹2a等级3掉矿4a时间5暴击6伤害78a易伤9核a序列升级	7
9	13417 83337	 * 	294.38	橙3易伤3等级3时间1伤害1核弹	1核弹2加一3赏金邻近49a时间5伤害69a等级7核89a易伤9a序列升级	2
10	61355 23121	 * 	291.22	橙3易伤2等级2伤害1时间	1全技能29等级3额外掉落4时间589易伤6核79伤害9序列升级a雷电	5
11	61145 22123	 * 	288.27	橙5易伤2等级1伤害	1全技能26等级3456a易伤6序列升级7核8掉矿9伤害	9
12	61145 22121	 * 	287.52	橙4易伤3等级2伤害	1全技能26a等级3456易伤6a序列升级7核8a掉矿9a伤害	10
13	61145 22122	   	287.52	橙4易伤2等级2伤害	1全技能26等级3456易伤6序列升级7核8掉矿9a伤害	10
14	11362 35225	 * 	285.79	橙2易伤3时间2伤害1等级2全技能1核弹	1核弹27a时间34全技能57伤害67易伤7序列升级8等级9核	8
