0	Index      	 *	Score 	Summary	Detail	
1	22243 53252	 * 	369.80	橙2易伤1双倍秒伤2时间1等级	13易伤2最后敌人4随机矿56时间7散射对绿8核9等级a双倍秒伤
2	22241 53252	   	357.35	橙2易伤1双倍秒伤1等级1时间	13易伤2最后敌人4随机矿5狙击对毒6时间7双倍矿8核9等级a双倍秒伤
3	24214 13343	 * 	353.80	橙4易伤1双倍秒伤2暴击1时间	1479易伤2赏金塔3双倍秒伤4序列升级5a暴击6核8时间
4	24214 11411	 * 	351.53	橙2双倍秒伤2易伤2暴击1时间	14易伤2赏金塔3a双倍秒伤4序列升级59暴击6核7赏金邻近8时间
5	43412 22116	 * 	348.09	紫2易伤1双倍秒伤2等级1时间1全技能	178随机技能2核37易伤47等级5雷电减费6全技能7序列升级9时间a双倍秒伤
6	43412 22412	   	348.09	紫2易伤1双倍秒伤2等级1时间1全技能	17随机技能2核37易伤47等级5雷电减费6全技能7序列升级8双倍矿9时间a双倍秒伤
7	22335 62533	 * 	344.43	橙3易伤2等级2时间1全技能	178易伤2最后敌人3全技能4核弹57时间67等级7序列升级9基地爆炸a核
8	24214 13341	   	341.35	橙4易伤1双倍秒伤1暴击1时间	1479易伤2赏金塔3双倍秒伤4序列升级5暴击6核8时间a矿等
9	24214 13342	   	341.35	橙4易伤1双倍秒伤1暴击1时间	1479易伤2赏金塔3双倍秒伤4序列升级5暴击6核8时间a敌人爆炸
10	24214 13334	 * 	340.99	橙3易伤1双倍秒伤1暴击2时间1等级	147易伤2赏金塔3双倍秒伤4序列升级5暴击6核89时间a等级
11	24433 12331	 * 	340.89	3易伤1双倍秒伤3伤害2时间	189易伤2赏金塔3挖青4矿等568伤害78时间8序列升级a双倍秒伤
