0	Index      	Bounty	 *	Score 	Summary	Detail	
1	33334 36512	7	 * 	286.77	DCR|3VULN|3DUR|2DMG|2TLV	19TLV|245DUR|3MLV|689VULN|79DMG|9BPWR|aRCR
2	33336 26512	7	   	286.77	DCR|3VULN|3DUR|2DMG|2TLV	19TLV|246DUR|3MLV|589VULN|79DMG|9BPWR|aRCR
3	43231 33252	7	 * 	282.75	DCR|4VULN|2DMG|2ASPD|1DUR	19DMG|2DUR|3689VULN|4CGEN|5DUST|79ASPD|9BPWR|aRCR
4	31325 56133	1	 * 	281.75	DCR|4VULN|2DUR|3TLV|1CDMG|1AART	138TLV|2CDMG|48DUR|578aVULN|6AART|8BPWR|9RCR
5	43315 62113	3	 * 	281.08	DCR|5VULN|2DMG|1DUR	15DMG|2DUR|3LHND|45679VULN|5BPWR|8RMIN|aRCR
6	43315 62213	3	   	281.08	DCR|5VULN|2DMG|1DUR	15DMG|2DUR|3LHND|45679VULN|5BPWR|8CGEN|aRCR
7	42231 33316	2	 * 	281.01	DCR|4VULN|3DMG|2CDMG	168DMG|2FEWX|348aVULN|58CDMG|7RCVC|8BPWR|9RCR
8	42231 33316	3	   	281.01	DCR|4VULN|3DMG|2CDMG	168DMG|2FEWX|348aVULN|58CDMG|7RCVC|8BPWR|9RCR
9	46231 33316	3	   	281.01	DCR|4VULN|3DMG|2CDMG	168DMG|2LHND|348aVULN|58CDMG|7RCVC|8BPWR|9RCR
10	46231 33316	2	   	281.01	DCR|4VULN|3DMG|2CDMG	168DMG|2LHND|348aVULN|58CDMG|7RCVC|8BPWR|9RCR
11	41231 33316	2	   	280.91	DCR|4VULN|3DMG|2CDMG	168DMG|2DUST|348aVULN|58CDMG|7RCVC|8BPWR|9RCR
12	41231 33316	3	   	280.91	DCR|4VULN|3DMG|2CDMG	168DMG|2DUST|348aVULN|58CDMG|7RCVC|8BPWR|9RCR
13	33251 31113	1	   	279.64	DCR|5VULN|1DMG|1TLV|1DUR	1TLV|23679VULN|4DMG|5FEWX|8DUR|aRCR
14	43661 31113	1	   	279.64	DCR|5VULN|1DMG|1TLV|1DUR	1DMG|24679VULN|3TLV|5FEWX|8DUR|aRCR
15	44361 31113	3	   	279.64	DCR|5VULN|1DMG|1TLV|1DUR	1DMG|2TLV|34679VULN|5FEWX|8DUR|aRCR
16	44361 31113	2	   	279.64	DCR|5VULN|1DMG|1TLV|1DUR	1DMG|2TLV|34679VULN|5FEWX|8DUR|aRCR
17	43522 43131	9	   	278.10	DCR|3VULN|2DMG|2DUR|2LIT|1AART	18DMG|24DUR|3AART|58LIT|6RCVC|789VULN|8BPWR|aRCR
18	43522 51131	9	   	278.10	DCR|3VULN|2DMG|2DUR|2LIT|1AART	18DMG|24DUR|3AART|58LIT|689VULN|7DMSP|8BPWR|aRCR
19	43231 33452	8	 * 	274.70	DCR|3VULN|2DMG|2DUR|2ASPD	19DMG|28DUR|369VULN|4CGEN|5DUST|79ASPD|9BPWR|aRCR
20	42231 33314	3	   	274.62	DCR|3VULN|3DMG|2CDMG|1DUR	168DMG|2FEWX|348VULN|58CDMG|7RCVC|8BPWR|9RCR|aDUR
21	42231 33314	2	   	274.62	DCR|3VULN|3DMG|2CDMG|1DUR	168DMG|2FEWX|348VULN|58CDMG|7RCVC|8BPWR|9RCR|aDUR
