0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42123 21553	5	 * 	294.45	DCR|5VULN|2DMG|2ASPD	14679VULN|2RPLT|37DMG|57ASPD|7BPWR|8LIT|aRCR
2	26123 22321	8	 * 	291.79	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	1DMSP|268VULN|38DMG|4LIT|5CDMG|78DUR|8BPWR|9TLV|aRCR
3	26154 21321	8	 * 	283.52	DCR|3VULN|2DMG|2CDMG|1TLV|1DUR	1DMSP|268VULN|38DMG|4DUR|5LIT|78CDMG|8BPWR|9TLV|aRCR
4	61432 33631	3	   	283.50	DCR|4VULN|2DMG|1DUR|1CDMG	15DMG|2CGEN|3LIT|4578VULN|5BPWR|6CDMG|9DUR|aRCR
5	42123 21146	5	   	282.85	DCR|4VULN|2DMG|2ASPD|1DUR	1467VULN|2RPLT|37DMG|57ASPD|7BPWR|8FEWX|9DUR|aRCR
6	42123 21216	5	   	282.85	DCR|4VULN|2DMG|2ASPD|1DUR	1467VULN|2RPLT|37DMG|57ASPD|7BPWR|8DUR|9LHND|aRCR
7	42123 21256	5	   	282.85	DCR|4VULN|2DMG|2ASPD|1DUR	1467VULN|2RPLT|37DMG|57ASPD|7BPWR|8DUR|9FEWX|aRCR
8	55131 21113	9	 * 	282.67	DCR|4VULN|3DUR|2ASPD|1AART	1AART|26aDUR|3ZMB|478aVULN|5aASPD|9RCR|aBPWR
9	24155 21113	9	 * 	280.10	DCR|3VULN|3DUR|2ASPD|1DMG|1AART	1DMSP|24aDUR|3DMG|5aASPD|6AART|78aVULN|9RCR|aBPWR
10	42123 22416	5	 * 	279.85	DCR|4VULN|2DUR|2ASPD|1DMG	1468VULN|2RPLT|3DMG|58ASPD|78DUR|8BPWR|9LHND|aRCR
11	24152 21113	9	 * 	276.47	DCR|3VULN|3DUR|2DMG|1AART	1DMSP|24aDUR|3aDMG|5RMIN|6AART|78aVULN|9RCR|aBPWR
12	42162 23811	10	 * 	275.77	DCR|3VULN|3DMG|2ASPD|1DUR	18aVULN|2RPLT|368DMG|48ASPD|5MBVNT|7RCR|8BPWR|9DUR
13	26123 22341	8	   	275.54	DCR|3VULN|2DMG|2DUR|1CDMG	1DMSP|268VULN|38DMG|4LIT|5CDMG|78DUR|8BPWR|9CGEN|aRCR
14	26123 22351	9	   	275.54	DCR|3VULN|2DMG|2DUR|1CDMG	1DMSP|268VULN|38DMG|4LIT|5CDMG|78DUR|8BPWR|9CGEN|aRCR
15	26123 22321	9	   	275.44	DCR|3VULN|2DMG|2DUR|1CDMG	1DMSP|268VULN|38DMG|4LIT|5CDMG|78DUR|8BPWR|9ERES|aRCR
16	26123 22331	8	   	275.44	DCR|3VULN|2DMG|2DUR|1CDMG	1DMSP|268VULN|38DMG|4LIT|5CDMG|78DUR|8BPWR|9ERES|aRCR
17	24122 24216	6	   	275.12	DCR|3VULN|3DUR|2DMG	1DMSP|279DUR|39DMG|4LIT|5BEXP|689VULN|9BPWR|aRCR
18	26122 23416	6	   	275.12	DCR|3VULN|3DUR|2DMG	1DMSP|269VULN|39DMG|4LIT|5BEXP|789DUR|9BPWR|aRCR
19	31532 34113	10	   	275.09	DCR|4VULN|2DMG|1TLV|1CDMG	1aERES|2CGEN|345aVULN|6CDMG|7RCR|8TLV|9aDMG|aBPWR
20	61536 23113	10	 * 	275.01	DCR|4VULN|2DMG|2TLV|1AART	1aDMG|2CGEN|348aVULN|5AART|6aTLV|7RMIN|9RCR|aBPWR
21	61113 42511	10	 * 	274.79	DCR|4VULN|3DMG|1CDMG|1NUKE	178DMG|278CGEN|3NUKE|4FEWX|5CDMG|6789VULN|78BPWR|aRCR
22	44332 22326	7	 * 	272.97	DCR|5VULN|2DUR|2LIT	15789VULN|26BELT|37DUR|47LIT|7BPWR|aRCR
23	23542 52111	10	   	272.54	DCR|4VULN|2DMG|1DUR|1ASPD	1DMSP|2ZMB|36DMG|456aVULN|6BPWR|7RCR|8ASPD|9DUR
24	44313 12513	5	   	271.86	DCR|3VULN|2DMG|1DUR|1CDMG|1ASPD	168VULN|2BELT|3DUR|4ASPD|56DMG|6BPWR|7LIT|9CDMG|aRCR
25	26443 22321	8	   	271.69	DCR|3VULN|2DUR|1TLV|2LIT|1CDMG|1ASPD	1DMSP|268VULN|38LIT|4ASPD|5CDMG|78DUR|8BPWR|9TLV|aRCR
26	26322 53126	9	 * 	271.66	DCR|4VULN|3DUR|1DMG	1DMSP|2569VULN|346DUR|6BPWR|7DUST|8DMG|aRCR
27	26322 53136	8	   	271.66	DCR|4VULN|3DUR|1DMG	1DMSP|2569VULN|346DUR|6BPWR|7DUST|8DMG|aRCR
