0	Index      	Bounty	 *	Score 	Summary	Detail	
1	13352 15113	7	 * 	294.15	DCR|4VULN|3DUR|3CDMG|1TLV	1RMIN|278CDMG|3DUST|478aVULN|578DUR|6RCR|78BPWR|9TLV
2	63352 15113	7	   	294.15	DCR|4VULN|3DUR|3CDMG|1TLV	178CDMG|2RMIN|3DUST|478aVULN|578DUR|6RCR|78BPWR|9TLV
3	13252 15111	7	   	282.62	DCR|3VULN|3DUR|3CDMG|1TLV|1ASPD	1RMIN|278CDMG|3LWND|478VULN|578DUR|6RCR|78BPWR|9TLV|aASPD
4	63252 15111	7	   	282.62	DCR|3VULN|3DUR|3CDMG|1TLV|1ASPD	178CDMG|2RMIN|3LWND|478VULN|578DUR|6RCR|78BPWR|9TLV|aASPD
5	13352 15111	7	   	282.52	DCR|3VULN|3DUR|3CDMG|1TLV|1ASPD	1RMIN|278CDMG|3DUST|478VULN|578DUR|6RCR|78BPWR|9TLV|aASPD
6	63352 15111	7	   	282.52	DCR|3VULN|3DUR|3CDMG|1TLV|1ASPD	178CDMG|2RMIN|3DUST|478VULN|578DUR|6RCR|78BPWR|9TLV|aASPD
7	13352 15112	7	   	281.17	DCR|3VULN|3DUR|3CDMG|1TLV|1AART	1RMIN|278CDMG|3DUST|478VULN|578DUR|6RCR|78BPWR|9TLV|aAART
8	63352 15112	7	   	281.17	DCR|3VULN|3DUR|3CDMG|1TLV|1AART	178CDMG|2RMIN|3DUST|478VULN|578DUR|6RCR|78BPWR|9TLV|aAART
9	11342 15135	7	   	278.10	DCR|4VULN|3DUR|3CDMG	1RMIN|278FEWX|39aDUR|478aVULN|578CDMG|6RCR|78aBPWR
10	13252 15125	7	   	278.10	DCR|4VULN|3DUR|3CDMG	1RMIN|278CDMG|39aLWND|478aVULN|578DUR|6RCR|78aBPWR
11	13352 15135	7	   	277.90	DCR|4VULN|3DUR|3CDMG	1RMIN|278CDMG|3aDUST|478aVULN|578DUR|6RCR|78aBPWR|9RCVC
12	13352 15143	7	   	277.80	DCR|4VULN|3DUR|3CDMG	1RMIN|278CDMG|3DUST|478aVULN|578DUR|6RCR|78BPWR|9ERES
13	13252 15132	7	 * 	275.43	DCR|3VULN|3DUR|3CDMG|1DMG	1RMIN|278CDMG|3LWND|478VULN|578DUR|6RCR|78BPWR|9BEXP|aDMG
14	63252 15132	7	   	275.43	DCR|3VULN|3DUR|3CDMG|1DMG	178CDMG|2RMIN|3LWND|478VULN|578DUR|6RCR|78BPWR|9BEXP|aDMG
15	13352 15122	7	   	275.33	DCR|3VULN|3DUR|3CDMG|1DMG	1RMIN|278CDMG|3DUST|478VULN|578DUR|6RCR|78BPWR|9LWND|aDMG
16	13352 15152	7	   	275.33	DCR|3VULN|3DUR|3CDMG|1DMG	1RMIN|278CDMG|3DUST|478VULN|578DUR|6RCR|78BPWR|9BEXP|aDMG
17	63352 15122	7	   	275.33	DCR|3VULN|3DUR|3CDMG|1DMG	178CDMG|2RMIN|3DUST|478VULN|578DUR|6RCR|78BPWR|9LWND|aDMG
18	12323 11133	1	 * 	273.16	DCR|2VULN|3DMG|3ASPD|2DUR	1RMIN|235DMG|459ASPD|59BPWR|69DUR|79VULN|8RCVC|aRCR
19	12323 11233	1	   	273.16	DCR|2VULN|3DMG|3ASPD|2DUR	1RMIN|235DMG|459ASPD|59BPWR|69DUR|79VULN|8DMSP|aRCR
20	15323 11133	2	   	273.16	DCR|2VULN|3DMG|3ASPD|2DUR	1RMIN|235DMG|459ASPD|59BPWR|69DUR|79VULN|8RCVC|aRCR
21	15323 11233	2	   	273.16	DCR|2VULN|3DMG|3ASPD|2DUR	1RMIN|235DMG|459ASPD|59BPWR|69DUR|79VULN|8DMSP|aRCR
22	13252 15112	7	   	271.61	DCR|3VULN|3DUR|3CDMG|1TLV	1RMIN|278CDMG|3LWND|478VULN|578DUR|6RCR|78BPWR|9TLV|aRCVC
23	13252 15113	7	   	271.61	DCR|3VULN|3DUR|3CDMG|1TLV	1RMIN|278CDMG|3aLWND|478VULN|578DUR|6RCR|78BPWR|9TLV
24	13252 15114	7	   	271.61	DCR|3VULN|3DUR|3CDMG|1TLV	1RMIN|278CDMG|3LWND|478VULN|578DUR|6RCR|78BPWR|9TLV|aCGEN
25	63252 15112	7	   	271.61	DCR|3VULN|3DUR|3CDMG|1TLV	178CDMG|2RMIN|3LWND|478VULN|578DUR|6RCR|78BPWR|9TLV|aRCVC
26	63252 15113	7	   	271.61	DCR|3VULN|3DUR|3CDMG|1TLV	178CDMG|2RMIN|3aLWND|478VULN|578DUR|6RCR|78BPWR|9TLV
27	13252 15115	7	   	271.51	DCR|3VULN|3DUR|3CDMG|1TLV	1RMIN|278CDMG|3LWND|478VULN|578DUR|6RCR|78BPWR|9TLV|aDUST
28	13252 15116	7	   	271.51	DCR|3VULN|3DUR|3CDMG|1TLV	1RMIN|278CDMG|3LWND|478VULN|578DUR|6RCR|78BPWR|9TLV|aTBNT
29	13352 15114	7	   	271.51	DCR|3VULN|3DUR|3CDMG|1TLV	1RMIN|278CDMG|3DUST|478VULN|578DUR|6RCR|78BPWR|9TLV|aCGEN
30	13352 15116	7	   	271.41	DCR|3VULN|3DUR|3CDMG|1TLV	1RMIN|278CDMG|3DUST|478VULN|578DUR|6RCR|78BPWR|9TLV|aTBNT
31	11342 15113	7	   	266.44	DCR|4VULN|3CDMG|1TLV|1DUR	1RMIN|278FEWX|3DUR|478aVULN|578CDMG|6RCR|78BPWR|9TLV
32	13252 15134	7	   	266.37	DCR|3VULN|3DUR|3CDMG|1ASPD	1RMIN|278CDMG|3LWND|478VULN|578DUR|6RCR|78BPWR|9BEXP|aASPD
33	13252 15141	7	   	266.27	DCR|3VULN|3DUR|3CDMG|1ASPD	1RMIN|278CDMG|3LWND|478VULN|578DUR|6RCR|78BPWR|9ERES|aASPD
34	13352 15124	7	   	266.27	DCR|3VULN|3DUR|3CDMG|1ASPD	1RMIN|278CDMG|3DUST|478VULN|578DUR|6RCR|78BPWR|9LWND|aASPD
35	13352 15141	7	   	266.17	DCR|3VULN|3DUR|3CDMG|1ASPD	1RMIN|278CDMG|3DUST|478VULN|578DUR|6RCR|78BPWR|9ERES|aASPD
36	13352 15321	7	   	265.27	DCR|3VULN|3DUR|2CDMG|1TLV	1RMIN|27CDMG|3DUST|479VULN|57aDUR|6RCR|7BPWR|8TLV
