0	Index      	 *	Score 	Summary	Detail	
1	23416 53242	 * 	306.13	DCR|DCR|3DUR|2DMG|1VULN|2MLV	159DUR|29MLV|3VULN|4LWND|6MBVNT|79DMG|8aRCR|9BPWR
2	36152 36213	 * 	298.92	DCR|DCR|2VULN|2TLV|2DUR	1aTLV|2ASPD|3aDUR|4LWND|5BELT|6VENTOX|7aVULN|89RCR|aBPWR
3	23422 62253	 * 	296.79	DCR|DCR|2VULN|2MLV|1TLV|1DUR	1DUR|27MLV|35VULN|4BOSS|69RCR|8ERES|aTLV
4	16311 35152	 * 	284.59	DCR|3VULN|3DMG|3DUR|1AART|1CDMG	19aVULN|29aDMG|3CDMG|4LWND|5BBNT|6AART|7RCR|89aDUR|9aBPWR
5	23615 12242	 * 	283.34	DCR|DCR|2VULN|2MLV|2DUR|1AAC	19DUR|25MLV|3MBVNT|459LWND|59BPWR|69VULN|7AAC|8aRCR
6	23352 36213	   	283.24	DCR|DCR|2VULN|2MLV|2DUR|1NUKE	1aDUR|2aMLV|3NUKE|4LWND|5BELT|6VENTOX|7aVULN|89RCR|aBPWR
7	23416 52242	 * 	282.40	DCR|DCR|2VULN|3DUR|1MLV|1AAC	159DUR|2MLV|39VULN|49LWND|6MBVNT|7AAC|8aRCR|9BPWR
8	13441 14213	   	279.33	DCR|DCR|2VULN|2TLV|1DUR|1AAC	1aVULN|2aSNIFST|3AAC|4DUR|5BELT|6BEXP|7aTLV|89RCR|aBPWR
9	22416 53242	   	278.04	DCR|DCR|3DUR|2DMG|1VULN	159DUR|29AME|3VULN|4LWND|6MBVNT|79DMG|8aRCR|9BPWR
10	22632 18242	   	278.04	DCR|DCR|3DUR|2DMG|1VULN	179DUR|29AME|3MBVNT|4VULN|5LHND|69DMG|8aRCR|9BPWR
11	22633 18242	   	278.04	DCR|DCR|3DUR|2DMG|1VULN	179DUR|29AME|3MBVNT|4VULN|5LWND|69DMG|8aRCR|9BPWR
12	26632 48242	   	278.04	DCR|DCR|3DUR|2DMG|1VULN	179DUR|29DMG|3MBVNT|4VULN|5LWND|69ERES|8aRCR|9BPWR
13	35615 13242	 * 	277.03	DCR|DCR|2DMG|2TLV|1VULN	19TLV|259DUST|3MBVNT|45LWND|59BPWR|6VULN|79DMG|8aRCR
14	35612 11242	   	276.93	DCR|DCR|2DMG|2TLV|1VULN	19TLV|279DUST|3MBVNT|4LWND|5VULN|69DMG|8aRCR|9BPWR
15	35635 11242	   	276.93	DCR|DCR|2DMG|2TLV|1VULN	19TLV|279DUST|3MBVNT|4VULN|5LWND|69DMG|8aRCR|9BPWR
