0	Index      	Bounty	 *	Score 	Summary	Detail	
1	26142 31321	8	 * 	292.72	DCR|3VULN|3DUR|2DMG|1TLV|1AART	1AART|28DMG|3FEWX|458VULN|678DUR|8BPWR|9TLV|aRCR
2	22515 11331	5	 * 	283.58	DCR|3VULN|2DMG|2CDMG|1DUR|2LIT|1AART	1AART|2aCDMG|36aVULN|4RMIN|56LIT|6aBPWR|7DUR|8aDMG|9RCR
3	24214 61136	3	 * 	283.22	DCR|4VULN|2DMG|2CDMG|1AART	1AART|238aVULN|4MBVNT|5LIT|6RCR|7aDMG|9aCDMG|aBPWR
4	23365 52132	1	 * 	281.62	DCR|4VULN|3DUR|1DMG|1AART	1AART|2BBNT|389CGEN|4DMG|589aVULN|6RCR|789DUR|89BPWR
5	12221 25343	10	   	280.46	DCR|3VULN|3DUR|2DMG|1CDMG	1RMIN|29aDUR|38aVULN|4CDMG|5LWND|6aDMG|7RCR|aBPWR
6	26142 31311	9	   	276.47	DCR|3VULN|3DUR|2DMG|1AART	1AART|28DMG|3FEWX|458VULN|678DUR|8BPWR|9CGEN|aRCR
7	26142 31361	8	   	276.37	DCR|3VULN|3DUR|2DMG|1AART	1AART|28DMG|3FEWX|458VULN|678DUR|8BPWR|9ERES|aRCR
8	24213 14621	4	 * 	276.28	DCR|3VULN|3DUR|2ASPD|1TLV|1AART	1AART|237VULN|4LHND|578DUR|67ASPD|7BPWR|9TLV|aRCR
9	24233 14621	3	   	276.18	DCR|3VULN|3DUR|2ASPD|1TLV|1AART	1AART|237VULN|4LEGI|578DUR|67ASPD|7BPWR|9TLV|aRCR
10	22625 16331	6	 * 	275.61	DCR|2VULN|2DMG|2DUR|2CDMG|1ASPD|1AART	1AART|2aCDMG|3ASPD|4aDUR|5LIT|67VULN|8aDMG|9RCR|aBPWR
11	15334 61331	5	   	273.82	DCR|3VULN|2DMG|2CDMG|1DUR|2LIT	1RMIN|2aCDMG|35aVULN|45LIT|5aBPWR|6DLOT|7DUR|8aDMG|9RCR
12	33262 53331	3	 * 	271.95	DCR|4VULN|3DMG|1ASPD	1CGEN|2369VULN|468DMG|5RPLT|6BPWR|7ASPD|aRCR
13	33253 12561	7	   	271.66	DCR|4VULN|3DUR|1DMG	1CGEN|2389VULN|456DUR|7DMG|aRCR
14	23365 52133	1	   	269.99	DCR|3VULN|3DUR|1DMG|1ASPD|1AART	1AART|2BBNT|389CGEN|4DMG|589VULN|6RCR|789DUR|89BPWR|aASPD
15	12242 25363	10	 * 	269.21	DCR|2VULN|3DMG|3DUR|1CDMG	1RMIN|24aDUR|3aVULN|5LHND|6RCR|7CDMG|89aDMG|aBPWR
16	21131 36162	10	 * 	268.20	DCR|4VULN|2DUR|2TLV|1AART	1AART|27TLV|3FEWX|4RMIN|578aVULN|67DUR|7BPWR|9RCR
17	21131 36163	9	   	268.20	DCR|4VULN|2DUR|2TLV|1AART	1AART|27TLV|3FEWX|4RMIN|578aVULN|67DUR|7BPWR|9RCR
18	12235 43331	3	 * 	267.57	DCR|5VULN|2DUR|1AART	1RMIN|28DUR|34589VULN|6AART|78ERES|8BPWR|aRCR
19	43332 15633	9	   	267.44	DCR|2VULN|2DMG|2DUR|1TLV|2LIT|1AART	1RPLT|29LIT|3AART|49DUR|5TLV|6aVULN|79DMG|8RCR|9BPWR
20	22515 15331	5	   	267.33	DCR|3VULN|2DMG|2CDMG|2LIT|1AART	1AART|2aCDMG|36aVULN|4RMIN|56LIT|6aBPWR|7LHND|8aDMG|9RCR
21	12221 25353	10	   	267.23	DCR|3VULN|2DMG|2DUR|1CDMG	1RMIN|2aDUR|38aVULN|4CDMG|59LWND|6aDMG|7RCR|aBPWR
22	26433 12731	2	   	267.09	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR|1AART	1AART|2DMG|356VULN|45CDMG|5BPWR|7MBVNT|8RCR|9TLV|aDUR
23	26533 12731	3	   	267.09	DCR|3VULN|1DMG|2CDMG|1TLV|1DUR|1AART	1AART|2DMG|356VULN|45CDMG|5BPWR|7MBVNT|8RCR|9TLV|aDUR
24	12223 25315	6	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG	1RMIN|29DUR|359VULN|4CDMG|6ERES|79DMG|8BBNT|9BPWR|aRCR
25	12631 22324	2	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG|1NUKE	1RMIN|28DUR|3CDMG|4TBNT|58aVULN|68DMG|7NUKE|8BPWR|9RCR
26	12631 32324	2	   	267.03	DCR|3VULN|2DMG|2DUR|1CDMG|1NUKE	1RMIN|28DUR|3CDMG|4TBNT|58aVULN|6NUKE|78DMG|8BPWR|9RCR
27	24423 35321	8	   	265.81	DCR|2VULN|3DUR|2DMG|1TLV|1AART	1AART|28VULN|35FEWX|468DUR|78DMG|8BPWR|9TLV|aRCR
28	26532 31321	8	   	265.81	DCR|2VULN|3DUR|2DMG|1TLV|1AART	1AART|28DMG|35VULN|48FEWX|678DUR|8BPWR|9TLV|aRCR
29	33253 15613	6	   	265.25	DCR|4VULN|3DUR|1CDMG	1CGEN|239aVULN|456DUR|7RCR|8CDMG
30	13263 16611	3	 * 	265.06	DCR|4VULN|2ASPD|1DMG|1DUR	1RMIN|2378VULN|4DMG|58DUST|68ASPD|8BPWR|9DUR|aRCR
31	26433 12125	2	   	265.00	DCR|4VULN|1DMG|2CDMG|2AART	18AART|2DMG|356aVULN|45CDMG|5BPWR|7MBVNT|9RCR
32	26533 12125	3	   	265.00	DCR|4VULN|1DMG|2CDMG|2AART	18AART|2DMG|356aVULN|45CDMG|5BPWR|7MBVNT|9RCR
33	25333 65321	8	   	264.91	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1AART|258BEXP|3DUR|468VULN|78DMG|8BPWR|9TLV|aRCR
34	13256 32214	4	   	264.81	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1RMIN|237VULN|4AART|5BELT|67DMG|7BPWR|8DUR|9TLV|aRCR
35	21144 31162	10	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1AART|2TLV|3FEWX|48aVULN|57DMG|6DUR|9RCR
36	21144 31163	9	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1AART|2TLV|3FEWX|48aVULN|57DMG|6DUR|9RCR
37	21244 31162	10	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1AART|2TLV|3LHND|48aVULN|57DMG|6DUR|9RCR
38	21244 31163	9	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1AART|2TLV|3LHND|48aVULN|57DMG|6DUR|9RCR
39	21534 31162	10	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1AART|2TLV|38aVULN|4BEXP|57DMG|6DUR|9RCR
40	21534 31163	9	   	264.71	DCR|3VULN|2DMG|1TLV|1DUR|1AART	1AART|2TLV|38aVULN|4BEXP|57DMG|6DUR|9RCR
41	24214 61151	3	   	263.06	DCR|4VULN|2DMG|1AART	1AART|238aVULN|4MBVNT|5LIT|6RCR|79DMG
