0	Index      	 *	Score 	Summary	Detail	
1	31311 63115	 * 	326.91	橙4易伤2等级2伤害1攻速	1随机矿2378易伤4立即金币57伤害67等级7序列升级9攻速a核
2	31311 63265	 * 	318.31	橙3易伤2等级2伤害2攻速	1随机矿237易伤4立即金币57伤害67等级7序列升级89攻速a核
3	66111 32622	 * 	317.97	紫橙1等级1易伤1伤害1烈焰减费2时间1攻速	1烈焰减费2a核3基地爆炸46时间5攻速7伤害8易伤9等级
4	31322 62451	 * 	316.00	橙橙2易伤1等级1毒气减费1暴击	1随机矿23易伤4策反5等级6暴击7基地爆炸89核a毒气减费
5	31322 65151	   	316.00	橙橙2易伤1等级1毒气减费1暴击	1随机矿23易伤4策反5等级6暴击79核8低血量敌人a毒气减费
6	31311 63124	   	313.25	橙4易伤2等级2伤害	1随机矿2378易伤4立即金币57伤害67等级7序列升级9平台a核
7	31311 63155	   	313.25	橙4易伤2等级2伤害	1随机矿2378易伤4立即金币57伤害67等级7序列升级9技能a核
8	31311 63426	   	312.79	橙3易伤2等级2伤害1攻速	1随机矿237易伤4立即金币57伤害67等级7序列升级8随机技能9攻速a核
9	31322 12456	   	311.26	橙3易伤2等级1伤害2时间1全技能	1随机矿239易伤4策反59等级6全技能79时间8核9序列升级a伤害
10	66112 32622	   	311.26	紫橙1等级1易伤1伤害1烈焰减费2时间	1烈焰减费2a核3基地爆炸45时间6策反7伤害8易伤9等级
11	66111 12622	   	308.93	紫橙1等级1易伤1伤害1烈焰减费1攻速	1烈焰减费2a核36基地爆炸4时间5攻速7伤害8易伤9等级
12	66122 21363	   	308.93	紫橙1等级1易伤1伤害1烈焰减费1攻速	1烈焰减费27核3基地爆炸4攻速5等级6金币生成8时间9易伤a伤害
13	66121 61233	 * 	307.97	紫橙3易伤2攻速1伤害2烈焰减费	19烈焰减费27核3基地爆炸49攻速569易伤8随机矿9序列升级a伤害
14	31211 63115	   	305.85	橙3易伤2等级2伤害1攻速	1随机矿278易伤3双倍矿4立即金币57伤害67等级7序列升级9攻速a核
15	12341 13462	 * 	305.31	橙橙2等级1易伤1伤害1攻速	1矿等24等级3随机矿5伤害6攻速7a核8挖尘9易伤
16	66214 31311	   	304.32	紫橙1等级1易伤1伤害1烈焰减费2时间	1烈焰减费27核3金币生成4等级5伤害68时间9易伤a基地爆炸
17	66214 31312	   	304.32	紫橙1等级1易伤1伤害1烈焰减费2时间	1烈焰减费27核3金币生成4等级5伤害68时间9易伤a喷火对黄
18	66214 31313	   	304.22	紫橙1等级1易伤1伤害1烈焰减费2时间	1烈焰减费27核3金币生成4等级5伤害68时间9易伤a双倍物品
19	12341 42512	   	303.21	橙3易伤2等级2伤害1全技能	18矿等24等级3随机矿58伤害6全技能789易伤8序列升级a核
20	66313 32622	   	302.22	紫橙1等级1易伤1伤害1烈焰减费	1烈焰减费2a核3最后敌人4立即金币5易伤6策反7伤害8时间9等级
21	31311 23626	   	301.87	橙3易伤2等级2伤害	1随机矿23a易伤4立即金币5a伤害6低血量敌人7核8时间9a等级a序列升级
22	32333 33326	   	300.72	橙3易伤2等级2攻速1烈焰减费	138随机矿2a攻速4烈焰减费56a易伤7核9a等级a序列升级
23	31342 11111	   	300.52	橙3易伤2等级2攻速1火球减费	1随机矿238易伤45等级69攻速7火球减费a核
24	66122 21112	   	299.27	紫橙1等级1易伤1烈焰减费1伤害1火球减费1攻速	1烈焰减费27核3基地爆炸4攻速5等级6金币生成8火球减费9易伤a伤害
25	66123 12622	   	299.17	紫橙1等级1易伤1伤害1烈焰减费1攻速	1烈焰减费2a核36基地爆炸4攻速5挖青7伤害8易伤9等级
26	66214 31333	 * 	297.81	紫橙1等级2伤害1烈焰减费2时间1攻速	1烈焰减费27核3金币生成4等级5a伤害68时间9攻速
