0	Index      	Bounty	 *	Score 	Summary	Detail	
1	23215 33188	8	 * 	289.20	DCR|3VULN|3DMG|2DUR|3TLV	157TLV|2RPLT|3MBVNT|457DMG|57aBPWR|67aVULN|8aDUR|9RCR
2	23215 33518	9	   	289.20	DCR|3VULN|3DMG|2DUR|3TLV	157TLV|2RPLT|3MBVNT|457DMG|57aBPWR|67aVULN|8RCR|9aDUR
3	54312 61111	5	 * 	284.31	DCR|3VULN|2DMG|3CDMG|1DUR|1ASPD	159VULN|289CDMG|3LIT|4DUR|69DMG|7RCR|9BPWR|aASPD
4	21222 53663	9	 * 	282.84	DCR|3VULN|3DUR|2TLV|1DMG|1CDMG	17TLV|2CDMG|367VULN|457DUR|7BPWR|8LWND|9RCR|aDMG
5	52213 34225	10	   	278.80	DCR|3VULN|3DMG|2DUR|1NUKE|1AART	168VULN|2FEWX|3NUKE|4AART|58DUR|789DMG|8BPWR|aRCR
6	13112 34543	7	 * 	277.99	DCR|2VULN|3DMG|2DUR|3CDMG|1AART	167DUST|2aDUR|3AART|47aDMG|567CDMG|67aBPWR|8RCR|9aVULN
7	55232 25312	1	 * 	277.69	DCR|4VULN|2DMG|1TLV|1DUR	1347VULN|2DUR|58DMG|6TLV|9MLV|aRCR
8	33414 33633	10	 * 	277.19	DCR|4VULN|3DMG|1TLV	1ZMB|2RPLT|3567VULN|459DMG|5BPWR|8TLV|aRCR
9	33414 33633	9	   	277.19	DCR|4VULN|3DMG|1TLV	1ZMB|2RPLT|3567VULN|459DMG|5BPWR|8TLV|aRCR
10	21262 63412	10	   	275.94	DCR|2VULN|3DMG|2DUR|2TLV|1CDMG	17TLV|2CDMG|37VULN|4LHND|58DUR|679DMG|7BPWR|aRCR
11	21225 63412	10	   	275.94	DCR|2VULN|3DMG|2DUR|2TLV|1CDMG	17TLV|2CDMG|37VULN|48DUR|5LHND|679DMG|7BPWR|aRCR
12	51133 23522	3	 * 	275.94	DCR|4VULN|2TLV|1DMG|2CDMG	189aVULN|29TLV|3LIT|4TBNT|5DMG|6RCR|79CDMG|9BPWR
13	33414 33623	8	   	275.19	DCR|4VULN|2DMG|1TLV|1CDMG	1ZMB|2RPLT|3567VULN|45DMG|5BPWR|8TLV|9RCR|aCDMG
14	51125 15111	5	 * 	274.56	ACR|5VULN|2DMG|2TLV|1CDMG	1578aVULN|2aTLV|3LIT|4RCR|6CDMG|9aDMG|aBPWR
15	51126 15111	4	   	274.56	ACR|5VULN|2DMG|2TLV|1CDMG	1578aVULN|2aTLV|3LIT|4RCR|6CDMG|9aDMG|aBPWR
16	23215 33512	10	   	274.52	DCR|3VULN|3DMG|3TLV|1DUR	157TLV|2RPLT|3MBVNT|457DMG|57BPWR|67aVULN|8RCR|9DUR
17	23215 33545	10	   	274.52	DCR|3VULN|3DMG|3TLV|1DUR	157TLV|2RPLT|3MBVNT|457DMG|579BPWR|679VULN|8RCR|aDUR
