0	Index      	 *	Score 	Summary	Detail	
1	21226 42251	 * 	307.86	DCR|3VULN|2TLV|3DUR|2ASPD	127DUR|349VULN|57ASPD|67TLV|7BPWR|8RCR|aBEXP
2	21226 42252	   	307.86	DCR|3VULN|2TLV|3DUR|2ASPD	127DUR|349VULN|57ASPD|67TLV|7BPWR|8RCR|aAAC
3	21226 42253	   	307.86	DCR|3VULN|2TLV|3DUR|2ASPD	127DUR|349VULN|57ASPD|67TLV|7BPWR|8RCR|aLHND
4	26225 51133	 * 	304.85	ACR|DCR|1TLV|1VULN|1AEFBLL|2DUR|1ASPD	13DUR|2BELT|4VULN|57RCR|6TLV|8RAT|9AEFBLL|aASPD
5	21226 42231	   	303.23	DCR|2TLV|2VULN|3DUR|2ASPD|1AEPOI	127DUR|34VULN|57ASPD|67TLV|7BPWR|8RCR|9AEPOI|aBEXP
6	21226 42232	   	303.23	DCR|2TLV|2VULN|3DUR|2ASPD|1AEPOI	127DUR|34VULN|57ASPD|67TLV|7BPWR|8RCR|9AEPOI|aAAC
7	21226 42233	   	303.23	DCR|2TLV|2VULN|3DUR|2ASPD|1AEPOI	127DUR|34VULN|57ASPD|67TLV|7BPWR|8RCR|9AEPOI|aLHND
8	21226 42234	   	303.23	DCR|2TLV|2VULN|3DUR|2ASPD|1AEPOI|1AEBURN	127DUR|34VULN|57ASPD|67TLV|7BPWR|8RCR|9AEPOI|aAEBURN
9	21226 42241	   	303.23	DCR|2TLV|2VULN|3DUR|2ASPD|1AEPOI	127DUR|34VULN|57ASPD|67TLV|7BPWR|8RCR|9RPLT|aAEPOI
10	21226 42235	   	303.13	DCR|2TLV|2VULN|3DUR|2ASPD|1AEPOI	127DUR|34VULN|57ASPD|67TLV|7BPWR|8RCR|9AEPOI|aDUST
11	21226 42236	   	303.13	DCR|2TLV|2VULN|3DUR|2ASPD|1AEPOI|1MSE	127DUR|34VULN|57ASPD|67TLV|7BPWR|8RCR|9AEPOI|aMSE
12	26225 51232	 * 	297.34	ACR|DCR|2TLV|1VULN|2DUR	13DUR|2BELT|4VULN|57RCR|6aTLV|8RPLT|9FRZARM
13	21226 42125	 * 	296.81	DCR|3TLV|2VULN|3DUR|2ASPD	127DUR|34VULN|57ASPD|679TLV|7BPWR|8LWND|aRCR
14	21226 42431	   	296.81	DCR|3TLV|2VULN|3DUR|2ASPD	127DUR|34VULN|57ASPD|678TLV|7BPWR|9AAC|aRCR
15	62222 42115	   	296.09	DCR|2TLV|2VULN|2ASPD|1DMG|1AEBURN	1DMSP|28TLV|3RMIN|48ASPD|5BEXP|6AEBURN|78VULN|8BPWR|9DMG|aRCR
16	24311 63423	 * 	295.53	ACR|3VULN|1TLV|2DMG|1AEFBLL	1DUR|23DMG|4RCR|5AEFBLL|6TLV|7AAC|89aVULN
17	21245 12135	 * 	295.50	DCR|3TLV|3VULN|3DUR	128DUR|357VULN|458TLV|58BPWR|68BEXP|9MLV|aRCR
18	21245 32135	   	295.30	DCR|3TLV|3VULN|3DUR	128DUR|357VULN|458TLV|58BPWR|68DUST|9MLV|aRCR
19	21226 42242	 * 	294.61	DCR|2TLV|2VULN|3ASPD|3DUR	127DUR|34VULN|57aASPD|67TLV|7BPWR|8RCR|9RPLT
