0	Index      	 *	Score 	Summary	Detail	
1	33625 15313	 * 	269.05	ACR|DCR|2DMG|1VULN|2ASPD|1CDMG	1aRCR|27ASPD|3AAC|49DMG|5CDMG|6VULN|8TLV
2	33621 63352	 * 	262.75	ACR|DCR|2VULN|1DMG|1ASPD|1RPLT|1ZMB	1aRCR|2ASPD|3AAC|4DMG|5RPLT|6ZMB|79VULN|8ERES
3	22365 34313	 * 	258.48	DCR|DCR|1VULN|1DMG|1RPLT	1DUR|2MDPS|3DMG|4RPLT|5VULN|6aRCR|7RMIN|8TLV|9CGEN
4	22365 34113	   	258.38	DCR|DCR|1VULN|1DMG|1RPLT	1DUR|2MDPS|3DMG|4RPLT|5VULN|6aRCR|7RMIN|8ERES|9CGEN
5	33625 16313	   	256.60	ACR|DCR|2DMG|1VULN|1ASPD|1CDMG	1aRCR|2ASPD|3AAC|49DMG|5CDMG|6VULN|7RCVC|8TLV
6	21423 56333	 * 	255.46	DCR|3VULN|3MLV|2DUR|1RPLT	19DUR|2DUST|359MLV|469VULN|7MBVNT|8RPLT|9BPWR|aRCR
7	33413 32432	   	255.40	ACR|DCR|2DMG|1VULN|2ASPD	1aRCR|29ASPD|3LSRICY|4RMIN|56DMG|7VULN|8BBNT
8	33413 62422	   	255.40	ACR|DCR|2DMG|1VULN|2ASPD	1aRCR|26ASPD|3LSRICY|4RMIN|59DMG|7VULN|8BBNT
9	33622 43222	   	255.11	ACR|DCR|2DMG|1VULN|2ASPD|2ZMB	1aRCR|28ASPD|3AAC|48DMG|57RMIN|68ZMB|8BPWR|9VULN
10	32553 25323	 * 	253.54	ACR|DCR|2VULN|1DMG|1ASPD	19RCR|2aTLV|3DMG|4aVULN|5BBNT|6ASPD|7BASHEA|8aLIT|aBPWR
11	32553 25321	   	253.34	ACR|DCR|2VULN|1DMG|1ASPD	19RCR|2TLV|3DMG|4aVULN|5BBNT|6ASPD|7BASHEA|8LIT
12	64112 33136	 * 	253.25	DCR|DCR|1VULN|2MLV|1ZMB	1ERES|2RMIN|3ZMB|4BELT|5DUST|69RCR|7aMLV|8VULN
13	32615 21531	   	252.59	ACR|DCR|2VULN|1ASPD|1AART|1RPLT	1aRCR|2TLV|35VULN|4ASPD|6AME|7RPLT|8BBNT|9AART
14	32615 41131	   	252.59	ACR|DCR|2VULN|1ASPD|1AART|1RPLT	1aRCR|2TLV|35VULN|4ASPD|6RPLT|7BBNT|8ERES|9AART
15	32615 41331	   	252.59	ACR|DCR|2VULN|1ASPD|1AART|1RPLT	1aRCR|2TLV|35VULN|4ASPD|6RPLT|7BBNT|8AME|9AART
16	33263 63116	 * 	252.35	ACR|DCR|1VULN|2CDMG|1MLV|1ASPD|1RPLT	19RCR|2ASPD|3FEWX|4VULN|58CDMG|6RPLT|7DUST|aMLV
17	33232 23536	   	250.80	ACR|DCR|2VULN|1MLV|1ASPD	19RCR|2ASPD|3FEWX|4LHND|58VULN|6ERES|7BELT|aMLV
18	33632 55222	 * 	250.79	ACR|DCR|1VULN|2MLV|2ASPD	1aRCR|24ASPD|3AAC|4BPWR|56MLV|7RCVC|8MBVNT|9VULN
19	33142 23536	   	250.70	ACR|DCR|2VULN|1MLV|1ASPD	19RCR|2ASPD|3LWND|4DUST|58VULN|6ERES|7BELT|aMLV
20	33342 23536	   	250.70	ACR|DCR|2VULN|1MLV|1ASPD	19RCR|2ASPD|3LHND|4DUST|58VULN|6ERES|7BELT|aMLV
21	36562 32222	   	250.55	ACR|DCR|1VULN|2MLV|2ASPD|1ZMB	1aRCR|2RCVC|3ZMB|46ASPD|57MLV|8MBVNT|9VULN
22	14122 36532	 * 	248.91	DCR|DCR|2DMG|2ASPD|1ZMB	1ZMB|2DUST|3AAC|4ERES|57DMG|69ASPD|8aRCR
23	32613 56112	   	248.23	ACR|DCR|2VULN|2RPLT|1ASPD	19RCR|2TLV|38VULN|4ASPD|5BBNT|6LIT|7aRPLT
24	34134 15111	   	247.11	ACR|DCR|1VULN|1DMG|1MLV|1RPLT	19RCR|2DUR|3MDPS|4LWND|5RPLT|6MLV|7LIT|8DMG|aVULN
25	21435 43221	 * 	246.50	DCR|3VULN|2MLV|3DUR|1AART	169DUR|2aDUST|3aMLV|4AAC|56aVULN|6aBPWR|7AART|8RCR
26	21421 16131	 * 	246.02	DCR|2VULN|2DMG|2MLV|2DUR	19DUR|2DUST|39MLV|4aVULN|5LIT|6RCR|79DMG|8RMIN|9BPWR
27	33263 63216	   	245.94	ACR|DCR|1VULN|1MLV|1ASPD|1CDMG|1RPLT	19RCR|2ASPD|3FEWX|4VULN|5CDMG|6RPLT|78DUST|aMLV
28	33653 51223	 * 	245.83	ACR|DCR|2VULN|2ASPD	19RCR|2aASPD|3AAC|4aVULN|5BBNT|6LIT|7TLV|8aSNITOX|aBPWR
29	33263 63114	   	244.48	ACR|DCR|1VULN|2CDMG|1ASPD|1AART|1RPLT	19RCR|2ASPD|3FEWX|4VULN|58CDMG|6RPLT|7DUST|aAART
30	32623 61612	   	243.23	ACR|DCR|1VULN|1DMG|1CDMG|1RPLT	19RCR|2TLV|3VULN|4FEWX|5CDMG|6RPLT|7ERES|8DMG|aDUR
31	33263 63112	   	243.13	ACR|DCR|1VULN|2CDMG|1ASPD|1RPLT	19RCR|2ASPD|3FEWX|4VULN|58CDMG|6RPLT|7DUST|aDUR
32	32613 56111	   	242.93	ACR|DCR|2VULN|1ASPD|1RPLT	19RCR|2TLV|38VULN|4ASPD|5BBNT|6LIT|7RPLT|aAELOIC
33	32613 56113	   	242.93	ACR|DCR|2VULN|1ASPD|1RPLT	19RCR|2TLV|38VULN|4ASPD|5BBNT|6LIT|7RPLT|aERES
34	33426 21352	   	242.79	ACR|DCR|1VULN|1DMG|1MLV|1ASPD	1aRCR|2ASPD|3LSRICY|4LWND|5DMG|6FEWX|7BASICY|8MLV|9VULN
35	33426 11352	   	242.69	ACR|DCR|1VULN|1DMG|1MLV|1ASPD	1aRCR|2ASPD|3LSRICY|4LWND|5DMG|6SPLREG|7DUST|8MLV|9VULN
36	33323 63231	   	242.69	ACR|DCR|2VULN|1ASPD|1AART|1SELL	1aRCR|2ASPD|3LHND|4SELL|5BBNT|68VULN|7MBVNT|9AART
37	21423 13246	   	241.01	DCR|2VULN|2MLV|1DMG|1AART|1RPLT	1DUR|2DUST|35MLV|49VULN|6DMG|7AART|8RCR|aRPLT
38	33625 15231	 * 	240.92	ACR|3VULN|3ASPD|1DMG|2CDMG	1RCR|278ASPD|3AAC|4DMG|58CDMG|68aVULN|8BPWR|9DUR
39	25316 36212	   	240.01	ACR|DCR|1VULN|1DMG|2DUR|1ASPD	19DUR|2MULHEA|3MDPS|4aRCR|5CGEN|6DMG|7ASPD|8VULN
40	34126 36212	   	240.01	ACR|DCR|1VULN|1DMG|2DUR|1ASPD	1aRCR|29DUR|3MDPS|4BASHEA|5CGEN|6DMG|7ASPD|8VULN
41	33262 38712	   	240.01	ACR|DCR|1VULN|1DMG|2DUR|1ASPD	19RCR|2ASPD|3FEWX|4VULN|5AELOIC|6MBVNT|7aDUR|8DMG
42	32553 53221	   	239.69	ACR|DCR|2VULN|1DMG	19RCR|2TLV|3DMG|4aVULN|5BBNT|6LIT|7AAC|8SNITOX
43	33625 23532	   	239.46	ACR|DCR|1DMG|1MLV|1ASPD|1CDMG|1RPLT	1aRCR|2ASPD|3AAC|4DMG|5CDMG|6RPLT|7MLV|8DUR|9MDPS
