0	Index      	 *	Score 	Summary	Detail	
1	43358 32423	 * 	310.44	紫3雷电4易伤2矿等	146雷电2核3加一4a序列升级579a易伤8a矿等
2	43378 32423	   	310.44	紫3雷电4易伤2矿等	146雷电2核3加一579a易伤8a矿等a序列升级
3	34243 64443	 * 	307.62	橙3雷电2伤害1易伤1矿等2暴击1攻速	19暴击289雷电3攻速4易伤5加一6核79伤害9序列升级a矿等
4	26512 52313	 * 	303.12	橙3雷电3易伤2伤害2暴击	17伤害259易伤378雷电4立即金币67暴击7序列升级a核
5	43134 18244	 * 	302.64	紫2雷电2矿等2易伤3伤害	18雷电2核3a矿等4平台58易伤6加一789伤害8序列升级
6	43134 43211	   	300.99	紫2雷电4易伤2矿等1全技能	17雷电2核37矿等4平台5678易伤7序列升级9双倍矿a全技能
7	43134 18234	 * 	295.91	紫2雷电3易伤2伤害1矿等1暴击	18雷电2核3矿等4平台589易伤6加一78伤害8序列升级a暴击
8	34243 64442	   	295.59	橙3雷电2伤害1易伤1核弹2暴击1攻速	19暴击289雷电3攻速4易伤5加一6核79伤害9序列升级a核弹
9	26512 12512	 * 	292.87	橙2雷电2易伤2伤害1矿等1暴击	1a伤害25易伤37雷电4立即金币6矿等8核9暴击
10	26512 12513	 * 	292.57	橙3雷电2易伤1矿等1伤害1暴击	1伤害25易伤37a雷电4立即金币6矿等8核9暴击
11	43134 18243	   	289.42	紫2雷电2易伤3伤害1矿等1暴击	18雷电2核3矿等4平台58易伤6加一789伤害8序列升级a暴击
12	43234 63233	 * 	287.79	紫3雷电2矿等2易伤3暴击	167雷电2核3高斯对毒47矿等578暴击7序列升级9a易伤
13	43352 32112	 * 	285.83	紫3雷电2易伤1矿等2攻速1伤害	146雷电2核3加一46序列升级56攻速7伤害8a易伤9矿等
14	43372 32112	   	285.83	紫3雷电2易伤1矿等2攻速1伤害	146雷电2核3加一56攻速6序列升级7伤害8a易伤9矿等
15	43134 43212	   	284.79	紫2雷电4易伤2矿等	17雷电2核37矿等4平台5678易伤7序列升级9双倍矿a基地爆炸
16	43134 43213	   	284.79	紫2雷电4易伤2矿等	17雷电2核37矿等4平台5678易伤7序列升级9双倍矿a喷火对愈
17	43134 43231	   	284.79	紫2雷电4易伤2矿等	17雷电2核37矿等4平台5678易伤7序列升级9等级a双倍矿
18	43134 43232	   	284.79	紫2雷电4易伤2矿等	17雷电2核37矿等4平台5678易伤7序列升级9等级a基地爆炸
19	43134 43233	   	284.64	紫2雷电4易伤2矿等	17雷电2核37矿等4平台5678易伤7序列升级9等级a激光对绿
20	43353 36112	 * 	284.25	紫3雷电2易伤2伤害1矿等	146雷电2核3加一46序列升级56伤害7策反8a易伤9矿等
21	43373 36112	   	284.25	紫3雷电2易伤2伤害1矿等	146雷电2核3加一56伤害6序列升级7策反8a易伤9矿等
22	43111 25523	 * 	283.96	紫2雷电2矿等2喷火对甲3伤害	18雷电2核36矿等4立即金币568伤害68序列升级78喷火对甲9基地爆炸a时间
23	26511 12513	   	283.96	橙3雷电2伤害1易伤1矿等1暴击	15伤害2易伤37a雷电4立即金币6矿等8核9暴击
24	22242 84864	 * 	283.81	橙3矿等1雷电2易伤2伤害1卖塔	18伤害2掉矿3加一4卖塔589矿等6核78易伤8序列升级a雷电
25	26512 12523	 * 	283.67	橙2雷电3易伤1矿等1伤害	1伤害25a易伤37雷电4立即金币6矿等8核9爆破对壮
26	26511 12512	 * 	282.32	橙2雷电3伤害1易伤1矿等1暴击	15a伤害2易伤37雷电4立即金币6矿等8核9暴击
27	43134 18231	   	282.25	紫2雷电3易伤2伤害1矿等	18雷电2核3矿等4平台589易伤6加一78伤害8序列升级a基地爆炸
28	43134 18233	   	282.25	紫2雷电3易伤2伤害1矿等	18雷电2核3矿等4平台589易伤6加一78伤害8序列升级a低血量敌人
29	26512 12511	   	282.22	橙2雷电2易伤1矿等1伤害1暴击	1伤害25易伤37雷电4立即金币6矿等8核9暴击a策反
30	34243 62444	 * 	281.38	橙2雷电3易伤2攻速2暴击	19暴击28雷电39攻速49a易伤5加一6核7随机矿9序列升级
31	12242 84837	 * 	281.27	橙2矿等3易伤1雷电2攻速1卖塔	18攻速2掉矿3加一4卖塔58矿等6核789易伤8序列升级a雷电
32	43166 21313	 * 	280.51	紫3雷电3伤害1易伤1矿等1攻速	168雷电2核3矿等4敌人爆炸569伤害6序列升级7攻速a易伤
