0	Index      	Bounty	 *	Score 	Summary	Detail	
1	21211 53311	5	 * 	317.13	DCR|4VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	128aVULN|38DUR|4CDMG|5ASPD|6RCR|78DMG|8BPWR|9TLV
2	21416 53311	3	   	306.12	DCR|4VULN|2DMG|2DUR|1TLV|1CDMG	128aVULN|3CDMG|48DUR|5RMIN|6RCR|78DMG|8BPWR|9TLV
3	21216 23155	6	   	306.02	DCR|4VULN|2DMG|2DUR|1TLV|1CDMG	1278VULN|37DUR|4CDMG|5ERES|67DMG|7BPWR|9TLV|aRCR
4	21241 75131	7	   	305.85	DCR|4VULN|2DMG|2DUR|2CDMG	126aVULN|36DUR|4AART|5MBVNT|6aBPWR|7RCR|8aCDMG|9aDMG
5	21211 53315	5	   	304.15	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG|1ASPD	128VULN|38DUR|4CDMG|5ASPD|6RCR|78DMG|8BPWR|9TLV|aAART
6	21211 53325	5	   	300.88	DCR|4VULN|2DMG|2DUR|1CDMG|1ASPD	128aVULN|38DUR|4CDMG|5ASPD|6RCR|78DMG|8BPWR|9FEWX
7	21211 53331	5	   	300.88	DCR|4VULN|2DMG|2DUR|1CDMG|1ASPD	128aVULN|38DUR|4CDMG|5ASPD|6RCR|78DMG|8BPWR|9CGEN
8	21211 53355	5	   	300.88	DCR|4VULN|2DMG|2DUR|1CDMG|1ASPD	128aVULN|38DUR|4CDMG|5ASPD|6RCR|78DMG|8BPWR|9LHND
9	21211 53361	5	 * 	299.77	DCR|3VULN|3DUR|2DMG|1CDMG|1ASPD	128VULN|38aDUR|4CDMG|5ASPD|6RCR|78DMG|8BPWR|9LIT
10	21213 62145	5	 * 	298.14	DCR|5VULN|2DUR|1DMG|2CDMG	12578VULN|37DUR|47CDMG|6RCR|7BPWR|9RCVC|aDMG
11	21213 62113	5	   	298.04	DCR|5VULN|2DUR|1DMG|2CDMG	12578VULN|37DUR|47CDMG|6RCR|7BPWR|9BBNT|aDMG
12	21213 62314	5	   	298.04	DCR|5VULN|2DUR|1DMG|2CDMG	1257aVULN|37DUR|47CDMG|6RCR|7BPWR|8TBNT|9DMG
13	21216 53311	4	   	297.85	DCR|4VULN|2DMG|2CDMG|1TLV|1DUR	128aVULN|3DUR|48CDMG|5RMIN|6RCR|78DMG|8BPWR|9TLV
14	31315 53263	5	   	297.77	DCR|3VULN|3DUR|2DMG|1TLV|2LIT|1SELL	1SELL|24aDUR|34aVULN|4aBPWR|57DMG|6RCR|8TLV|9aLIT
15	43111 53334	9	 * 	296.63	DCR|3VULN|3ASPD|2DUR|1DMG|1TLV|1CDMG	158ASPD|28DUR|3TLV|4CDMG|6RCR|78aVULN|8BPWR|9DMG
16	21441 53311	5	 * 	296.40	DCR|4VULN|2DMG|2ASPD|1TLV|1CDMG	128aVULN|3CDMG|4LEGI|58ASPD|6RCR|78DMG|8BPWR|9TLV
17	31361 61532	5	 * 	296.27	DCR|4VULN|3DUR|3LIT|1CDMG|1ASPD|1SELL	1SELL|29aDUR|349aVULN|5ASPD|6CDMG|7RCR|89aLIT|9aBPWR
18	31315 53343	5	   	294.94	DCR|3VULN|3DUR|2DMG|2TLV|1SELL	1SELL|24aDUR|34aVULN|4aBPWR|57DMG|6RCR|8LIT|9aTLV
