0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31223 52414	9	 * 	279.64	DCR|5VULN|1DMG|1TLV|1DUR	1BEXP|24568VULN|3TLV|7RCR|9DUR|aDMG
2	31223 52421	7	   	279.64	DCR|5VULN|1DMG|1TLV|1DUR	1BEXP|2456aVULN|3TLV|7RCR|8DUR|9DMG
3	31223 55421	6	   	279.64	DCR|5VULN|1DMG|1TLV|1DUR	1BEXP|2456aVULN|3TLV|7RCR|8DUR|9DMG
4	11146 84343	1	 * 	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1RCVC|27DUR|3478VULN|5MBVNT|6RCR|7BPWR|9DMG|aTLV
5	13146 84343	2	   	274.69	DCR|4VULN|2DUR|1DMG|1TLV	1RCVC|27DUR|3478VULN|5MBVNT|6RCR|7BPWR|9DMG|aTLV
6	31223 52413	9	 * 	274.16	DCR|5VULN|2DUR|1TLV	1BEXP|24568VULN|3TLV|7RCR|9aDUR
7	61533 23413	7	 * 	269.86	DCR|3DMG|1VULN|2DUR|2TLV|2CDMG|1ASPD|1AART	18CDMG|24TLV|348DMG|48BPWR|5VULN|6ASPD|78DUR|9AART|aRCR
8	61533 23413	6	   	269.86	DCR|3DMG|1VULN|2DUR|2TLV|2CDMG|1ASPD|1AART	18CDMG|24TLV|348DMG|48BPWR|5VULN|6ASPD|78DUR|9AART|aRCR
9	11146 84221	1	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1RCVC|27DUR|347aVULN|5MBVNT|6RCR|7BPWR|8ASPD|9DMG
10	13146 84221	2	   	269.44	DCR|4VULN|2DUR|1DMG|1ASPD	1RCVC|27DUR|347aVULN|5MBVNT|6RCR|7BPWR|8ASPD|9DMG
11	63224 34321	8	   	269.08	DCR|3VULN|1DMG|1DUR|1TLV|1CDMG|1AART	1CDMG|246VULN|3LIT|5TLV|7DUR|8AART|9RCR|aDMG
12	22225 36141	10	 * 	267.95	DCR|4VULN|3DUR|1TLV	1LEGI|28BEXP|3TLV|458aVULN|689DUR|7RCR|8BPWR
13	11146 84333	1	   	267.85	DCR|4VULN|3DUR|1TLV	1RCVC|279DUR|3478VULN|5MBVNT|6RCR|7BPWR|aTLV
14	13146 84333	2	   	267.85	DCR|4VULN|3DUR|1TLV	1RCVC|279DUR|3478VULN|5MBVNT|6RCR|7BPWR|aTLV
15	31221 52422	8	 * 	267.11	DCR|5VULN|2TLV|1DMG	1BEXP|2468aVULN|35TLV|7RCR|9DMG
16	31221 52642	8	   	267.11	DCR|5VULN|2TLV|1DMG	1BEXP|2469aVULN|35TLV|7RCR|8DMG
17	31223 32422	8	   	267.11	DCR|5VULN|2TLV|1DMG	1BEXP|2458aVULN|36TLV|7RCR|9DMG
18	31223 32642	8	   	267.11	DCR|5VULN|2TLV|1DMG	1BEXP|2459aVULN|36TLV|7RCR|8DMG
19	11146 84342	1	   	266.74	DCR|4VULN|2DUR|1DMG	1RCVC|27DUR|3478VULN|5MBVNT|6RCR|7BPWR|9DMG|aLIT
20	13146 84342	2	   	266.74	DCR|4VULN|2DUR|1DMG	1RCVC|27DUR|3478VULN|5MBVNT|6RCR|7BPWR|9DMG|aLIT
21	12235 31532	1	 * 	265.82	DCR|3VULN|2DMG|2ASPD|1CDMG	1RCVC|2BBNT|37aVULN|4LIT|57DMG|67ASPD|7BPWR|8RCR|9CDMG
22	61131 36531	3	 * 	264.13	DCR|2VULN|3DUR|1DMG|2TLV|1CDMG	1CDMG|29TLV|3ERES|4LIT|59aDUR|6DMG|79VULN|8RCR|9BPWR
23	61131 36531	2	   	264.13	DCR|2VULN|3DUR|1DMG|2TLV|1CDMG	1CDMG|29TLV|3ERES|4LIT|59aDUR|6DMG|79VULN|8RCR|9BPWR
24	31221 52421	7	   	263.82	DCR|4VULN|2TLV|1DMG|1DUR	1BEXP|246aVULN|35TLV|7RCR|8DUR|9DMG
25	31221 55421	6	   	263.82	DCR|4VULN|2TLV|1DMG|1DUR	1BEXP|246aVULN|35TLV|7RCR|8DUR|9DMG
26	31223 32421	7	   	263.82	DCR|4VULN|2TLV|1DMG|1DUR	1BEXP|245aVULN|36TLV|7RCR|8DUR|9DMG
27	31223 35421	6	   	263.82	DCR|4VULN|2TLV|1DMG|1DUR	1BEXP|245aVULN|36TLV|7RCR|8DUR|9DMG
28	63224 34323	8	   	263.60	DCR|3VULN|2DUR|1TLV|1CDMG|1AART	1CDMG|246VULN|3LIT|5TLV|7aDUR|8AART|9RCR
29	31223 52624	10	   	263.59	DCR|5VULN|1DMG|1TLV	1aBEXP|2456aVULN|3TLV|7RCR|8DMG|9aCGEN|aBPWR
30	31223 52222	7	   	263.39	DCR|5VULN|1DMG|1TLV	18BEXP|2456aVULN|3TLV|7RCR|9DMG
31	31223 52414	8	   	263.39	DCR|5VULN|1DMG|1TLV	1BEXP|24568VULN|3TLV|7RCR|9FEWX|aDMG
32	31223 52424	9	   	263.39	DCR|5VULN|1DMG|1TLV	1BEXP|24568VULN|3TLV|7RCR|9FEWX|aDMG
33	31223 52434	9	   	263.39	DCR|5VULN|1DMG|1TLV	1BEXP|24568VULN|3TLV|7RCR|9LHND|aDMG
34	31223 52451	9	   	263.39	DCR|5VULN|1DMG|1TLV	1BEXP|24568VULN|3TLV|7RCR|9DMG|aLWND
35	31223 52452	10	   	263.39	DCR|5VULN|1DMG|1TLV	1BEXP|24568VULN|3TLV|7RCR|9DMG|aZMB
36	31223 52453	10	   	263.39	DCR|5VULN|1DMG|1TLV	1BEXP|24568VULN|3TLV|7RCR|9DMG|aRMIN
37	31223 52612	9	   	263.39	DCR|5VULN|1DMG|1TLV	1BEXP|2456aVULN|3TLV|7RCR|8DMG|9RCVC
38	31223 52641	9	   	263.39	DCR|5VULN|1DMG|1TLV	1BEXP|2456aVULN|3TLV|7RCR|8DMG|9LHND
39	31223 52641	8	   	263.39	DCR|5VULN|1DMG|1TLV	1BEXP|24569VULN|3TLV|7RCR|8DMG|aLWND
40	31223 52652	8	   	263.39	DCR|5VULN|1DMG|1TLV	1BEXP|2456aVULN|3TLV|7RCR|8DMG|9RCVC
41	31223 52662	9	   	263.39	DCR|5VULN|1DMG|1TLV	1BEXP|2456aVULN|3TLV|7RCR|8DMG|9DMSP
42	31223 55222	6	   	263.39	DCR|5VULN|1DMG|1TLV	18BEXP|2456aVULN|3TLV|7RCR|9DMG
43	31225 52422	8	   	263.39	DCR|5VULN|1DMG|1TLV	15BEXP|2468aVULN|3TLV|7RCR|9DMG
