0	Index      	 *	Score 	Summary	Detail	
1	22136 11523	 * 	374.93	橙3易伤1双倍秒伤1时间	146易伤2暴雪减费3随机技能5时间7核8立即金币9雷电a双倍秒伤
2	25122 66123	   	374.93	橙3易伤1双倍秒伤1时间	169易伤2散射对甲3时间4随机矿5敌人爆炸7核8随机技能a双倍秒伤
3	22136 11223	   	374.83	橙3易伤1双倍秒伤1时间	146易伤2暴雪减费3随机技能5时间7核8毒气减费9雷电a双倍秒伤
4	25123 66123	   	374.83	橙3易伤1双倍秒伤1时间	169易伤2散射对甲3时间4随机矿5挖尘7核8随机技能a双倍秒伤
5	21413 63313	 * 	372.29	橙2易伤1双倍秒伤1暴击1时间1全技能	15易伤2最后敌人3全技能4技能6暴击7雷电8时间9核a双倍秒伤
6	22362 31416	   	372.09	橙2易伤1双倍秒伤1暴击1时间1全技能	15易伤2暴雪减费3毒气减费4全技能6暴击7时间8矿等9核a双倍秒伤
7	33412 31513	 * 	370.90	橙2易伤1双倍秒伤1等级1时间1全技能	1等级2时间3随机技能49易伤5赏金塔6全技能7核8风暴减费a双倍秒伤
8	21561 22347	 * 	368.02	2双倍秒伤3易伤2时间	138易伤2最后敌人4赏金邻近57时间6加一9a双倍秒伤
9	22132 52341	   	357.10	橙2易伤1双倍秒伤1等级1时间1卖塔	14易伤2暴雪减费3随机技能5卖塔6等级7时间8核9立即金币a双倍秒伤
10	22132 52361	   	357.10	橙2易伤1双倍秒伤1等级1时间1卖塔	14易伤2暴雪减费3随机技能5卖塔6等级7时间8核9双倍矿a双倍秒伤
11	21561 24347	   	355.47	2双倍秒伤3易伤1时间	138易伤2最后敌人4赏金邻近5时间6加一7暴雪减费9a双倍秒伤
12	22131 21552	 * 	355.10	橙4易伤1暴击1时间1全技能	146a易伤2暴雪减费3随机技能5全技能7核8暴击9时间
13	33413 65121	 * 	351.63	2双倍秒伤2易伤1等级1时间1全技能	1等级2时间3随机技能46易伤5全技能7a双倍秒伤8挖尘9平台
14	26411 32331	 * 	348.70	3易伤1双倍秒伤1暴击1等级1伤害1时间	149易伤2伤害3随机技能5赏金塔6暴击7等级8时间a双倍秒伤
15	26413 32331	   	348.70	3易伤1双倍秒伤1暴击1等级1伤害1时间	149易伤2伤害3随机技能5赏金邻近6暴击7等级8时间a双倍秒伤
16	33222 64236	 * 	348.49	橙橙1双倍秒伤1暴击1等级1时间	1等级2时间3策反4暴击5喷火对愈67核8掉矿9双倍矿a双倍秒伤
17	33222 64611	   	348.39	橙橙1双倍秒伤1暴击1等级1时间1挖怪	1等级2时间3策反4暴击5喷火对愈67核8双倍秒伤9掉矿a挖怪
18	33222 64612	   	348.39	橙橙1双倍秒伤1暴击1等级1时间	1等级2时间3策反4暴击5喷火对愈67核8双倍秒伤9掉矿a敌人爆炸
19	33222 64613	   	348.39	橙橙1双倍秒伤1暴击1等级1时间	1等级2时间3策反4暴击5喷火对愈67核8双倍秒伤9掉矿a挖尘
20	33222 64621	 * 	348.39	橙橙1双倍秒伤1易伤1暴击1等级1时间	1等级2时间3策反4暴击5喷火对愈67核8双倍秒伤9低血量敌人a易伤
21	33222 64622	   	348.39	橙橙1双倍秒伤1暴击1等级1时间	1等级2时间3策反4暴击5喷火对愈67核8双倍秒伤9低血量敌人a雷电
22	33222 64623	   	348.39	橙橙1双倍秒伤1暴击1等级1时间	1等级2时间3a策反4暴击5喷火对愈67核8双倍秒伤9低血量敌人
23	33222 64631	   	348.39	橙橙1双倍秒伤1易伤1暴击1等级1时间	1等级2时间3策反4暴击5喷火对愈67核8双倍秒伤9挖尘a易伤
24	33222 64632	   	348.39	橙橙1双倍秒伤1暴击1等级1时间	1等级2时间3策反4暴击5喷火对愈67核8双倍秒伤9挖尘a雷电
25	33222 64633	   	348.39	橙橙1双倍秒伤1暴击1等级1时间	1等级2时间3a策反4暴击5喷火对愈67核8双倍秒伤9挖尘
26	22136 11264	 * 	347.48	橙5易伤1时间	1469a易伤2暴雪减费3随机技能5时间7核8毒气减费
27	52623 23533	 * 	347.38	紫3易伤1双倍秒伤2时间	18攻速2平台348易伤5核68时间7赏金邻近8序列升级9随机技能a双倍秒伤
