0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22521 22345	1	 * 	285.82	橙3易伤3伤害2等级1时间1攻速	178最后敌人289伤害3时间49等级589易伤6核89序列升级a攻速
2	55225 11221	6	 * 	277.69	橙4易伤2伤害1等级1时间	1立即金币2345易伤5序列升级69伤害7核8时间a等级
3	55225 31121	8	   	277.69	橙4易伤2伤害1等级1时间	1立即金币2345易伤5序列升级6核79伤害8时间a等级
4	55225 31221	7	   	277.69	橙4易伤2伤害1等级1时间	1立即金币2345易伤5序列升级6核79伤害8时间a等级
5	31212 35346	7	 * 	277.49	橙4易伤3伤害1等级	128敌人爆炸289序列升级389a易伤4等级59最后敌人6核789伤害
6	31223 35346	7	   	277.29	橙4易伤3伤害1时间	128敌人爆炸289序列升级389a易伤4时间59掉矿6核789伤害
7	61211 32346	7	   	277.19	橙4易伤3伤害1等级	128挖尘289序列升级389a易伤4等级59基地爆炸6核789伤害
8	61212 32346	7	   	277.19	橙4易伤3伤害1等级	128挖尘289序列升级389a易伤4等级59最后敌人6核789伤害
9	55315 22222	7	 * 	276.32	橙4易伤2伤害2时间	1立即金币2478易伤34金币生成47序列升级57伤害67时间9基地爆炸a核
10	55612 22222	7	   	276.32	橙4易伤2伤害2时间	1立即金币2478易伤34伤害47序列升级57矿等67时间9基地爆炸a核
11	12616 16323	8	   	276.02	橙4易伤2伤害2时间	124掉矿248序列升级348a易伤58伤害6核78时间9金币生成
12	12616 16313	8	 * 	274.92	橙3易伤3时间2伤害	124掉矿248序列升级348易伤58伤害6核78a时间9雷电
13	22521 22342	1	   	274.82	橙3易伤3伤害2等级1时间	178最后敌人289伤害3时间49等级589易伤6核89序列升级a敌人爆炸
14	22521 22343	1	   	274.82	橙3易伤3伤害2等级1时间	178最后敌人289伤害3时间49等级589易伤6核89序列升级a金币生成
15	22521 22346	1	   	274.82	橙3易伤3伤害2等级1时间	178最后敌人289伤害3时间49等级589易伤6核89序列升级a基地爆炸
16	22521 22341	1	   	274.72	橙3易伤3伤害2等级1时间	178最后敌人289伤害3时间49等级589易伤6核89序列升级a挖尘
17	22521 22344	1	   	274.72	橙3易伤3伤害2等级1时间	178最后敌人289伤害3时间49等级589易伤6核89序列升级a加一
18	21214 32342	7	   	271.10	橙3易伤3伤害1等级1时间	128最后敌人289序列升级389易伤4等级59基地爆炸6核789伤害a时间
19	61211 32341	7	   	270.80	橙3易伤3伤害1等级1时间	128挖尘289序列升级389易伤4等级59基地爆炸6核789伤害a时间
