0	Index      	 *	Score 	Summary	Detail	
1	32177 12224	 * 	198.90	橙4易伤3伤害1时间1攻速	19a挖尘2加一379a易伤4攻速5时间6核89a伤害9a序列升级
2	32177 11224	   	190.09	橙3易伤3伤害2时间1攻速	19a挖尘2加一39a易伤4攻速57时间6核89a伤害9a序列升级
3	25256 12223	 * 	187.06	橙3易伤2伤害1暴击1策反1时间	1平台279易伤39最后敌人4暴击5时间6核89伤害9序列升级a策反
4	32177 17224	   	184.80	橙3易伤3伤害1时间1攻速	19a挖尘2加一39a易伤4攻速5时间6核7立即金币89a伤害9a序列升级
5	45213 11612	 * 	184.29	紫3易伤2伤害2策反2攻速	1随机矿29攻速3核47伤害589易伤69策反9序列升级a低血量敌人
6	45213 11611	   	184.19	紫3易伤2伤害2策反2攻速	1随机矿29攻速3核47伤害589易伤69策反9序列升级a掉矿
7	45213 11613	   	184.04	紫3易伤2伤害2策反2攻速1卖塔	1随机矿29攻速3核47伤害589易伤69策反9序列升级a卖塔
8	11344 13343	 * 	183.83	橙3易伤2全技能1伤害1策反	1金币生成249易伤3加一5a全技能6策反7核8伤害
9	61263 14312	 * 	183.79	紫4易伤1伤害1暴击1策反1时间	1立即金币2时间3核4伤害589a易伤6策反7暴击
10	11344 13355	 * 	181.26	橙2易伤2伤害1全技能1策反1时间	1金币生成24易伤3加一5全技能6策反7核8a伤害9时间
11	61263 16332	 * 	181.04	紫3伤害1全技能1易伤1策反1时间	1立即金币2时间3核48a伤害5易伤6策反7全技能9雷电
12	62364 21313	 * 	180.94	紫3伤害2易伤1全技能1卖塔	1立即金币2全技能3a易伤4核58a伤害6a掉矿7挖青9卖塔a序列升级
13	62312 41253	 * 	180.58	橙2易伤2伤害1全技能2暴击	1立即金币2全技能3a易伤4a伤害5最后敌人67暴击8a金币生成9核a序列升级
14	62312 41353	   	180.38	橙2易伤2伤害1全技能2暴击	1立即金币2全技能3a易伤4a伤害5最后敌人67暴击8a掉矿9核a序列升级
15	62361 33326	 * 	179.51	紫2易伤2伤害1全技能1攻速1时间	1立即金币2全技能3a易伤4核5时间6随机矿78伤害9攻速
16	45213 16212	 * 	179.51	紫2全技能1易伤1伤害2攻速1暴击1策反	1随机矿28攻速3核4伤害5易伤6策反7a全技能9暴击
17	62361 23326	   	179.41	紫2易伤2伤害1全技能1时间1攻速	1立即金币2全技能3a易伤4核5时间6等级78伤害9攻速
18	11344 13337	   	179.32	橙3易伤1全技能1伤害1策反1攻速	1金币生成24a易伤3加一5全技能6策反7核8伤害9攻速
19	11344 13354	   	179.32	橙3易伤1全技能1伤害1策反1时间	1金币生成24a易伤3加一5全技能6策反7核8伤害9时间
20	11344 13347	   	179.32	橙3易伤1全技能1伤害1策反1攻速	1金币生成249易伤3加一5全技能6策反7核8伤害a攻速
21	13164 62111	 * 	178.88	紫2易伤2伤害1全技能1暴击	1a金币生成2矿等3全技能4核5a伤害6雷电7立即金币8暴击9a易伤a序列升级
22	11342 44846	 * 	178.72	橙3易伤2伤害1全技能1卖塔	1金币生成247易伤3加一5卖塔6核8a伤害9全技能
23	45213 14323	   	178.56	紫2易伤2伤害1暴击1策反1攻速1时间	1随机矿2攻速3核4a伤害58易伤6策反7暴击9时间
24	25126 12223	   	178.46	橙3易伤2伤害2时间1策反1卖塔	1平台279易伤3卖塔4敌人爆炸59时间6核89伤害9序列升级a策反
25	45215 11232	 * 	177.38	紫2易伤2伤害1全技能2攻速	1随机矿2a攻速3核4a伤害5加农对壮6额外掉落7挖尘8a易伤9全技能a序列升级
26	62361 23363	 * 	177.33	紫2全技能2伤害1易伤1策反1时间	1立即金币2a全技能3易伤4核5时间6等级78伤害9策反
27	61263 33531	 * 	177.33	紫3易伤1伤害2暴击2时间1攻速	1立即金币2a时间3核4伤害59a易伤6毒液对冰7攻速8a暴击a序列升级
28	11344 13382	   	177.32	橙2易伤1全技能1伤害1暴击1策反1时间	1金币生成24易伤3加一5全技能6策反7核8伤害9暴击a时间
29	62363 33325	 * 	177.10	紫3伤害1全技能1易伤1暴击1卖塔	1立即金币2全技能3易伤4核5卖塔6平台78a伤害9暴击
30	13164 13323	   	176.83	紫2全技能2伤害1易伤1策反1攻速	1金币生成2矿等3a全技能4核58伤害6策反7易伤9攻速
31	24354 12223	   	176.70	橙2易伤2伤害1暴击2时间1策反	1平台29最后敌人39时间4暴击57易伤6核89伤害9序列升级a策反
32	25256 11223	   	176.70	橙2易伤2伤害1暴击2时间1策反	1平台29易伤39最后敌人4暴击57时间6核89伤害9序列升级a策反
33	61213 14314	   	176.63	紫3易伤1伤害1暴击1策反1攻速1时间	1立即金币2时间3核4攻速589易伤6策反7暴击a伤害
34	45213 14311	   	176.63	紫3易伤1伤害1暴击1策反1攻速1时间	1随机矿2攻速3核4伤害589易伤6策反7暴击a时间
35	61263 16312	   	176.59	紫2伤害2全技能1易伤1策反1时间1卖塔	1立即金币2时间3核48伤害5易伤6策反7a全技能9卖塔
36	61261 61312	 * 	176.27	紫3易伤2伤害1暴击1时间	1立即金币2时间3核46伤害5金币生成79a易伤8暴击
37	61263 61312	   	176.27	紫3易伤2伤害1暴击1时间	1立即金币2时间3核47伤害59a易伤6金币生成8暴击
38	36413 61212	   	176.08	紫2易伤2伤害1全技能1暴击	1挖尘26易伤3基础对愈4核5低血量敌人7全技能8暴击9a伤害
39	36414 31212	   	176.08	紫2易伤2伤害1全技能1暴击	1挖尘25易伤3基础对愈4核6低血量敌人7全技能8暴击9a伤害
40	25256 12222	   	176.05	橙3易伤2伤害1暴击1时间	1平台279易伤39最后敌人4暴击5时间6核89伤害9序列升级a激光对冰
41	13164 13335	   	176.04	紫2易伤2伤害1全技能1策反	1金币生成2矿等3全技能4核58伤害6策反7a易伤9雷电
42	36414 21212	   	175.98	紫2易伤2伤害1全技能1暴击	1挖尘25易伤3基础对愈4核6挖青7全技能8暴击9a伤害
43	25256 12221	   	175.95	橙3易伤2伤害1暴击1时间	1平台279易伤39最后敌人4暴击5时间6核89伤害9序列升级a挖尘
44	13164 13361	 * 	175.83	紫2伤害3策反1全技能1易伤	1金币生成2矿等3全技能4核58伤害69a策反7易伤
45	11344 13338	   	175.12	橙2全技能2易伤1伤害1策反1攻速	1金币生成24易伤3加一5a全技能6策反7核8伤害9攻速
46	11344 13351	   	175.12	橙2全技能2易伤1伤害1策反1时间	1金币生成24易伤3加一5a全技能6策反7核8伤害9时间
47	61213 43612	   	175.05	紫3易伤2伤害2时间1攻速	16立即金币29时间3核4攻速589易伤79伤害9序列升级a低血量敌人
48	61263 14311	   	174.98	紫3易伤1伤害1暴击2时间1策反	1立即金币2a时间3核4伤害589易伤6策反7暴击
49	61263 14322	   	174.98	紫3易伤1伤害1暴击2时间1策反	1立即金币29时间3核4伤害58a易伤6策反7暴击
50	61213 43611	   	174.95	紫3易伤2伤害2时间1攻速	16立即金币29时间3核4攻速589易伤79伤害9序列升级a掉矿
51	62363 52212	 * 	174.90	紫3易伤2全技能1伤害1卖塔	1立即金币28全技能39a易伤4核5卖塔6雷电7伤害
52	61213 43613	   	174.81	紫3易伤2伤害2时间1攻速1卖塔	16立即金币29时间3核4攻速589易伤79伤害9序列升级a卖塔
53	62364 11332	   	174.70	紫3伤害1全技能1易伤1策反	1立即金币2全技能3易伤4核58a伤害6策反7低血量敌人9雷电
54	32177 12222	   	174.34	橙3易伤2伤害2时间1攻速	19挖尘2加一379易伤4攻速5a时间6核89伤害9序列升级
55	11344 13315	   	174.32	橙2易伤2伤害1全技能1策反	1金币生成24易伤3加一5全技能6策反7核8a伤害9敌人爆炸
56	11344 13325	   	174.32	橙2易伤2伤害1全技能1策反	1金币生成24易伤3加一5全技能6策反7核8a伤害9基地爆炸
