0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31662 24121	3	 * 	298.66	DCR|4VULN|2DUR|2TLV|1DMG|2CDMG	19CDMG|2489VULN|34DUR|49BPWR|5DMG|69TLV|7RCVC|aRCR
2	31642 26121	4	   	298.56	DCR|4VULN|2DUR|2TLV|1DMG|2CDMG	19CDMG|2489VULN|37DUR|5DMG|69TLV|9BPWR|aRCR
3	31226 61153	6	 * 	297.97	DCR|4VULN|3DUR|3CDMG|1DMG	147CDMG|2479VULN|3RPLT|47BPWR|567DUR|8RCR|aDMG
4	31511 11323	5	 * 	296.09	DCR|4VULN|2DMG|2DUR|2CDMG	19CDMG|2347VULN|59DMG|6TBNT|89DUR|9BPWR|aRCR
5	31512 51323	5	   	296.09	DCR|4VULN|2DMG|2DUR|2CDMG	19CDMG|2345VULN|6BBNT|79DMG|89DUR|9BPWR|aRCR
6	31662 32431	3	   	296.09	DCR|4VULN|2DMG|2DUR|2CDMG	18CDMG|2478VULN|34DUR|48BPWR|59DMG|68ERES|aRCR
7	31226 61114	6	   	294.15	DCR|4VULN|3DUR|3CDMG|1TLV	147CDMG|247aVULN|3RPLT|47BPWR|567DUR|8RCR|9TLV
8	31621 26121	3	 * 	293.51	DCR|3VULN|2DMG|2DUR|2TLV|2CDMG	19CDMG|289VULN|37DUR|45DMG|69TLV|9BPWR|aRCR
9	31511 53531	6	   	292.61	DCR|4VULN|2DMG|2CDMG|1DUR|1ASPD	17CDMG|2347VULN|57DMG|6RCVC|7BPWR|8DUR|9ASPD|aRCR
10	31663 23363	3	 * 	291.73	DCR|4VULN|3DUR|2TLV|2CDMG	1aCDMG|2459VULN|34aDUR|4aBPWR|6BBNT|7aTLV|8RCR
11	35113 43224	8	   	291.51	DCR|3VULN|2DMG|2DUR|2CDMG	1aCDMG|2AART|35DUR|45aVULN|5aBPWR|6RCR|7ERES|8LIT|9aDMG
12	31226 61151	6	   	288.91	DCR|4VULN|3DUR|3CDMG|1ASPD	147CDMG|2479VULN|3RPLT|47BPWR|567DUR|8RCR|aASPD
13	31462 11512	1	   	288.39	DCR|4VULN|2TLV|1DMG|2CDMG|1ASPD	1aCDMG|2AART|346aVULN|5DMG|7ASPD|8RCR|9aTLV|aBPWR
14	31623 31441	2	 * 	287.15	DCR|4VULN|3DMG|3CDMG	138CDMG|2358VULN|38BPWR|4LHND|6CGEN|78aDMG|9RCR
15	31613 31441	2	   	287.05	DCR|4VULN|3DMG|3CDMG	138CDMG|2348VULN|38BPWR|5ERES|6BEXP|78aDMG|9RCR
16	31662 12421	3	 * 	286.87	DCR|3VULN|3DUR|2DMG|2CDMG	18CDMG|248VULN|349DUR|48BPWR|56DMG|78CGEN|aRCR
17	31523 16421	4	   	286.77	DCR|3VULN|3DUR|2DMG|2CDMG	18CDMG|238VULN|4CGEN|579DUR|68DMG|8BPWR|aRCR
18	31533 16421	3	   	286.77	DCR|3VULN|3DUR|2DMG|2CDMG	18CDMG|238VULN|4CGEN|579DUR|68DMG|8BPWR|aRCR
19	31513 21441	6	 * 	286.57	DCR|4VULN|2DMG|2ASPD|2CDMG	18CDMG|2348VULN|5LWND|69ASPD|78DMG|8BPWR|aRCR
20	31226 61122	6	   	286.21	DCR|4VULN|3DUR|3CDMG	147CDMG|247aVULN|3RPLT|47BPWR|567DUR|8RCR|9LIT
21	36232 25213	1	   	285.13	DCR|4VULN|2ASPD|1DMG|2CDMG|1TLV	19CDMG|2BBNT|3579VULN|4TLV|6DMG|89ASPD|9BPWR|aRCR
22	31511 13213	5	   	285.13	DCR|4VULN|2ASPD|1DMG|2CDMG|1TLV	19CDMG|2349VULN|5DMG|6TBNT|7TLV|89ASPD|9BPWR|aRCR
23	31223 62263	5	   	285.01	DCR|4VULN|3CDMG|1DMG|1TLV|2LIT	149CDMG|2479VULN|3RPLT|49BPWR|5DMG|6TLV|89LIT|aRCR
24	43213 51233	3	   	284.67	DCR|3VULN|2DMG|2ASPD|1TLV|1DUR	1LIT|2aDMG|3ERES|4TLV|58aVULN|6DUR|7RCR|9aASPD|aBPWR
25	43413 51233	2	   	284.67	DCR|3VULN|2DMG|2ASPD|1TLV|1DUR	1LIT|2aDMG|3ERES|4TLV|58aVULN|6DUR|7RCR|9aASPD|aBPWR
26	31642 24121	4	   	283.98	DCR|4VULN|2TLV|1DMG|2CDMG|1DUR	19CDMG|2489VULN|3DUR|5DMG|69TLV|7RCVC|9BPWR|aRCR
27	35113 46222	8	   	283.76	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1CDMG|2AART|35DUR|45aVULN|5BPWR|6RCR|7TLV|8LIT|9DMG
28	35113 46222	7	   	283.76	DCR|3VULN|2DUR|1DMG|1TLV|1CDMG	1CDMG|2AART|35DUR|45aVULN|5BPWR|6RCR|7TLV|8DMG|9LIT
29	31511 61121	5	 * 	283.56	DCR|5VULN|1DMG|2CDMG|1TLV	19CDMG|23489VULN|5DMG|6TLV|79BEXP|9BPWR|aRCR
30	31662 24131	3	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	1CDMG|248VULN|34DUR|4BPWR|59DMG|6TLV|7RCVC|aRCR
31	31613 64333	2	   	283.36	DCR|5VULN|1DMG|2CDMG|1TLV	13CDMG|2347aVULN|3BPWR|5ERES|6TLV|8RCR|9DMG
