0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
1	NHN2G	69590_08_27	33612 33316	 * 	462.38	橙3雷电4易伤2矿等2喷火对甲3伤害	178雷电29喷火对甲378伤害4时间59矿等6789易伤789序列升级a核
2	K8KOO	60164_01_15	61231 62115	 * 	461.39	橙3雷电3矿等4易伤2喷火对甲3伤害	178伤害278雷电3a喷火对甲45a矿等678a易伤78a序列升级9核
3	7M5UQ	24056_10_15	11132 12665	   	460.22	橙3雷电3矿等4易伤3伤害1喷火对甲	1678易伤238矿等478伤害567雷电678序列升级9核a喷火对甲
4	564UB	16876_09_07	21412 33453	 * 	457.82	橙3雷电4易伤3喷火对甲2矿等2伤害	1789易伤278喷火对甲39伤害49矿等578雷电6核789序列升级a暴击
5	HGZ2A	52211_01_07	32583 16412	   	456.22	橙3雷电4易伤2矿等2喷火对甲3伤害	179雷电279a易伤3加一4a喷火对甲5a矿等679伤害79a序列升级8核
6	E8RM5	42958_01_06	36123 11143	 * 	456.22	橙3雷电4易伤3喷火对甲2矿等3伤害	179雷电257伤害3a矿等49a喷火对甲679a易伤79a序列升级8核
7	HGZ2A	52211_01_07	42211 76412	   	456.22	橙3雷电4易伤2矿等2喷火对甲3伤害	179a易伤279伤害3a矿等4加一5a喷火对甲679雷电79a序列升级8核
8	4O8D9	15630_05_21	35436 33123	   	453.83	橙3雷电4易伤2矿等2喷火对甲2伤害	138雷电238a易伤38a序列升级4a伤害5时间6核78矿等9a喷火对甲
9	ICIIP	54774_12_19	21112 16346	   	451.70	橙3雷电3矿等4易伤3伤害2暴击	189雷电258伤害3a暴击49a矿等6核789a易伤89a序列升级
10	AAEDA	31616_08_11	53324 33211	   	451.70	橙3雷电3矿等4易伤3伤害2暴击	178雷电23a矿等478a易伤578伤害6核78a序列升级9a暴击
11	32ZKI	10763_12_12	34324 13315	 * 	451.68	橙3雷电4易伤2矿等3伤害3攻速	179a易伤278攻速3a矿等49a雷电579伤害6核79a序列升级
12	55MQV	16837_02_20	31653 61131	 * 	451.14	橙3雷电5易伤3矿等2伤害1核弹	15689易伤29伤害389矿等458雷电589序列升级7核a核弹
13	H91F1	51586_12_04	31632 22436	 * 	451.12	橙3雷电5易伤2矿等1喷火对甲2伤害	19矿等245雷电34589易伤459序列升级69伤害7核a喷火对甲
14	KJ8CN	61116_03_20	12253 21334	 * 	450.41	紫3雷电5易伤2矿等2喷火对甲3伤害	178雷电278伤害3a喷火对甲4核5a矿等6789a易伤78a序列升级
15	Z1N6K	2124_10_12	61512 61331	   	449.90	橙3雷电3矿等4易伤3伤害2暴击	189矿等289雷电35a伤害4a暴击689a易伤7核89a序列升级
16	QZDIG	76651_07_25	21614 41332	   	449.88	橙3雷电4易伤2矿等3伤害1喷火对甲	169伤害289a易伤3喷火对甲4a矿等59a雷电7核9a序列升级
17	QZDIG	76651_07_25	21616 51332	   	449.88	橙3雷电4易伤2矿等3伤害1喷火对甲	159伤害289a易伤3喷火对甲4a矿等69a雷电7核9a序列升级
18	O4SSA	71311_07_14	33623 22355	   	448.67	橙3雷电3矿等4易伤3伤害2攻速	178伤害278a易伤35a雷电4a攻速678矿等78a序列升级9核
19	OSH8R	73432_03_01	52213 42362	   	448.67	橙3雷电3矿等4易伤3伤害2攻速	178a易伤267伤害3a攻速48a雷电578矿等78a序列升级9核
20	KIAN7	61033_01_10	11512 33632	 * 	448.53	橙3雷电5易伤3矿等3伤害	1289a易伤34a雷电589矿等6核789伤害89a序列升级
21	KIAN7	61033_01_10	11515 32632	   	448.53	橙3雷电5易伤3矿等3伤害	1289a易伤34a雷电589伤害6核789矿等89a序列升级
22	ES72U	44694_07_29	16115 13411	   	448.53	橙3雷电5易伤3矿等3伤害	148雷电2349a易伤489序列升级589矿等6核789伤害
23	KIAN7	61033_01_10	16612 33632	   	448.53	橙3雷电5易伤3矿等3伤害	1389a易伤24a雷电589矿等6核789伤害89a序列升级
24	R9B95	80323_06_26	24251 31613	   	448.53	橙3雷电5易伤3矿等3伤害	124矿等3479a易伤49a序列升级59a伤害6核89a雷电
25	ZID76	3621_12_17	32243 62122	   	448.53	橙3雷电5易伤3矿等3伤害	138矿等2379a易伤39a序列升级49a伤害59a雷电6核
26	DB4CH	40290_12_07	32432 31362	   	448.53	橙3雷电5易伤3矿等3伤害	1389a易伤23a矿等39a序列升级459伤害6核79a雷电
27	9VREK	30666_04_20	11323 11322	   	448.53	橙3雷电5易伤3矿等3伤害	19a雷电25a伤害34589易伤59a序列升级6核79a矿等
