0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
1	RA59I	80396_05_30	21363 25523	 * 	477.02	橙橙3易伤3等级3雷电3矿等	1全技能248雷电34a易伤48a序列升级58a矿等69核78a等级
2	IQNCC	56044_06_10	11553 33533	 * 	471.00	橙橙4易伤3等级3矿等3伤害	137等级259伤害4579易伤579序列升级679矿等8a核
3	DFGKL	40684_02_25	62142 35331	 * 	470.00	橙橙4易伤3等级3矿等2雷电	149矿等2346易伤469序列升级569等级79雷电8a核
4	MFRQO	66553_08_28	52523 23131	   	469.75	橙橙4易伤3等级3矿等1雷电1伤害	127a易伤37a矿等4雷电5伤害67a等级7a序列升级89核
5	EO3PZ	44326_06_07	12126 41413	   	468.61	橙橙3易伤3等级3雷电3矿等	129等级29a序列升级35a易伤49a雷电69a矿等78核
6	KNC3V	61485_07_11	25121 53231	   	468.61	橙橙3易伤3等级3雷电3矿等	189矿等259易伤3双倍秒伤458等级589序列升级6a核789雷电
7	L9IH4	63118_05_21	65123 21315	   	464.23	橙橙3易伤3等级3矿等1雷电1伤害	179易伤279矿等3攻速4伤害579等级68核79序列升级a雷电
8	84FGO	25339_08_13	13133 32223	 * 	461.69	橙橙3等级3矿等2易伤3伤害1雷电	18a伤害28a矿等3雷电46易伤58a等级79核8a序列升级
9	1E93K	6122_06_23	25363 15321	   	460.50	橙橙3易伤3等级3矿等2雷电	17a易伤2时间357等级47a矿等68核7a序列升级9a雷电
10	GHNAA	49495_01_05	24116 12353	   	459.35	橙橙4易伤3等级3矿等1雷电	178矿等2378易伤4赏金邻近578等级69核78序列升级a雷电
11	68FRS	19957_08_24	12322 61133	   	458.89	橙橙3易伤3等级3矿等1雷电1伤害	178易伤2伤害378矿等4平台578等级69核78序列升级a雷电
12	3D883	11772_02_26	63232 52234	   	458.04	橙橙3易伤3等级3雷电2矿等1平台	1平台28a等级358易伤48a雷电67核8a序列升级9a矿等
13	GQ317	50245_08_02	41536 33222	   	454.80	橙橙3等级3矿等2易伤2雷电2攻速	178等级27易伤38雷电48攻速567矿等78序列升级9a核
14	8AP5B	25904_12_12	14431 12362	   	454.78	橙橙3等级3雷电3矿等2易伤	137雷电2a易伤47a等级57a矿等68核7a序列升级9全技能
15	7OIPI	24272_03_17	21315 32132	   	452.48	橙橙3易伤3等级3矿等1雷电	189矿等289易伤3全技能4暴击5雷电689等级7a核89序列升级
16	OS8TZ	73408_09_12	22511 42132	   	452.03	橙橙3等级3雷电3矿等2易伤	179等级24易伤379雷电579矿等68核79序列升级a赏金塔
17	6R9DD	21644_02_26	41113 61332	   	452.03	橙橙3等级3雷电3矿等2易伤	178矿等29易伤3赏金塔478等级578雷电6a核78序列升级
18	VDKGO	92191_11_09	31232 41226	   	450.83	橙橙3易伤3等级3矿等2雷电	179易伤29雷电367矿等4随机矿579等级79序列升级8a核
19	1E93K	6122_06_23	21363 15321	   	450.83	橙橙3易伤3等级3矿等2雷电	17a易伤2基地爆炸357等级47a矿等68核7a序列升级9a雷电
20	1E93K	6122_06_23	26363 15321	   	450.83	橙橙3易伤3等级3矿等2雷电	17a易伤2敌人爆炸357等级47a矿等68核7a序列升级9a雷电
21	ONRCE	73011_12_09	25312 11553	   	450.73	橙橙3易伤3等级3矿等2雷电	137易伤23雷电37序列升级467等级57a矿等89核
22	1GHN8	6326_01_21	14121 25512	   	450.73	橙橙3易伤3等级3矿等2雷电	189等级25雷电3双倍秒伤489易伤6a核789矿等89序列升级
23	VOVDU	93209_04_28	42522 21333	   	450.11	橙橙3易伤2等级2雷电2矿等2攻速1平台	17a易伤2平台3a等级47雷电57攻速68核7a序列升级9a矿等
24	8HGC9	26508_05_01	16635 32312	 * 	449.88	橙橙3易伤3雷电2等级3伤害1平台	18a雷电29等级3平台48a易伤58a伤害67核8a序列升级
25	H77IK	51424_08_18	41321 31536	   	449.84	橙橙3易伤3等级3矿等1雷电	189等级2时间3赏金邻近489易伤589矿等67核89序列升级a雷电
26	L9IH4	63118_05_21	65123 21311	   	449.73	橙橙3易伤3等级3矿等2伤害	179易伤279矿等3攻速4a伤害579等级68核79序列升级
27	A62JS	31224_09_05	41213 21516	   	449.68	橙橙4易伤3等级3矿等1雷电	18a矿等2随机矿3雷电48a等级568a易伤79核8a序列升级
28	J6IIB	57107_07_16	61111 55321	   	449.58	橙橙4易伤3等级3矿等1雷电	1589易伤289矿等3雷电4电塔对直升6a核789等级89序列升级
29	MB6MJ	66135_07_22	42233 52224	   	449.58	橙橙4易伤3等级3矿等1雷电	19a等级239a易伤4挖尘5雷电67核89a矿等9a序列升级
30	6TQU9	21872_09_22	53225 24312	   	449.35	橙橙4易伤3等级3矿等2攻速	179a易伤2a攻速379矿等479等级5赏金塔68核79a序列升级
31	UZS3C	88175_11_27	11116 22251	   	448.64	橙橙3等级3雷电3矿等1易伤1伤害	189雷电2易伤389矿等4全技能589等级67核89序列升级a伤害
32	B6J4F	34141_11_23	51114 13131	   	448.49	橙橙3易伤3等级3矿等1雷电	178等级2全技能378易伤4赏金邻近578矿等69核78序列升级a雷电
33	68A7I	19941_11_06	24521 32311	   	448.04	橙橙3易伤3等级3雷电2矿等	139等级2a矿等4全技能59a雷电68核79a易伤9a序列升级
34	L7E71	62926_11_08	34423 21521	 * 	447.54	橙橙3易伤3等级3雷电3攻速1矿等	158等级289攻速3矿等459雷电589序列升级6a核789易伤
35	PKZRP	75539_05_05	26362 21233	 * 	447.13	橙橙3等级2易伤2雷电2矿等2伤害	17a等级27矿等3a伤害4时间57雷电68核7a序列升级9a易伤
