0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
1	K7O4M	60083_10_12	33323 62266	 * 	416.66	橙橙5易伤3伤害3矿等1暴击	178矿等24578易伤378伤害69核78序列升级a暴击
2	OPVPH	73203_09_24	54334 22333	   	415.04	橙橙5易伤3伤害2矿等2攻速	19矿等245伤害3459a易伤459序列升级67核89攻速
3	K7O4M	60083_10_12	33323 62264	   	412.67	橙橙5易伤3伤害3矿等	178矿等24578易伤378伤害69核78序列升级a全技能
4	H7CUF	51439_09_08	34512 15323	 * 	409.70	橙橙4易伤3伤害3攻速2矿等	1立即金币278伤害3a矿等478a易伤578攻速69核78a序列升级
5	RCO8D	80629_01_04	23533 26135	   	406.70	橙橙4易伤3伤害3矿等1暴击	189伤害2689易伤3暴击4策反589矿等7a核89序列升级
6	F81EM	45755_05_16	31325 16322	   	406.18	橙橙4易伤3伤害3矿等2暴击	178a易伤2a暴击378矿等478伤害5立即金币69核78a序列升级
7	RA99A	80407_08_09	53332 43631	   	406.08	橙橙4易伤3伤害3矿等2暴击	179矿等267伤害3挖尘49暴击5679易伤679序列升级8a核
8	T54JM	85687_09_21	11366 53133	   	406.08	橙橙4易伤3伤害3矿等3时间	138矿等239伤害389序列升级4789易伤589时间6a核
9	3UMST	13338_05_25	43131 42241	 * 	404.50	橙橙3易伤3伤害3矿等3攻速	139矿等23a攻速39a序列升级49a伤害5挖青67核89a易伤
10	EQLK2	44555_11_23	51332 42612	   	403.65	橙橙4易伤3伤害3攻速1矿等	127a易伤3矿等47a伤害57a攻速68核7a序列升级9平台
11	TPFRZ	87513_07_09	62113 25413	 * 	403.01	橙橙5易伤3伤害3攻速	13789易伤289伤害489攻速5平台6a核89序列升级
12	Z13CI	2069_03_24	21322 62254	   	403.01	橙橙5易伤3伤害3矿等	178伤害278矿等34789易伤5立即金币6a核78序列升级
13	ZFM51	3377_11_09	14162 13335	   	403.01	橙橙5易伤3伤害3矿等	1248a易伤3最后敌人58a伤害68a矿等79核8a序列升级
14	BIA4O	35193_04_11	32313 52116	   	403.01	橙橙5易伤3伤害3矿等	1247a易伤347矿等47a序列升级57a伤害68核9立即金币
15	FBN77	46085_07_17	61314 22216	   	403.01	橙橙5易伤3伤害3矿等	19a伤害2赏金邻近3459a易伤69a矿等78核9a序列升级
16	K7O4M	60083_10_12	33323 62262	   	403.01	橙橙5易伤3伤害3矿等	178矿等24578易伤378伤害69核78序列升级a赏金塔
17	K7O4M	60083_10_12	33323 62265	   	403.01	橙橙5易伤3伤害3矿等	178矿等24578易伤378伤害69核78序列升级a赏金邻近
18	BOES5	35744_11_01	31433 35252	   	402.91	橙橙5易伤3伤害3矿等	14678易伤257伤害378矿等78序列升级9a核
19	TZKG3	85283_09_08	25132 26623	   	402.91	橙橙5易伤3伤害3矿等	18a矿等2478a易伤348伤害48a序列升级5挖青69核
20	HGSD2	52290_06_17	31151 41633	   	402.91	橙橙5易伤3伤害3矿等	179矿等279伤害3双倍秒伤4579a易伤68核79a序列升级
21	K7O4M	60083_10_12	33323 62261	   	402.91	橙橙5易伤3伤害3矿等	178矿等24578易伤378伤害69核78序列升级a双倍秒伤
22	K7O4M	60083_10_12	33323 62263	   	402.91	橙橙5易伤3伤害3矿等1挖怪	178矿等24578易伤378伤害69核78序列升级a挖怪
23	53937	16619_03_08	31124 32116	   	402.71	橙橙3易伤3伤害3矿等2攻速	147矿等27a伤害37a易伤5平台69核7a序列升级8a攻速
24	Z35R1	2255_07_15	34221 31312	   	402.29	橙橙4易伤3伤害3攻速1矿等	1378易伤278伤害4时间5矿等678攻速78序列升级9a核
25	AV6KN	33478_11_11	23216 13355	   	401.86	橙橙5易伤3伤害2攻速3时间	179伤害2a攻速3579a易伤479时间68核79a序列升级
26	QS548	79139_12_05	21323 21331	   	400.29	橙橙5易伤3伤害3攻速	13789易伤2策反479伤害579攻速6a核79序列升级
27	3N5F4	12661_07_08	44122 36221	   	399.92	橙橙3易伤3伤害3矿等1攻速	1全技能278矿等378伤害4平台578易伤69核78序列升级a攻速
28	LAORV	63225_11_14	41131 13332	   	399.76	橙橙4易伤3伤害3矿等1暴击	147伤害2立即金币3467易伤467序列升级567矿等8a核9暴击
29	IAHU4	54593_09_21	31626 35232	   	399.76	橙橙4易伤3伤害3矿等1攻速	18a矿等2攻速38a伤害458a易伤6赏金邻近79核8a序列升级
30	VMPOR	93014_01_10	52111 12562	   	399.76	橙橙4易伤3伤害3矿等1暴击	178矿等2随机矿3暴击478a易伤578伤害69核78序列升级
31	4OC12	15640_07_12	15213 62115	   	399.66	橙橙4易伤3伤害3矿等1暴击	19a伤害259a易伤3暴击4挖尘69a矿等78核9a序列升级
32	UKFAK	89934_05_30	42216 23241	   	399.33	橙橙5易伤3伤害2攻速1矿等	12489易伤348伤害48序列升级58攻速67核a矿等
33	1TLDG	7502_09_21	21161 15161	   	399.29	橙橙5易伤2伤害2矿等3暴击	1345a易伤245暴击45a序列升级67核8a矿等9a伤害
34	CIF5R	38078_04_17	33226 26325	   	398.50	橙橙5易伤3伤害2矿等	1349a易伤239伤害39序列升级5平台67核89矿等
35	C5TNA	36952_10_08	43323 12111	   	398.41	橙橙4易伤3伤害3攻速1暴击	178伤害2578易伤3时间4暴击678攻速78序列升级9a核
36	OPVPH	73203_09_24	54334 22331	   	398.15	橙橙4易伤3伤害2矿等2攻速	19矿等245伤害3459易伤459序列升级67核89攻速a双倍矿
37	OPVPH	73203_09_24	54334 22332	   	398.15	橙橙4易伤3伤害2矿等2攻速	19矿等245伤害3459易伤459序列升级67核89攻速a雷电
38	MMSAR	67183_01_29	22161 43125	   	398.05	橙橙4易伤3伤害2矿等2攻速	1247易伤247序列升级348伤害57攻速67矿等9a核
39	M4BK4	65521_05_07	12243 23636	   	397.66	橙橙5易伤2伤害3攻速3策反	178攻速24伤害3478a易伤478序列升级578策反69核
40	J52VZ	56974_01_26	13111 31656	   	397.15	橙橙3易伤3矿等2伤害3攻速	148攻速28a矿等3时间5a伤害69核78a易伤8a序列升级
41	HRHGH	53246_10_18	11115 33345	   	396.91	橙橙5易伤3矿等2伤害	134矿等2349a易伤34a序列升级5平台68核7a伤害
42	OACKA	71804_04_08	21544 31311	   	396.91	橙橙5易伤3矿等2伤害	1a伤害2467a易伤3全技能56a矿等6a序列升级89核
43	VUGV8	93707_01_30	52251 31335	   	396.52	橙橙4易伤3伤害3攻速2暴击	189攻速25暴击3赏金邻近4589易伤589序列升级6a核789伤害
44	7762L	22711_05_24	21221 52615	   	396.42	橙橙4易伤3伤害3攻速3时间	1379易伤239攻速379序列升级457时间679伤害8a核
45	QCSZO	77768_08_25	52623 25311	   	396.35	橙橙4易伤3伤害3矿等	147伤害2a策反357a易伤67a矿等7a序列升级89核
46	J8VUC	57324_06_20	23334 32361	   	395.77	橙橙4易伤3伤害3矿等	1578易伤2低血量敌人378矿等4平台678伤害78序列升级9a核
47	J8VUC	57324_06_20	23336 22361	   	395.77	橙橙4易伤3伤害3矿等	1678易伤2低血量敌人378矿等4平台578伤害78序列升级9a核
48	DDK4L	40514_07_14	31164 31631	   	395.77	橙橙4易伤3伤害3矿等	128a易伤3金币生成48a矿等58a伤害69核7全技能8a序列升级
49	O73TS	71510_09_23	23225 41116	   	395.77	橙橙4易伤3伤害3矿等	148矿等2468易伤3赏金塔468序列升级568伤害7a核9平台
50	S684Q	82916_06_12	32116 26251	   	395.77	橙橙4易伤3伤害3矿等	1平台2678易伤378矿等4技能578伤害78序列升级9a核
51	23MVD	8045_05_21	52523 22225	   	395.77	橙橙4易伤3伤害3矿等	129a易伤3立即金币4平台59a矿等68核79a伤害9a序列升级
52	4KUFQ	15333_06_04	41331 31532	   	395.77	橙橙4易伤3伤害3矿等	1赏金塔2789易伤378伤害478矿等5平台6a核78序列升级
53	7UQ89	24831_06_02	13522 22344	   	395.77	橙橙4易伤3伤害3矿等	189伤害2敌人爆炸3789易伤489矿等5平台6a核89序列升级
54	C55UM	36886_02_16	11456 22111	   	395.77	橙橙4易伤3伤害3矿等	17a伤害2金币生成357a易伤47a矿等69核7a序列升级8平台
55	D242Q	39482_08_22	24133 31562	   	395.77	橙橙4易伤3伤害3矿等	1279易伤379矿等4全技能579伤害6a核79序列升级8额外掉落
56	D242Q	39482_08_22	32233 31562	   	395.77	橙橙4易伤3伤害3矿等	179矿等2379易伤4全技能579伤害6a核79序列升级8额外掉落
57	K83M8	60116_02_28	34321 15114	   	395.77	橙橙4易伤3伤害3矿等	1479易伤2平台3低血量敌人579矿等679伤害79序列升级8a核
58	MFJA7	66529_10_12	25216 51212	   	395.77	橙橙4易伤3伤害3矿等	1平台278a易伤37a伤害4赏金塔57a矿等69核7a序列升级
59	MFJA7	66529_10_12	25326 51212	   	395.77	橙橙4易伤3伤害3矿等	1平台278a易伤3赏金邻近47a伤害57a矿等69核7a序列升级
60	MFJA7	66529_10_12	26136 51212	   	395.77	橙橙4易伤3伤害3矿等	1平台2赏金塔37a伤害478a易伤57a矿等69核7a序列升级
61	POVUO	75985_05_17	33551 11131	   	395.77	橙橙4易伤3伤害3矿等	1全技能2赏金塔37a伤害47a矿等579a易伤68核7a序列升级
62	VG737	92423_05_16	55131 16222	   	395.77	橙橙4易伤3伤害3矿等	19a伤害269a易伤39a矿等4平台5立即金币78核9a序列升级
63	4QO8C	15854_03_31	22236 42412	   	395.67	橙橙4易伤3伤害3矿等	18a矿等2平台356a易伤45a伤害5a序列升级79核
64	FQO2C	47433_08_29	32222 15345	   	395.67	橙橙4易伤3伤害3矿等	138伤害2348易伤38序列升级589矿等6a核7全技能
