0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
1	4CK66	14586_10_26	14242 21334	 * 	405.35	橙橙5易伤3伤害3等级2雷电	1369a易伤23雷电39a序列升级49a伤害59a等级78核
2	L3519	62542_04_03	22141 62316	 * 	404.75	橙橙4易伤3伤害3导弹对毒2等级	18a导弹对毒24等级389a易伤58a伤害67核8a序列升级
3	R8MRS	80266_03_31	14343 51131	 * 	401.55	橙橙4易伤3伤害3攻速1等级1全技能	1479易伤2等级379攻速579伤害68核79序列升级a全技能
4	J7T9F	57227_04_25	21334 21611	 * 	401.41	橙橙4易伤3喷火对甲3等级1伤害	1389易伤2立即金币4伤害589喷火对甲689等级7a核89序列升级
5	A4ZPI	31040_02_21	63136 53122	   	401.31	橙橙4易伤3喷火对甲3等级1伤害	179等级2伤害3789易伤479喷火对甲5双倍秒伤6a核79序列升级
6	RRDDK	81944_05_13	34343 24333	   	400.49	橙橙3易伤3喷火对甲3等级1全技能1攻速	178等级278易伤3攻速4雷电578喷火对甲6全技能78序列升级9a核
7	5IS2Q	18018_02_24	66132 63132	 * 	398.50	橙橙3易伤3喷火对甲3伤害1等级	138易伤235伤害358序列升级458喷火对甲67核9双倍秒伤a等级
8	FSSKR	47625_12_03	51631 42323	 * 	398.35	橙橙4易伤3伤害3矿等1等级	189矿等2雷电3589易伤489伤害67核89序列升级a等级
9	ZJCOI	3710_05_25	31511 12613	   	397.69	橙橙5易伤3伤害3等级1攻速	138伤害23568易伤368序列升级468等级79核a攻速
10	S671S	82913_05_21	31321 15256	   	396.59	橙橙3易伤3喷火对甲2伤害1等级1攻速	168易伤2随机矿3等级48伤害568喷火对甲68序列升级7a核9攻速
11	71OLT	22225_04_01	13162 55232	 * 	395.94	橙橙3易伤3喷火对甲3矿等1等级1暴击	19a喷火对甲2等级39a矿等4暴击5挖尘67核89a易伤9a序列升级
12	5IS2Q	18018_02_24	66132 63112	   	394.94	橙橙3易伤3喷火对甲3伤害1矿等	138易伤235伤害358序列升级458喷火对甲67核9时间a矿等
13	DPMZ9	41596_05_06	23462 13423	   	394.94	橙橙3易伤3伤害2喷火对甲1等级1矿等	157易伤2等级37喷火对甲457伤害57序列升级6赏金邻近8矿等9a核
14	LU7C2	64971_02_17	24331 11111	 * 	394.03	橙橙2易伤3伤害3攻速3矿等2等级	137矿等23a伤害37a序列升级47易伤57a攻速69核8a等级
15	6CFLE	20315_12_12	21235 42612	   	393.08	橙橙5易伤3伤害2等级1矿等	19等级259伤害34589易伤59序列升级67核a矿等
16	3ST5F	13176_07_15	56213 31623	   	392.61	橙橙4易伤3喷火对甲1等级2雷电	138喷火对甲2378易伤38序列升级4时间5等级68雷电9a核
17	UTCJA	90734_03_15	13123 21353	 * 	392.04	橙橙3易伤3伤害3导弹对毒3等级	189导弹对毒235等级489易伤6a核789伤害89序列升级
18	K72CI	60022_10_16	42216 15313	   	391.80	橙橙4易伤3伤害3等级1全技能	1278易伤278序列升级378伤害478等级5全技能6a核9雷电
19	RCP2V	80631_05_04	11212 11525	   	391.80	橙橙4易伤3伤害2矿等1等级1暴击	1379易伤237伤害37序列升级4暴击5等级67矿等8a核
20	ZJCOI	3710_05_25	31542 12613	 * 	391.69	橙橙5易伤3伤害3矿等1攻速	138伤害23468易伤368序列升级568矿等79核a攻速
21	NVZI3	70783_07_23	26122 46417	 * 	391.56	橙橙4易伤3喷火对甲3伤害	1378易伤278喷火对甲4加一578伤害6a核78序列升级9金币生成
22	L3J6L	62581_12_22	32312 52212	   	391.56	橙橙4易伤3喷火对甲3伤害	168a易伤2立即金币38a喷火对甲4赏金邻近58a伤害79核8a序列升级
23	53Q4P	16666_12_24	36244 61232	   	391.46	橙橙4易伤3喷火对甲3伤害	178喷火对甲278a易伤3加一4赏金邻近578伤害69核78序列升级
24	R183M	79596_11_12	36233 21632	   	391.41	橙橙4易伤3喷火对甲2伤害1矿等	1矿等245喷火对甲3456易伤45序列升级79伤害8a核
25	8QSTU	27350_12_18	12124 12352	   	391.29	橙橙3易伤3喷火对甲2等级1伤害1矿等	157易伤2矿等37等级457喷火对甲57序列升级69核8金币生成a伤害
26	GPNZB	50211_11_13	31211 11656	 * 	390.56	橙橙3易伤3喷火对甲3雷电1等级1矿等	189雷电2等级389喷火对甲4敌人爆炸5矿等6a核789易伤89序列升级
27	8QSTU	27350_12_18	12124 12355	   	390.39	橙橙4易伤3喷火对甲2等级1矿等	157a易伤2矿等37等级457喷火对甲57序列升级69核8金币生成
28	8QDKE	27308_01_29	31423 54311	 * 	389.22	橙橙2易伤3伤害2喷火对甲2导弹对毒1全技能1暴击	148伤害24易伤3全技能48序列升级58导弹对毒6a核78喷火对甲9暴击
29	7FQOE	23487_02_05	63224 12152	 * 	389.18	橙橙5易伤3伤害2喷火对甲	18a伤害23468易伤58喷火对甲79核8序列升级
30	O6KPS	71468_04_27	35134 23133	   	388.34	橙橙4易伤3喷火对甲2等级1技能	1249易伤349喷火对甲49序列升级5核弹68核79等级a技能
31	P6GQR	74328_02_05	12452 31243	   	388.34	橙橙4易伤3喷火对甲2等级1暴击	124a易伤24a序列升级34a喷火对甲5掉矿6暴击78核9a等级
32	KERRH	60722_03_16	11111 41122	   	388.24	橙橙3易伤3伤害3等级1矿等1全技能	19a等级2全技能39a伤害4雷电5矿等67核89a易伤9a序列升级
