0	Code 	Date      	Index      	 *	Score 	Summary	Detail	
1	LV4RO	65053_10_23	33526 16312	 * 	286.06	紫5易伤3伤害3策反1全技能3暴击	1核2全技能379策反47a伤害5679a易伤79a序列升级89a暴击
2	DO9TP	41472_10_07	32413 15315	   	279.32	紫5易伤3伤害3策反1全技能2暴击	1核27a策反3全技能4678a易伤567伤害67a序列升级9a暴击
3	9C9NL	28912_01_11	13333 26124	 * 	278.72	紫5易伤3伤害3策反1全技能3攻速	1核2379a易伤4全技能57a攻速679策反79a序列升级89a伤害
4	9C9NL	28912_01_11	13334 26124	   	278.72	紫5易伤3伤害3策反1全技能3攻速	1核2379a易伤4全技能57a伤害679策反79a序列升级89a攻速
5	2ALEM	8669_02_16	34336 32242	   	278.72	紫5易伤3伤害3策反1全技能2暴击	1核2578a易伤378伤害4全技能678策反78a序列升级9a暴击
6	68VHB	20001_07_31	11141 13421	 * 	278.54	紫4易伤3伤害2全技能3策反2暴击	1核28全技能357伤害457a易伤57a序列升级67a策反9a暴击
7	E9O2N	43037_08_14	11323 15642	   	278.54	紫4易伤3伤害2全技能3策反2暴击	1核26全技能358伤害458a易伤58a序列升级78a策反9a暴击
8	BEQSH	34881_05_09	31322 42321	   	276.92	紫5易伤3伤害3策反1全技能2暴击	179策反2核3全技能4a暴击579伤害6789a易伤79a序列升级
9	NRDHT	70461_02_14	14523 23412	   	276.74	紫4易伤3伤害2全技能3策反2暴击	13全技能2核489伤害5a暴击689a易伤789策反89a序列升级
10	Z1ENZ	2100_12_25	11166 52232	 * 	276.34	紫5易伤3伤害1全技能3暴击3攻速	1核279伤害37a攻速4全技能5679a易伤79a序列升级89a暴击
11	31O2A	10739_12_02	23363 33521	   	273.73	紫4易伤3伤害3策反1全技能1喷火对愈1暴击	1核2578易伤3全技能457策反578序列升级678伤害9喷火对愈a暴击
12	V3JJP	91292_02_28	24212 41236	   	273.71	紫5易伤3伤害3策反1全技能3时间	1核2479a易伤37a策反579伤害6全技能79a序列升级89a时间
13	HI1SL	52395_07_24	12231 51524	 * 	273.50	橙5易伤3伤害3策反1全技能2暴击	1358a易伤258策反4全技能58a序列升级6核78a伤害9a暴击
14	NB2U1	68995_11_23	62222 52115	   	273.43	紫4易伤3伤害3策反1全技能2暴击	1核259a易伤3全技能459伤害59a序列升级6攻速7a暴击89a策反
15	PJOL6	75516_05_02	11251 15224	   	273.13	紫4易伤3伤害3策反1全技能3暴击	1核2全技能379伤害467a易伤579策反79a序列升级89a暴击
16	Z27ZB	2169_02_01	63351 15112	   	272.91	紫5易伤3伤害3策反1全技能1暴击	1核289策反3全技能4暴击5789a易伤689伤害89序列升级
17	CN52C	38498_07_13	26116 41113	   	272.54	紫4易伤3伤害2全技能3策反2暴击	178策反278a易伤3核46全技能578伤害78a序列升级9a暴击
18	ZTKA9	4628_09_24	33433 24221	   	272.53	紫4易伤3伤害3策反1全技能3暴击	1核289暴击3全技能469a易伤568伤害689序列升级789策反
19	9FS6F	29232_12_08	41312 33533	   	272.53	紫4易伤3伤害3策反1全技能3暴击	1核258策反3全技能459a易伤589序列升级689暴击789伤害
20	L6MAR	62859_11_25	22363 26135	   	272.53	紫4易伤3伤害3策反1全技能3暴击	1核279伤害3全技能467a易伤579策反79a序列升级89a暴击
21	49T8F	14343_02_08	33362 53411	   	272.51	紫5易伤3伤害3策反1全技能3时间	179策反2核37a伤害4全技能5679a易伤79a序列升级89a时间
22	PVO9E	76591_11_22	11513 26231	   	272.41	紫4易伤3伤害3策反1全技能1暴击2时间	1核259a易伤3全技能459伤害59a序列升级6暴击7a时间89a策反
23	PFUCM	75173_07_19	25132 66123	   	272.31	紫5易伤3伤害3策反1全技能1暴击	1核2369a易伤4全技能5暴击79a策反89a伤害9a序列升级
24	HM4B5	52761_04_20	35354 11313	   	272.13	紫4易伤3伤害2全技能3策反1暴击	1核24全技能359a易伤6暴击79a伤害89a策反9a序列升级
25	54JQQ	16739_01_01	31135 52421	   	272.12	紫5易伤3伤害3策反1全技能2暴击	179策反267伤害3全技能4核5679a易伤679序列升级89暴击
26	ZKJCI	3818_09_08	13332 23634	 * 	271.93	紫4易伤3伤害3策反1全技能3喷火对愈	1核28a策反369a易伤4全技能568伤害68a序列升级78a喷火对愈
27	E5OVF	42681_04_10	25331 73137	   	271.93	紫4易伤3伤害3策反1全技能3暴击	1核279a易伤37a策反4全技能5加一679伤害79a序列升级89a暴击
28	NV46S	70793_10_15	42121 34262	   	271.93	紫4易伤3伤害3策反1全技能3喷火对愈	1核259a易伤357策反4全技能59a序列升级69a伤害89a喷火对愈
