0	Index      	 *	Score 	Summary	Detail	Bounty	
1	43213 35432	 * 	308.79	橙4易伤2等级2伤害2时间	134a易伤29时间5a伤害6a等级7核8赏金邻近a序列升级	7
2	41151 52232	 * 	302.81	橙5易伤2等级3时间	12489易伤249序列升级3双倍矿59等级679时间a核	10
3	43621 22413	   	302.79	橙3易伤2等级2伤害2时间2雷电	19a易伤26时间3a伤害4低血量敌人56等级6a序列升级7a雷电8核	4
4	43621 22413	   	302.79	橙3易伤2等级2伤害2时间2雷电	19a易伤26时间3a伤害4低血量敌人56等级6a序列升级7a雷电8核	3
5	43213 35611	   	294.10	橙4易伤2等级2伤害1时间	1349易伤2时间5a伤害68等级7核	7
6	43213 35111	   	289.67	橙4易伤2伤害2时间1等级	1349易伤28时间5a伤害6等级7核	8
7	43213 35131	   	289.67	橙4易伤2伤害2时间1等级	1349易伤28时间5a伤害6等级7核	9
8	43213 35511	   	289.67	橙4易伤2伤害2时间1等级	1349易伤28时间5a伤害6等级7核	7
9	43221 22413	   	286.19	橙4易伤2等级2时间2雷电	169a易伤2a时间3随机矿4基地爆炸56等级6a序列升级7a雷电8核	2
10	43231 22413	   	286.09	橙4易伤2等级2时间2雷电	169a易伤2a时间3随机矿4挖尘56等级6a序列升级7a雷电8核	2
11	43213 35116	   	285.74	橙4易伤2时间1等级1伤害1暴击	1349易伤28时间5伤害6等级7核a暴击	8
12	43213 35136	   	285.74	橙4易伤2时间1等级1伤害1暴击	1349易伤28时间5伤害6等级7核a暴击	9
13	43213 35135	   	285.31	橙4易伤3时间1等级1伤害	1349易伤28a时间5伤害6等级7核	10
14	43111 22413	   	285.21	橙3易伤2等级2时间1伤害2雷电	19a易伤26时间3a最后敌人4伤害56等级6a序列升级7a雷电8核	4
15	43151 22413	   	285.21	橙3易伤2等级2时间1伤害2雷电	19a易伤26时间3a最后敌人4伤害56等级6a序列升级7a雷电8核	3
16	43411 22413	   	285.21	橙3易伤2等级2时间1伤害2雷电	19a易伤26时间3a敌人爆炸4伤害56等级6a序列升级7a雷电8核	4
17	41331 21413	   	283.60	橙4易伤2伤害1等级1时间	129a易伤2a序列升级3雷电4a基地爆炸5等级6时间7a伤害8核	4
18	41351 21413	   	283.60	橙4易伤2伤害1等级1时间	129a易伤2a序列升级3雷电4a敌人爆炸5等级6时间7a伤害8核	4
19	41311 21413	   	283.40	橙4易伤2伤害1等级1时间	139a易伤2雷电4a挖尘5等级6时间7a伤害8核a序列升级	1
20	41311 21413	   	283.40	橙4易伤2伤害1等级1时间	129a易伤2a序列升级3雷电4a挖尘5等级6时间7a伤害8核	3
21	41321 21413	   	283.40	橙4易伤2伤害1等级1时间	129a易伤2a序列升级3雷电4a挖尘5等级6时间7a伤害8核	4
22	43213 15262	   	283.40	橙4易伤2伤害1等级1时间	1346易伤2时间59伤害7雷电8核a等级	8
23	46116 31313	   	283.33	橙4易伤2时间1等级2攻速2雷电	135a易伤23攻速3a序列升级4a雷电6等级7敌人爆炸8a时间9核	9
24	46111 22413	   	283.23	橙4易伤2时间1等级2攻速2雷电	139a易伤23攻速3a序列升级4a时间5等级6挖尘7a雷电8核	3
25	43213 15161	 * 	282.29	橙5易伤2伤害1时间2雷电	13468易伤2时间58伤害78雷电8序列升级9策反a核	7
26	43321 22413	   	281.29	橙3易伤2等级2时间2攻速2雷电	19a易伤26时间3a攻速4低血量敌人56等级6a序列升级7a雷电8核	3
27	43321 22413	   	281.29	橙3易伤2等级2时间2攻速2雷电	19a易伤26时间3a攻速4低血量敌人56等级6a序列升级7a雷电8核	4
28	43361 22413	   	281.19	橙3易伤2等级2时间2攻速2雷电	19a易伤26时间3a攻速4挖尘56等级6a序列升级7a雷电8核	3
29	43213 15222	   	280.39	橙4易伤2时间1等级1伤害	1346易伤29时间5伤害7雷电8核a等级	9
30	43213 15252	   	280.39	橙4易伤2时间1等级1伤害	1346易伤29时间5伤害7雷电8核a等级	8
