0	Index      	*	Score	Code	Var
1	51325 12511	*	273.4	橙橙2易伤1伤害1雷电	1随机技能2伤害3时间4掉矿5a易伤68核9雷电
2	51331 13614	 	271.9	橙橙1易伤1伤害1矿等1暴击	1随机技能2伤害3时间4暴击5立即金币6a核7矿等8易伤9敌人爆炸
3	12348 83318	 	270.2	橙橙1易伤1等级1矿等1攻速1雷电1全技能	1加一2易伤3最后敌人4等级5雷电6全技能7矿等8攻速9a核
4	51633 12511	 	269.7	橙橙2易伤1伤害1雷电	1随机技能2伤害3金币生成4a易伤5残血敌人68核9雷电
5	51325 12532	 	269.0	橙橙2易伤1伤害2时间	1随机技能2伤害39时间4掉矿5a易伤68核
6	51225 12511	 	266.9	橙橙2易伤1伤害1雷电	1随机技能2伤害3残血敌人4掉矿5a易伤68核9雷电
7	12542 65143	*	266.2	橙橙3易伤1攻速	1加一248易伤3赏金塔5攻速6a核7立即金币9基础对甲
8	51325 12252	*	265.8	橙橙1易伤2矿等1伤害	1随机技能2伤害3时间4掉矿5易伤69核8a矿等
9	51231 13614	 	265.3	橙橙1易伤1伤害1矿等1暴击	1随机技能2伤害3残血敌人4暴击5立即金币6a核7矿等8易伤9敌人爆炸
10	62163 32363	 	264.7	橙橙2易伤1攻速1雷电	1时间2平台34易伤5攻速6雷电7a核8残血敌人9敌人爆炸
11	51131 46112	 	263.6	橙橙1易伤1伤害1攻速1暴击	1随机技能2伤害3攻速4易伤5暴击6a核7双倍秒伤8随机矿9金币生成
12	55133 12511	 	263.3	橙橙2易伤1攻速1雷电	1随机技能2金币生成3攻速4a易伤5残血敌人68核9雷电
13	51633 12252	 	262.2	橙橙1易伤2矿等1伤害	1随机技能2伤害3金币生成4易伤5残血敌人69核8a矿等
14	51131 46312	 	260.7	橙橙1易伤1伤害1攻速1暴击	1随机技能2伤害3攻速4易伤5暴击6a核7双倍秒伤8技能点9金币生成
15	51321 41314	 	260.7	橙橙1易伤1伤害2时间1暴击	1随机技能2伤害37时间4掉矿5暴击6a核8易伤9敌人爆炸
16	12141 61518	 	259.7	橙橙1易伤1伤害1雷电1全技能	1加一2易伤3毒气能量4敌人爆炸5雷电6时间7全技能8伤害9a核
17	51225 12252	 	259.3	橙橙1易伤2矿等1伤害	1随机技能2伤害3残血敌人4掉矿5易伤69核8a矿等
18	12634 25373	 	258.9	橙橙2易伤1矿等1攻速	1加一28易伤3技能点5双倍秒伤6矿等7a核9攻速
