0	Index      	*	Score	Code	Var
1	25231 12335	*	279.2	橙橙2易伤2矿等1等级	19易伤29基地爆炸3残血敌人4双倍秒伤5立即金币6等级79矿等8a核9序列升级
2	25214 12335	 	277.6	橙橙2易伤2矿等1等级	19易伤29基地爆炸34残血敌人5双倍秒伤6等级79矿等8a核9序列升级
3	25235 12335	 	277.6	橙橙2易伤2矿等1等级	19易伤29基地爆炸35残血敌人4双倍秒伤6等级79矿等8a核9序列升级
4	25224 12335	 	277.1	橙橙2易伤2矿等1等级	19易伤2基地爆炸39残血敌人5双倍秒伤6等级79矿等8a核9序列升级
5	26622 15322	*	273.0	橙橙3易伤1矿等	19a易伤2矿等4掉矿67核8随机技能
6	23412 12255	 	270.6	橙橙3易伤1等级	139易伤2平台4等级5立即金币6a核8最后敌人
7	23412 15423	 	270.6	橙橙3易伤1等级	13a易伤2平台4等级5立即金币69核7冰对甲8残血敌人
8	26325 51341	 	269.0	橙橙2易伤1矿等1雷电	15易伤2矿等3雷电4随机矿6金币生成7加一89核a随机技能
9	26325 51343	 	269.0	橙橙2易伤1矿等1雷电	15易伤2矿等3雷电4随机矿6金币生成7加一89核a时间
10	62523 51312	*	268.4	紫橙3易伤1伤害1攻速1雷电	1a核2伤害3攻速468易伤5赏金邻近7雷电9时间
11	36122 15162	 	264.5	橙橙3易伤	1a技能点2随机矿4时间5冰对冰67核89a易伤a序列升级
12	22312 15122	 	263.1	橙橙3易伤	189易伤24敌人爆炸67核a随机矿
13	26325 51342	 	262.5	橙橙2易伤1矿等1雷电	15易伤2矿等3雷电4随机矿6金币生成7加一89核a最后敌人
14	26325 51344	 	262.5	橙橙2易伤1矿等1雷电	15易伤2矿等3雷电4随机矿6金币生成7加一89核a基地爆炸
15	22266 23315	*	262.3	橙橙1易伤1伤害1等级1暴击	1易伤2敌人爆炸3残血敌人4随机矿5伤害6等级7a核9暴击
16	22312 14452	*	262.3	橙橙2易伤2雷电3敌人爆炸	1a易伤24a敌人爆炸69核7a雷电a序列升级
17	21662 15322	 	261.6	橙橙3易伤	19a易伤2掉矿4随机矿5散射对甲67核8随机技能
18	23415 12235	*	261.5	橙橙2易伤2等级	13易伤2平台45等级6a核8最后敌人9双倍矿
19	22312 15521	 	261.2	橙橙2易伤1等级	1a易伤24敌人爆炸67核8时间9等级
