0	Index      	 *	Score 	Summary	Detail	Bounty	
1	63434 33223	 * 	303.49	橙3易伤3伤害2等级2时间	18时间278伤害34a易伤5策反68等级8序列升级9核	10
2	63434 33222	 * 	292.03	橙2易伤3伤害2等级3时间	18a时间278伤害34易伤5策反68等级8序列升级9核	9
3	63413 63213	   	292.03	橙2易伤3伤害2等级3时间	159时间289伤害3a易伤4低血量敌人69等级7核9序列升级	4
4	63432 63213	   	292.03	橙2易伤3伤害2等级3时间	19a时间289伤害34易伤5基地爆炸69等级7核9序列升级	5
5	63433 63213	   	292.03	橙2易伤3伤害2等级3时间	159时间289伤害3最后敌人4a易伤69等级7核9序列升级	2
6	63523 63213	   	292.03	橙2易伤3伤害2等级3时间	159时间289伤害3低血量敌人4a易伤69等级7核9序列升级	4
7	63533 63213	   	292.03	橙2易伤3伤害2等级3时间	159时间289伤害3低血量敌人4a易伤69等级7核9序列升级	3
8	63412 63112	   	290.02	橙2易伤2等级3时间2伤害1暴击	189时间29伤害35易伤4低血量敌人69等级7核9序列升级a暴击	5
9	63432 63112	   	290.02	橙2易伤2等级3时间2伤害1暴击	189时间29伤害34易伤5基地爆炸69等级7核9序列升级a暴击	5
10	63522 63112	   	290.02	橙2易伤2等级3时间2伤害1暴击	189时间29伤害3低血量敌人45易伤69等级7核9序列升级a暴击	5
11	63434 33222	   	288.46	橙2易伤3伤害2等级2时间	18时间278伤害34易伤5策反68等级8序列升级9核a全技能	10
12	62133 43115	 * 	283.48	橙3易伤2等级3时间1伤害	189时间29等级3策反4最后敌人569易伤7核9序列升级a伤害	1
13	15132 63213	 * 	278.90	橙2易伤3伤害3等级2时间	129最后敌人29a序列升级389伤害4a易伤5a时间69a等级7核	4
14	63434 33221	   	278.80	橙2易伤3伤害2等级2时间	18时间278伤害34易伤5策反68等级8序列升级9核a基地爆炸	9
15	63434 33221	   	278.80	橙2易伤3伤害2等级2时间	18时间278伤害34易伤5策反68等级8序列升级9核a平台	10
16	63412 63211	   	278.80	橙2易伤3伤害2等级2时间	19时间289伤害35易伤4低血量敌人69等级7核9序列升级a基地爆炸	5
17	63412 63212	   	278.80	橙2易伤3伤害2等级2时间	19时间289伤害35易伤4低血量敌人69等级7核9序列升级a敌人爆炸	5
18	63432 63211	   	278.80	橙2易伤3伤害2等级2时间	19时间289伤害34易伤5a基地爆炸69等级7核9序列升级	5
19	63522 63211	   	278.80	橙2易伤3伤害2等级2时间	19时间289伤害3低血量敌人45易伤69等级7核9序列升级a基地爆炸	5
20	63522 63212	   	278.80	橙2易伤3伤害2等级2时间	19时间289伤害3低血量敌人45易伤69等级7核9序列升级a敌人爆炸	5
21	63434 33223	   	278.70	橙2易伤3伤害2等级2时间	18时间278伤害34易伤5策反68等级8序列升级9核a挖尘	9
22	63412 63213	   	278.70	橙2易伤3伤害2等级2时间	19时间289伤害35易伤4低血量敌人69等级7核9序列升级a掉矿	5
23	63432 63212	   	278.70	橙2易伤3伤害2等级2时间	19时间289伤害34易伤5基地爆炸69等级7核9序列升级a挖尘	5
24	63522 63213	   	278.70	橙2易伤3伤害2等级2时间	19时间289伤害3低血量敌人45易伤69等级7核9序列升级a掉矿	5
25	13232 63216	   	277.87	橙2易伤3伤害2等级1时间1暴击	19最后敌人289伤害34易伤5时间69等级7核9序列升级a暴击	2
26	13432 63216	   	277.87	橙2易伤3伤害2等级1时间1暴击	19最后敌人289伤害34易伤5时间69等级7核9序列升级a暴击	3
27	33232 63216	   	277.87	橙2易伤3伤害2等级1时间1暴击	19低血量敌人289伤害34易伤5时间69等级7核9序列升级a暴击	2
28	33432 63216	   	277.87	橙2易伤3伤害2等级1时间1暴击	19低血量敌人289伤害34易伤5时间69等级7核9序列升级a暴击	3
29	13232 63115	   	276.37	橙2易伤2等级3时间2伤害	19最后敌人29伤害34易伤58a时间69等级7核9序列升级	2
30	13432 63115	   	276.37	橙2易伤2等级3时间2伤害	19最后敌人29伤害34易伤58a时间69等级7核9序列升级	3
31	33232 63115	   	276.37	橙2易伤2等级3时间2伤害	19低血量敌人29伤害34易伤58a时间69等级7核9序列升级	2
32	33432 63115	   	276.37	橙2易伤2等级3时间2伤害	19低血量敌人29伤害34易伤58a时间69等级7核9序列升级	3
33	63412 63113	   	276.37	橙2易伤2等级3时间2伤害	189时间29伤害35易伤4a低血量敌人69等级7核9序列升级	5
34	63432 63113	   	276.37	橙2易伤2等级3时间2伤害	189时间29伤害34易伤5基地爆炸69等级7核9序列升级a低血量敌人	5
35	63522 63113	   	276.37	橙2易伤2等级3时间2伤害	189时间29伤害3a低血量敌人45易伤69等级7核9序列升级	5
36	65121 11632	   	276.27	橙2易伤2等级3时间2伤害1核弹	125时间28序列升级38伤害4核弹68易伤78等级9最后敌人a核	10
