0	Index      	 *	Score 	Summary	Detail	Bounty	
1	53213 21211	 * 	294.24	橙5易伤2时间1等级3攻速	17时间24567易伤357攻速57序列升级8等级9矿等a核	5
2	53213 21221	   	294.24	橙5易伤2时间1等级3攻速	17时间24567易伤357攻速57序列升级8等级9金币生成a核	5
3	53213 21255	   	294.14	橙5易伤2时间1等级3攻速	17时间24567易伤357攻速57序列升级8等级9赏金邻近a核	5
4	53213 11527	 * 	287.39	橙4易伤2等级2时间2攻速	1a时间245a易伤35攻速5a序列升级6加一7基地爆炸8核9a等级	6
5	53213 14527	   	287.39	橙4易伤2等级2时间2攻速	1a时间245a易伤35攻速5a序列升级6加一7低血量敌人8核9a等级	7
6	52213 21153	 * 	282.14	紫4易伤2伤害2时间1等级2攻速	19时间25攻速3核459a易伤59序列升级6雷电7等级89伤害	8
7	52213 21152	 * 	276.74	紫3易伤3伤害2时间1等级2攻速	19时间25攻速3核459易伤59序列升级6雷电7等级89a伤害	8
8	52213 21154	 * 	274.31	紫3易伤3时间2伤害1等级2攻速	19a时间25攻速3核459易伤59序列升级6雷电7等级89伤害	8
9	52313 12512	   	274.08	橙4易伤2时间1等级1暴击	15时间2攻速3基地爆炸459a易伤5序列升级6等级7核8暴击	9
10	52313 12516	   	274.08	橙4易伤2时间1等级1暴击	15时间2攻速3基地爆炸459a易伤5序列升级6等级7核8暴击	10
11	52613 12512	   	274.08	橙4易伤2时间1等级1暴击	15时间2攻速3敌人爆炸459a易伤5序列升级6等级7核8暴击	9
12	53213 55133	 * 	273.75	橙4易伤1等级1伤害2攻速1时间	1时间245a易伤35攻速5序列升级6伤害7金币生成8核9等级	9
13	52313 12513	 * 	272.77	橙3易伤3时间1等级2暴击	159时间2攻速39基地爆炸45a易伤59序列升级6等级7核89暴击	8
14	52613 12513	   	272.77	橙3易伤3时间1等级2暴击	159时间2攻速39敌人爆炸45a易伤59序列升级6等级7核89暴击	8
15	52313 12336	 * 	272.67	橙3易伤3时间1等级1伤害	158时间2攻速3基地爆炸459易伤5序列升级6等级7核a伤害	7
16	52613 12336	   	272.67	橙3易伤3时间1等级1伤害	158时间2攻速3敌人爆炸459易伤5序列升级6等级7核a伤害	7
17	53125 24133	 * 	269.95	橙3易伤2等级2时间1伤害	16时间245易伤3挖尘7伤害8核9a等级	10
18	53213 24231	 * 	268.63	橙4易伤3攻速1伤害1时间1暴击	1时间2456易伤35a攻速5序列升级7伤害8暴击9核	5
19	52213 21156	 * 	268.52	紫3易伤2伤害2时间1等级3攻速	19时间25a攻速3核459易伤59序列升级6雷电7等级89伤害	8
20	53213 21311	   	268.04	橙5易伤2时间3攻速	17时间24567易伤357攻速57序列升级8最后敌人9立即金币a核	5
21	53213 21115	   	267.94	橙5易伤2时间3攻速	17时间24567易伤357攻速57序列升级8赏金邻近9矿等a核	5
22	52313 12224	   	267.41	橙2易伤2等级2时间1伤害1暴击	15时间2攻速3基地爆炸45易伤5序列升级69等级7核8伤害a暴击	7
23	52613 12224	   	267.41	橙2易伤2等级2时间1伤害1暴击	15时间2攻速3敌人爆炸45易伤5序列升级69等级7核8伤害a暴击	7
24	53216 12512	   	267.29	橙3易伤2时间1等级2暴击2攻速	19时间24a易伤39攻速5最后敌人6等级7核89暴击9序列升级	8
25	53213 13332	   	267.24	橙4易伤1等级2攻速1时间1暴击	1时间245a易伤35攻速5序列升级6加一7暴击8等级9核	8
26	52313 32226	 * 	267.19	橙2易伤2等级3时间1伤害	15a时间2攻速3a基地爆炸45易伤5a序列升级6随机矿7核8伤害9a等级	7
27	52613 32226	   	267.19	橙2易伤2等级3时间1伤害	15a时间2攻速3a敌人爆炸45易伤5a序列升级6随机矿7核8伤害9a等级	7
28	52313 12366	   	266.99	橙2易伤2等级3时间1伤害	158时间2攻速3基地爆炸45易伤5序列升级69等级7核a伤害	7
29	53213 36133	   	266.24	橙3易伤2等级2时间2攻速	17时间245易伤35攻速5序列升级6最后敌人8核9a等级	10
30	53213 24413	 * 	265.79	橙5易伤1伤害2攻速1时间	1时间2456a易伤35攻速5序列升级7伤害8核9掉矿	5
31	32622 52126	 * 	265.21	橙3易伤2等级2伤害	1随机矿2挖青36a易伤4a伤害5低血量敌人7核8攻速9a等级a序列升级	8
32	53213 54231	 * 	265.17	橙3易伤2伤害3攻速1时间1暴击	1时间245易伤35a攻速5序列升级67伤害8暴击9核	7
33	53125 21423	 * 	265.15	橙4易伤3时间1等级	167时间2459易伤39挖尘8核9序列升级a等级	10
34	55113 32314	 * 	264.43	橙5易伤2时间1伤害	19时间2平台3伤害49金币生成5789a易伤6核9序列升级	7
