0	Index      	Bounty	 *	Score 	Summary	Detail	
1	14223 42325	4	 * 	295.24	橙5易伤3时间2伤害	1立即金币2357a易伤47a时间6核7a序列升级8赏金邻近9a伤害
2	23313 42311	1	 * 	291.15	橙5易伤2等级2攻速1时间	14589易伤29攻速39等级6核7平台9序列升级a时间
3	21521 35132	10	 * 	290.46	橙3易伤3时间2伤害1等级	15a易伤2a基地爆炸3雷电459时间5a序列升级6等级7a伤害8核
4	26311 51333	9	 * 	287.08	橙3易伤3伤害1等级3攻速1全技能	19a易伤2矿等39a攻速4策反5全技能6核7等级89a伤害9a序列升级
5	23363 42312	1	 * 	284.05	橙4易伤3等级3攻速1伤害	1589易伤249攻速349等级49序列升级6核7平台a伤害
6	23313 42312	1	 * 	282.32	橙5易伤2等级3攻速	14589易伤29a攻速39等级6核7平台9序列升级
7	21313 43213	3	   	281.87	橙5易伤2伤害2时间1卖塔	1345a易伤23基地爆炸3a序列升级6核7卖塔8a伤害9a时间
8	23314 65111	1	 * 	281.36	橙3易伤2等级2伤害1时间	148易伤2攻速38等级5赏金邻近68伤害7核8序列升级9掉矿a时间
9	22222 45511	5	 * 	280.80	橙4易伤2等级2时间1全技能	134a易伤2金币生成5a时间6全技能7核8挖青9a等级a序列升级
10	25216 16142	2	 * 	280.33	橙4易伤2等级1伤害2暴击	179a易伤29暴击3矿等4加一5伤害69等级8核9序列升级
11	23363 42311	1	   	280.23	橙4易伤3等级3攻速1时间	1589易伤249攻速349等级49序列升级6核7平台a时间
12	22261 53611	7	 * 	279.91	橙3易伤2等级2时间1伤害1全技能	13a易伤2金币生成4a时间5全技能6策反7核8伤害9a等级a序列升级
13	23313 45241	1	 * 	278.67	橙5易伤2时间1等级	14579易伤2攻速3等级6核8a时间
14	26221 12233	9	 * 	278.05	橙4易伤2等级2伤害	134a易伤2矿等5a伤害6策反7金币生成8a等级9核a序列升级
15	63163 52311	3	 * 	278.00	橙2易伤2等级2伤害2时间2雷电	1额外掉落28雷电37时间48等级58伤害6核8序列升级9a易伤
16	22221 41113	5	   	277.95	橙4易伤2等级2伤害	134a易伤2金币生成5a伤害6核7a等级8额外掉落9挖青a序列升级
17	24221 12233	9	   	277.95	橙4易伤2等级2伤害	134a易伤2掉矿5a伤害6策反7金币生成8a等级9核a序列升级
18	22314 65111	2	   	277.95	橙4易伤2等级2伤害	1489易伤2金币生成38等级5赏金邻近68伤害7核8序列升级a基地爆炸
19	22314 65112	2	   	277.95	橙4易伤2等级2伤害	1489易伤2金币生成38等级5赏金邻近68伤害7核8序列升级a敌人爆炸
