0	Index      	Bounty	 *	Score 	Summary	Detail	
1	25132 26153	4	 * 	305.20	DCR|4VULN|3DMG|3DUR	19aDUR|2RPLT|3LWND|49aDMG|579aVULN|6RCR|8LEGI|9aBPWR
2	21462 33523	8	   	302.63	DCR|3VULN|3DMG|3DUR|3LIT	148DUR|2BELT|349VULN|489BPWR|589LIT|689DMG|7RPLT|aRCR
3	21214 36322	4	   	291.83	DCR|4VULN|3DUR|3LIT|1DMG	179DUR|2BELT|3DUST|479LIT|5789VULN|6RCR|79BPWR|aDMG
4	21214 36321	4	 * 	291.30	DCR|5VULN|3DUR|3LIT	179DUR|2BELT|3DUST|479LIT|5789aVULN|6RCR|79BPWR
5	26321 53133	6	   	286.67	DCR|3VULN|3DUR|2DMG|2TLV	123DUR|469VULN|59DMG|7TBNT|89TLV|9BPWR|aRCR
6	21234 13342	8	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	19DUR|2BELT|3DUST|489VULN|5CDMG|6TLV|79DMG|9BPWR|aRCR
7	21234 13542	7	   	283.38	DCR|3VULN|2DMG|2DUR|1TLV|1CDMG	19DUR|2BELT|3DUST|489VULN|5CDMG|6TLV|79DMG|9BPWR|aRCR
8	23111 24553	1	 * 	280.16	DCR|3VULN|3DUR|3ASPD|1DMG	19aDUR|29aVULN|3LHND|4RPLT|5RMIN|6RCR|7DMG|89aASPD|9aBPWR
9	21413 45223	4	   	279.16	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	19DUR|2BELT|369VULN|4LIT|5DMG|7RCR|89ASPD|9BPWR|aCDMG
10	21432 35223	6	   	279.16	DCR|3VULN|2DUR|2ASPD|1DMG|1CDMG	19DUR|2BELT|349VULN|5LIT|6DMG|7RCR|89ASPD|9BPWR|aCDMG
11	21432 35224	6	   	278.74	DCR|3VULN|3DUR|2ASPD|1DMG	19aDUR|2BELT|349VULN|5LIT|6DMG|7RCR|89ASPD|9BPWR
12	21462 35222	6	   	278.74	DCR|3VULN|3DUR|2ASPD|1DMG	149DUR|2BELT|349VULN|49BPWR|5LIT|6DMG|7RCR|89ASPD|aDUST
13	21462 35223	6	   	278.74	DCR|3VULN|3DUR|2ASPD|1DMG|1NUKE	149DUR|2BELT|349VULN|49BPWR|5LIT|6DMG|7RCR|89ASPD|aNUKE
14	21433 36334	5	   	276.38	DCR|3VULN|3DUR|2CDMG|1TLV|1ASPD	157DUR|2BELT|347VULN|67CDMG|7BPWR|8RCR|9ASPD|aTLV
15	21463 21334	6	   	276.38	DCR|3VULN|3DUR|2CDMG|1TLV|1ASPD	145DUR|2BELT|347VULN|47BPWR|67CDMG|8RCR|9ASPD|aTLV
16	21125 62633	1	   	275.62	DCR|2VULN|3DMG|3DUR|2CDMG	12aDUR|35CDMG|458DMG|5aBPWR|6aVULN|7RCR|9aLHND
