0	Index      	 *	Score 	Summary	Detail	
1	62334 23613	 * 	246.33	紫3易伤3伤害3基地爆炸2暴击	178伤害2挖尘3双倍秒伤4核578基地爆炸678易伤78序列升级9a暴击
2	62334 23612	   	237.20	紫3易伤3伤害3基地爆炸1暴击	178伤害2挖尘3双倍秒伤4核578基地爆炸678易伤78序列升级9暴击a立即金币
3	62334 23611	   	236.77	紫3易伤3伤害3基地爆炸1暴击	178伤害2挖尘3双倍秒伤4核578基地爆炸678易伤78序列升级9暴击a掉矿
4	62334 23623	   	236.63	紫3易伤3伤害3基地爆炸1暴击1卖塔	178伤害2挖尘3双倍秒伤4核578基地爆炸678易伤78序列升级9卖塔a暴击
5	16132 62253	 * 	225.89	紫1基础对甲2攻速2伤害1易伤	1时间2最后敌人3易伤4核5金币生成6a攻速78伤害9基础对甲
6	62334 23316	   	225.40	紫3易伤3伤害2基地爆炸1暴击	179伤害2挖尘3双倍秒伤4核57基地爆炸67a易伤7序列升级8暴击
7	34123 64222	   	225.13	紫3易伤3伤害2暴击1基地爆炸	17暴击2低血量敌人3核4双倍秒伤578易伤67a伤害7序列升级9基地爆炸
8	34161 52132	   	224.30	紫1基础对甲1易伤1攻速1伤害1全技能1暴击	1暴击2低血量敌人3核4全技能5金币生成6基础对甲7伤害8易伤9额外掉落a攻速
9	16132 62251	 * 	223.96	紫3伤害1基础对甲1易伤1攻速	1时间2最后敌人3易伤4核5金币生成6攻速78a伤害9基础对甲
10	34162 25212	 * 	223.41	紫2攻速1易伤2基地爆炸1伤害1暴击1全技能	1暴击2a低血量敌人3核4全技能5伤害6易伤7a攻速8金币生成9a基地爆炸a序列升级
11	62334 23324	 * 	222.90	紫2易伤2伤害2基地爆炸2暴击1基础对冰	17伤害2挖尘3双倍秒伤4核57基地爆炸67易伤7序列升级89暴击a基础对冰
12	34161 52111	   	221.83	紫1基础对甲2伤害1易伤1全技能1暴击	1暴击2低血量敌人3核4全技能5金币生成6基础对甲7a伤害8易伤9雷电
13	34161 52321	   	221.83	紫1基础对甲2伤害1易伤1全技能1暴击	1暴击2低血量敌人3核4全技能5金币生成6基础对甲7a伤害8雷电9易伤
14	32216 32225	 * 	221.23	紫2攻速2伤害1易伤2暴击1全技能	19暴击2散射对绿3核49矿等5易伤6全技能7a伤害89攻速9序列升级
15	62334 23311	   	220.80	紫3伤害2易伤2基地爆炸2暴击	179伤害2挖尘3双倍秒伤4核57基地爆炸67易伤7序列升级8a暴击
16	62334 23322	   	220.80	紫3伤害2易伤2基地爆炸2暴击	17a伤害2挖尘3双倍秒伤4核57基地爆炸67易伤7序列升级89暴击
17	62334 23633	   	220.33	紫3易伤3伤害3基地爆炸	178伤害2挖尘3双倍秒伤4核578基地爆炸678易伤78序列升级9策反a立即金币
18	62334 23622	   	220.08	紫3易伤3伤害3基地爆炸1卖塔	178伤害2挖尘3双倍秒伤4核578基地爆炸678易伤78序列升级9卖塔a立即金币
19	62334 23631	   	219.90	紫3易伤3伤害3基地爆炸	178伤害2挖尘3双倍秒伤4核578基地爆炸678易伤78序列升级9策反a技能点
20	62334 23632	   	219.90	紫3易伤3伤害3基地爆炸	178伤害2挖尘3双倍秒伤4核578基地爆炸678易伤78序列升级9策反a掉矿
21	62334 23621	   	219.66	紫3易伤3伤害3基地爆炸1卖塔	178伤害2挖尘3双倍秒伤4核578基地爆炸678易伤78序列升级9卖塔a掉矿
22	31162 34214	   	217.86	紫2伤害2基地爆炸1易伤2暴击1全技能1技能	18暴击2挖尘3核4双倍矿5全技能68伤害78基地爆炸8序列升级9技能a易伤
23	31162 62214	   	217.86	紫2伤害2基地爆炸1易伤2暴击1全技能1技能	18暴击2挖尘3核4双倍矿5全技能68基地爆炸78伤害8序列升级9技能a易伤
24	31132 34214	   	217.76	紫2伤害2基地爆炸1易伤2暴击1全技能1技能	18暴击24挖尘3核5全技能68伤害78基地爆炸8序列升级9技能a易伤
25	31132 62214	   	217.76	紫2伤害2基地爆炸1易伤2暴击1全技能1技能	18暴击24挖尘3核5全技能68基地爆炸78伤害8序列升级9技能a易伤
26	34161 52121	 * 	216.76	紫1基础对甲1易伤2全技能1伤害1暴击	1暴击2低血量敌人3核4a全技能5金币生成6基础对甲7伤害8易伤9平台
27	51253 13231	   	216.73	紫1基础对甲1易伤1攻速1伤害1基地爆炸1暴击	1易伤2随机矿3雷电4核5伤害6低血量敌人7暴击8基础对甲9基地爆炸a攻速
28	51253 43231	   	216.73	紫1基础对甲1易伤1攻速1伤害1基地爆炸1暴击	1易伤2随机矿3雷电4核5伤害6敌人爆炸7暴击8基础对甲9基地爆炸a攻速
29	51256 33231	   	216.73	紫1基础对甲1易伤1攻速1伤害1基地爆炸1暴击	1易伤2随机矿3雷电4核5敌人爆炸6伤害7暴击8基础对甲9基地爆炸a攻速
